Training_ID,Model,Representation,Embedding,Embedding_Type,Domain_Specific,Embedding_Domain,Execution_Number,Best_Epoch,Training_Epochs,Training_Duration,Total_Duration(s),Average_Epoch_Duration(s),Training_Accuracy,Training_Accuracy_Top-3,Training_Precision,Training_Recall,Training_F1-Measure,Training_Loss,Best_Validation_Accuracy,Best_Validation_Accuracy_Top-3,Best_Validation_Precision,Best_Validation_Recall,Best_Validation_F1-Measure,Best_Validation_Loss,Test_Accuracy,Test_Accuracy_Top-3,Test_Precision,Test_Recall,Test_F1_Measure,Test_Loss
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_11,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,11,4,5,00:26:26,1586.0,317.2,0.9902396757738803,0.9906421633708337,0.8978331649264624,0.8945190156599553,0.8961730262788765,38.42775178932753,0.9866837285560043,0.9871635941936258,0.8600201409869084,0.8980021030494216,0.8786008230452175,48.12762620314112,0.9858885402970696,0.9864743481260658,0.8568646543330087,0.9152366094643786,0.8850892632637167,52.3236256635414
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_2,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,2,4,5,00:26:41,1601.0,320.2,0.9898315980714136,0.9902508559849067,0.8941876122082585,0.8913870246085012,0.8927851221151192,38.60133249349281,0.987256901400941,0.9877234374375174,0.86960933536276,0.9011566771819137,0.8851019881228521,47.06899594360927,0.9862009711392009,0.9868518687269745,0.8600883652430045,0.9110764430577223,0.884848484848435,51.5016419482681
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_3,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,3,4,5,00:26:33,1593.0,318.6,0.9902899867234994,0.9906952693732094,0.898034811903425,0.8945190156599553,0.8962734659568007,38.42559184598141,0.9872435717998961,0.9877101078364725,0.8657548125633232,0.898527865404837,0.8818369453043876,47.135071988375685,0.9861879531874455,0.9867867789681971,0.8586105675146771,0.9126365054602185,0.8847995966724986,51.10464854510325
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_4,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,4,4,5,00:26:28,1588.0,317.6,0.9902536510376634,0.9906701138983999,0.8974157303370787,0.8934004474272931,0.8954035874438964,38.09967600517586,0.9868303541674998,0.9872702310019861,0.8639352554375316,0.8980021030494216,0.8806393400360419,47.03381887471901,0.9859796659593579,0.9866045276436205,0.8593903638151426,0.9089963598543942,0.8834975991912566,50.91716849129155
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_5,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,5,4,5,00:26:37,1597.0,319.4,0.9903235273565788,0.9906952693732094,0.8999325387901956,0.8953020134228188,0.8976113042502585,38.39297397996558,0.9876434598312472,0.9881233254688687,0.872579001019368,0.900105152471083,0.886128364389184,47.06952518787024,0.9861619172839345,0.9867607430646862,0.8632773938795657,0.9095163806552262,0.8857938718662454,50.684898088563166
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_6,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,6,4,5,00:26:28,1588.0,317.6,0.9902396757738803,0.9906421633708337,0.8978331649264624,0.8945190156599553,0.8961730262788765,38.42775178932753,0.9866837285560043,0.9871635941936258,0.8600201409869084,0.8980021030494216,0.8786008230452175,48.12762620314112,0.9858885402970696,0.9864743481260658,0.8568646543330087,0.9152366094643786,0.8850892632637167,52.3236256635414
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_7,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,7,4,5,00:26:32,1592.0,318.4,0.9902396757738803,0.9906421633708337,0.8978331649264624,0.8945190156599553,0.8961730262788765,38.42775178932753,0.9866837285560043,0.9871635941936258,0.8600201409869084,0.8980021030494216,0.8786008230452175,48.12762620314112,0.9858885402970696,0.9864743481260658,0.8568646543330087,0.9152366094643786,0.8850892632637167,52.3236256635414
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_8,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,8,4,5,00:26:33,1593.0,318.6,0.9902396757738803,0.9906421633708337,0.8978331649264624,0.8945190156599553,0.8961730262788765,38.42775178932753,0.9866837285560043,0.9871635941936258,0.8600201409869084,0.8980021030494216,0.8786008230452175,48.12762620314112,0.9858885402970696,0.9864743481260658,0.8568646543330087,0.9152366094643786,0.8850892632637167,52.3236256635414
datalawyer-ft_ELMo+Embeddings_word2vec_cbow_9,datalawyer-ft,ELMo+Embeddings,word2vec,cbow,Não,word2vec-Não,9,4,5,00:26:48,1608.0,321.6,0.9902396757738803,0.9906421633708337,0.8978331649264624,0.8945190156599553,0.8961730262788765,38.42775178932753,0.9866837285560043,0.9871635941936258,0.8600201409869084,0.8980021030494216,0.8786008230452175,48.12762620314112,0.9858885402970696,0.9864743481260658,0.8568646543330087,0.9152366094643786,0.8850892632637167,52.3236256635414
datalawyer-ft_ELMo+Embeddings_word2vec_skip_0,datalawyer-ft,ELMo+Embeddings,word2vec,skip,Não,word2vec-Não,0,4,5,00:26:36,1596.0,319.2,0.9905275662078121,0.9909356439102788,0.8997192588433465,0.8961968680089486,0.8979546091341614,37.32178906925389,0.9873901974113914,0.9877900854427427,0.8592184368737475,0.9016824395373291,0.8799384299640343,48.70824185857233,0.9859926839111134,0.9865784917401096,0.8540145985401459,0.9126365054602185,0.8823529411764207,53.786604314480186
datalawyer-ft_ELMo+Embeddings_word2vec_skip_1,datalawyer-ft,ELMo+Embeddings,word2vec,skip,Não,word2vec-Não,1,4,5,00:26:39,1599.0,319.8,0.9905387464188387,0.9909328488575222,0.89985388333146,0.8955257270693512,0.8976845882154569,37.33049792735303,0.986590421348689,0.9870169685821303,0.8581453634085213,0.900105152471083,0.8786245830125239,49.17309721460882,0.9863181327050002,0.9869429943892628,0.8606476938174681,0.9121164846593863,0.8856349406714976,54.30311324461451
