Training_ID,Model,Embedding,Domain_Specific,Embedding_Type,Training_Number,Execution_Number,Best_Epoch,Training_Epochs,Training_Duration,Total_Duration(s),Average_Epoch_Duration(s),Training_Accuracy,Training_Accuracy_Top-3,Training_Precision,Training_Recall,Training_F1-Measure,Training_Loss,Best_Validation_Accuracy,Best_Validation_Accuracy_Top-3,Best_Validation_Precision,Best_Validation_Recall,Best_Validation_F1-Measure,Best_Validation_Loss,Test_Accuracy,Test_Accuracy_Top-3,Test_Precision,Test_Recall,Test_F1_Measure,Test_Loss
datalawyer_fasttext-lc_jur_cbow_5B-mc10_0_0,datalawyer,fasttext-lc-5B-mc10,True,cbow,0,0,15,20,01:23:56,5036.0,251.8,0.9915356478706564,0.9919429203743834,0.9117985848280401,0.9046530612244897,0.9082117685624806,12.31673005701651,0.9875154900401354,0.9878299147354209,0.8752767527675277,0.8930722891566265,0.8840849795005091,23.864749875561944,0.9860587924661152,0.9866220735785953,0.8423871461361897,0.8628526645768025,0.8524970963994855,29.436283021137633
datalawyer_glove_0_0,datalawyer,glove,False,No,0,0,14,20,01:23:50,5030.0,251.5,0.9963383896598891,0.9964805508168503,0.9572593800978793,0.9580408163265306,0.9576499388004396,5.9845081446245585,0.9871270830636063,0.9876449590323118,0.8836336336336337,0.8862951807228916,0.8849624060149878,33.40693778005139,0.9862876254180603,0.9869741242738954,0.8527131782945736,0.8620689655172413,0.857365549493325,43.24152721207717
datalawyer_word2vec-lc_jur_skip_5B_0_2,datalawyer,word2vec-lc-5B,True,skip,0,2,14,20,01:23:04,4984.0,249.2,0.9958465889006716,0.9960463829591036,0.953355155482815,0.9510204081632653,0.9521863506333786,6.38205846499418,0.9887916843915883,0.98923557807905,0.8854790419161677,0.8908132530120482,0.8881381381380882,30.295563262084436,0.985917972187995,0.9866220735785953,0.8521400778210116,0.8581504702194357,0.8551347130026833,44.530811112502526
datalawyer_fasttext-lc_jur_cbow_0_0,datalawyer,fasttext-lc,True,cbow,0,0,11,20,01:26:08,5168.0,258.4,0.9914895415494798,0.9918622343123242,0.9141821775654753,0.9061224489795918,0.9101344703180871,12.062391840526319,0.9886252242587901,0.989050622375941,0.8805637982195845,0.8938253012048193,0.8871449925261085,24.471896475759046,0.985882767118465,0.9865340609047702,0.849768875192604,0.8644200626959248,0.8570318570318071,34.72370471625492
datalawyer-ft_wang2vec_skip_0_0,datalawyer-ft,wang2vec,False,skip,0,0,17,20,01:21:45,4905.0,245.25,0.9969915625432246,0.9971068283461663,0.9677524963169095,0.9652244897959184,0.9664868399541761,5.326293918321328,0.9877744280244881,0.9881073482900845,0.8781575037147102,0.8900602409638554,0.8840688107703314,40.30140002020474,0.9868509065305404,0.9873789825734905,0.8559386973180076,0.8753918495297806,0.8655559860518679,47.78470392884879
datalawyer-ft_word2vec_cbow_0_0,datalawyer-ft,word2vec,False,cbow,0,0,17,20,01:20:05,4805.0,240.25,0.9972835692440101,0.9973911506600889,0.9709102794574277,0.9699591836734693,0.9704344985298423,4.857835120208754,0.9875524811807572,0.9879038970166645,0.8777943368107303,0.8870481927710844,0.8823970037452684,45.6168664981579,0.9853898961450449,0.9860411899313501,0.8487654320987654,0.8620689655172413,0.8553654743389857,56.61041276208286
datalawyer-ft_fasttext_cbow_0_0,datalawyer-ft,fasttext,False,cbow,0,0,18,20,01:20:46,4846.0,242.3,0.9941329706302734,0.9944096085573332,0.9368005266622779,0.9293061224489796,0.9330382755511344,8.852750667937897,0.9865352248136571,0.9868126583683208,0.8714180749448934,0.8930722891566265,0.8821123094086522,30.18697242901243,0.9864636507657103,0.9869213166696004,0.8467987804878049,0.8706896551724138,0.8585780525501818,33.58366946516366
datalawyer-ft_fasttext_skip_0_0,datalawyer-ft,fasttext,False,skip,0,0,3,20,01:19:40,4780.0,239.0,0.9970876173790093,0.9971990409885195,0.967156862745098,0.9663673469387755,0.9667619436504195,5.126226535328145,0.9875524811807572,0.9878299147354209,0.8867924528301887,0.884789156626506,0.8857896720693056,32.3816747583192,0.9866572786481254,0.9871677521563105,0.8610460577673692,0.8644200626959248,0.8627297614391365,38.38397839973713
datalawyer-ft_wang2vec_skip_0_1,datalawyer-ft,wang2vec,False,skip,0,1,18,20,01:23:47,5027.0,251.35,0.9967495043570473,0.9968762967402831,0.9672506959227116,0.9644081632653061,0.9658273381294463,5.474356487977603,0.9872195609151608,0.9874600033292027,0.8823529411764706,0.8923192771084337,0.8873081242979658,42.63176945982308,0.9875374053863757,0.9880126738250308,0.8546017014694509,0.8659874608150471,0.860256909303181,47.8050727515385
datalawyer-ft_glove_0_0,datalawyer-ft,glove,False,No,0,0,14,20,01:21:49,4909.0,245.45,0.9970914595724407,0.9971990409885195,0.9647231749142577,0.9644081632653061,0.9645656433702963,4.937831863255766,0.9877374368838663,0.9881443394307063,0.8844711177794449,0.8878012048192772,0.8861330326944259,43.548409445532435,0.9865340609047702,0.9870797394824855,0.8669291338582678,0.8628526645768025,0.8648860958365565,50.64717333892296
datalawyer-ft_word2vec_skip_0_0,datalawyer-ft,word2vec,False,skip,0,0,11,20,01:19:52,4792.0,239.6,0.9970799329921466,0.9972182519556765,0.9679686223239091,0.9670204081632653,0.9674942829140304,4.872960748164691,0.9866092070949007,0.9868681450792535,0.8840361445783133,0.8840361445783133,0.8840361445782633,39.579371682528794,0.9867980989262454,0.9873437775039605,0.8682352941176471,0.8675548589341693,0.8678949431594953,47.37232903776498
datalawyer-ft_none_0_0,datalawyer-ft,none,False,No,0,0,11,20,01:20:31,4831.0,241.55,0.9963114943058693,0.9964344444956736,0.9584080900342522,0.9593469387755102,0.9588772845952503,5.871815881764042,0.9871270830636063,0.9874969944698245,0.8848484848484849,0.8795180722891566,0.8821752265860527,36.403629228986546,0.9859883823270551,0.9865692659743003,0.8628526645768025,0.8628526645768025,0.8628526645767526,44.97077790622053
datalawyer-ft_wang2vec_cbow_0_0,datalawyer-ft,wang2vec,False,cbow,0,0,14,20,01:17:45,4665.0,233.25,0.9970491954446955,0.9971337237001859,0.9690519076469625,0.966204081632653,0.9676258992805256,5.356674237097733,0.9866277026652117,0.9870161096417408,0.8862774829416225,0.8802710843373494,0.8832640725348953,43.003817155443386,0.9867980989262454,0.9873613800387255,0.8625,0.8652037617554859,0.863849765258166,49.12674691759307
