,Training_ID,Scenario,Model,Embedding,Batch_Size,ELMo_Dropout,Training_Number,Execution_Number,Best_Epoch,Training_Epochs,Training_Duration,Total_Duration(s),Average_Epoch_Duration(s),Training_Accuracy,Training_Accuracy_Top-3,Training_Precision,Training_Recall,Training_F1-Measure,Training_Loss,Best_Validation_Accuracy,Best_Validation_Accuracy_Top-3,Best_Validation_Precision,Best_Validation_Recall,Best_Validation_F1-Measure,Best_Validation_Loss,Test_Accuracy,Test_Accuracy_Top-3,Test_Precision,Test_Recall,Test_F1_Measure,Test_Loss
27,selective_harem_wang2vec_64_0_6_4,selective,harem,wang2vec,64,0,6,4,18.0,20.0,00:19:31,1171.0,58.55,0.9985981572551015,0.9987112090893675,0.9826558265582656,0.9821235102925244,0.9823895963153118,6.04677073012537,0.9887225548902195,0.9896207584830339,0.8738095238095236,0.8995098039215684,0.8864734299516407,89.87302017211914,0.9777410881801125,0.9795121951219512,0.819047619047619,0.8040066777963272,0.811457455770801,190.70505009057388
28,selective_harem_wang2vec_64_0_6_5,selective,harem,wang2vec,64,0,6,5,17.0,20.0,00:20:02,1202.0,60.1,0.9986772935390876,0.9988242609236335,0.9850867678958786,0.9840195016251354,0.9845528455284053,6.5469981805602115,0.9871257485029941,0.9880239520958084,0.8858560794044662,0.8749999999999998,0.88039457459921,93.28641605377197,0.9781163227016886,0.9799024390243902,0.8389950460014154,0.7916527545909849,0.8146366603675844,182.1940570687348
29,selective_harem_wang2vec_64_0_7_0,selective,harem,wang2vec,64,0,7,0,9.0,10.0,00:09:33,573.0,57.3,0.9956665128372523,0.9959929313508099,0.9526530612244898,0.9457050243111832,0.9491663277754685,19.12232868707002,0.9846345514950167,0.9862956810631229,0.8599033816425118,0.894472361809045,0.8768472906403438,75.94604849815369,0.9780262664165104,0.9796772983114447,0.8184896715204877,0.8070116861435727,0.81271015467379,139.50299655266528
30,selective_harem_wang2vec_64_0_7_1,selective,harem,wang2vec,64,0,7,1,9.0,10.0,00:09:37,577.0,57.7,0.9960829778373085,0.9964093963508661,0.9537917912476216,0.9478660183684495,0.9508196721310975,18.580543407753332,0.9845307308970099,0.985984219269103,0.8661800486618002,0.894472361809045,0.8800988875154009,80.65750026702881,0.9776810506566604,0.9794071294559099,0.81544192346766,0.8040066777963272,0.8096839273704948,140.90137884751806
31,selective_harem_wang2vec_64_0_7_2,selective,harem,wang2vec,64,0,7,2,8.0,10.0,00:09:34,574.0,57.4,0.9960154429724345,0.9963643731076168,0.9543850122183003,0.9494867639113992,0.9519295870006271,18.30646420948541,0.9850498338870431,0.9868147840531561,0.8613138686131384,0.8894472361809043,0.8751545117428423,78.62397360801697,0.9772607879924953,0.9793170731707317,0.8095723014256619,0.7963272120200334,0.8028951354990244,139.73287697558132
32,selective_harem_wang2vec_64_0_7_3,selective,harem,wang2vec,64,0,7,3,14.0,20.0,00:19:12,1152.0,57.6,0.9985029771619599,0.9986042794592709,0.9820992676973149,0.9781199351701783,0.9801055623223212,6.08648892125087,0.9855689368770764,0.9873338870431894,0.8694581280788175,0.886934673366834,0.8781094527362682,69.78633284568787,0.9762551594746717,0.9781163227016886,0.80600068189567,0.7893155258764608,0.7975708502023792,167.834252843317
33,selective_harem_wang2vec_64_0_7_4,selective,harem,wang2vec,64,0,7,4,18.0,20.0,00:19:16,1156.0,57.8,0.9985705120268339,0.9986493027025202,0.9829360780065005,0.9802809292274446,0.9816067081416865,6.328179570276346,0.9862956810631229,0.987749169435216,0.8725490196078429,0.894472361809045,0.8833746898262526,84.30161929130554,0.9783564727954972,0.9798874296435272,0.8233704829449511,0.8140233722871453,0.8186702484888688,171.14047349174066
34,selective_harem_wang2vec_64_0_7_5,selective,harem,wang2vec,64,0,7,5,17.0,20.0,00:19:49,1189.0,59.45,0.9986943259457695,0.9987843724322681,0.9858963927312178,0.9819016747703944,0.983894979022822,6.188795909952762,0.9876453488372093,0.9894102990033222,0.8982188295165392,0.886934673366834,0.8925410872313025,94.09601998329163,0.9782514071294559,0.9802626641651032,0.8416933475631447,0.7899833055091819,0.8150189459179659,198.29194727483787
35,selective_harem_wang2vec_64_0_8_0,selective,harem,wang2vec,64,0,8,0,6.0,10.0,00:09:34,574.0,57.4,0.9954886205503434,0.9958477353324057,0.9456581103222282,0.9379739978331527,0.9418003807451227,19.3534969322717,0.9841998505391267,0.9858012170385395,0.8891752577319585,0.8455882352941174,0.8668341708542211,84.19158124923706,0.9772457786116323,0.9791369606003753,0.8335709194583036,0.7809682804674457,0.806412687467628,127.22214616019771
36,selective_harem_wang2vec_64_0_8_1,selective,harem,wang2vec,64,0,8,1,9.0,10.0,00:09:36,576.0,57.6,0.9962517394622256,0.9964874085379539,0.9486552567237164,0.9458288190682557,0.9472399294723494,17.899741478820346,0.9836660617059891,0.985480943738657,0.8774999999999997,0.8602941176470585,0.8688118811880685,89.17392063140869,0.9777110694183865,0.979422138836773,0.8254458161865569,0.8036727879799667,0.8144138047707163,144.12057732636075
37,selective_harem_wang2vec_64_0_8_2,selective,harem,wang2vec,64,0,8,2,6.0,10.0,00:09:46,586.0,58.6,0.9959375140279212,0.9962292947883468,0.9482147724175525,0.9423076923076923,0.945252003803781,18.10481469310931,0.9841998505391267,0.9859079748051671,0.8874680306905368,0.8504901960784311,0.8685857321651562,84.1902174949646,0.9777711069418387,0.9795572232645403,0.8302752293577982,0.7856427378964942,0.8073425973579876,124.10535578457814
38,selective_harem_wang2vec_64_0_8_3,selective,harem,wang2vec,64,0,8,3,19.0,20.0,00:19:51,1191.0,59.55,0.998888988642995,0.9989675450015711,0.9877949552481693,0.9864572047670639,0.9871256267786463,5.344263860538824,0.985694459271912,0.9874025835379524,0.9074550128534702,0.8651960784313724,0.8858218318694605,120.00392532348633,0.9785215759849906,0.980202626641651,0.8451154529307282,0.7943238731218698,0.8189328743545111,196.6841074385733
39,selective_harem_glove_64_0_7_3,selective,harem,glove,64,0,7,3,18.0,20.0,00:19:28,1168.0,58.4,0.9985592562160215,0.9986718143241449,0.9824276831576102,0.9816315505132361,0.9820294554789394,6.812164559293149,0.985984219269103,0.9872300664451827,0.8686131386861311,0.8969849246231153,0.8825710754016802,91.85814106464386,0.9783414634146341,0.9800525328330206,0.8247066942719117,0.7979966611018364,0.8111318513490081,177.29251426120973
40,selective_harem_glove_64_0_7_4,selective,harem,glove,64,0,7,4,18.0,20.0,00:19:19,1159.0,57.95,0.9983453958105872,0.9985029771619599,0.9797297297297297,0.9792004321988115,0.9794650094568534,7.433722869673772,0.9854651162790697,0.9867109634551495,0.8605769230769228,0.8994974874371857,0.8796068796068295,97.99588441848755,0.9777410881801125,0.9793621013133208,0.81855249745158,0.8043405676126878,0.8113843044795728,182.3287973583869
41,selective_harem_glove_64_0_7_5,selective,harem,glove,64,0,7,5,19.0,20.0,00:19:42,1182.0,59.1,0.9984129306754612,0.9985142329727722,0.98,0.9794705564559697,0.9797352067008416,6.941071950677616,0.9855689368770764,0.9876453488372093,0.8805970149253729,0.8894472361809043,0.8849999999999498,109.4552857875824,0.9773658536585366,0.9794821763602252,0.8166950596252129,0.8003338898163606,0.8084317032039973,208.12827275833993
42,selective_harem_glove_64_0_8_0,selective,harem,glove,64,0,8,0,9.0,10.0,00:09:25,565.0,56.5,0.9953315078331911,0.9956345109305562,0.9417052574230454,0.9363488624052004,0.9390194214314318,19.936580572555314,0.9835593039393616,0.9852674282054019,0.886934673366834,0.8651960784313724,0.8759305210917613,93.46875047683716,0.9772007504690432,0.9791369606003753,0.8213545266067727,0.7936560934891486,0.8072677874001879,144.42438071628786
43,selective_harem_glove_64_0_8_1,selective,harem,glove,64,0,8,1,9.0,10.0,00:09:25,565.0,56.5,0.99535395250707,0.9956008439197378,0.9439303211758302,0.9393282773564464,0.941623676350751,20.051459162982542,0.9830255151062239,0.9849471549055194,0.8681592039800993,0.8553921568627448,0.8617283950616782,98.70590925216675,0.9772007504690432,0.9789568480300188,0.8141200545702592,0.7969949916527546,0.8054665091951584,138.9768187324956
44,selective_harem_glove_64_0_8_2,selective,harem,glove,64,0,8,2,6.0,10.0,00:09:40,580.0,58.0,0.9952753961484939,0.9956120662566773,0.942009256738361,0.9371614301191766,0.9395790902918713,20.83437811438717,0.9829187573395964,0.9847336393722643,0.8816120906801005,0.8578431372549017,0.8695652173912541,91.46116018295288,0.9772607879924953,0.9791519699812383,0.828650711064863,0.7976627712854758,0.812861517522917,127.69266157330208
45,selective_harem_glove_64_0_8_3,selective,harem,glove,64,0,8,3,19.0,20.0,00:19:18,1158.0,57.9,0.9987206535889034,0.9987543205997217,0.9829591560724912,0.9842903575297941,0.9836243064013575,5.803421122814292,0.9849471549055194,0.9868687947048148,0.8897243107769421,0.8700980392156861,0.879801734820272,116.60507202148438,0.9784765478424015,0.9803677298311445,0.8332750786438309,0.7959933222036728,0.8142076502731741,195.67668997566656
46,selective_harem_glove_64_0_8_4,selective,harem,glove,64,0,8,4,6.0,20.0,00:19:00,1140.0,57.0,0.9985074291870539,0.9986196525564484,0.9831841605641443,0.9818526543878656,0.9825179563626008,6.363090245581385,0.9840930927724992,0.9859079748051671,0.8911392405063289,0.8627450980392154,0.8767123287670731,89.41335344314575,0.97787617260788,0.9796622889305816,0.8280166435506241,0.7973288814691152,0.8123830583432057,126.02512809465516
47,selective_harem_glove_64_0_8_5,selective,harem,glove,64,0,8,5,6.0,20.0,00:19:22,1162.0,58.1,0.9989114333168739,0.9990236566862684,0.986449864498645,0.9859154929577465,0.9861826063396955,4.901952372558081,0.9827052418063414,0.9847336393722643,0.8743718592964822,0.852941176470588,0.8635235732009423,88.49257373809814,0.9774409005628518,0.9792420262664165,0.8255894590846047,0.7949916527545909,0.8100017009695026,124.65564925715609
48,selective_harem_glove_64_0_9_0,selective,harem,glove,64,0,9,0,9.0,10.0,00:09:23,563.0,56.3,0.9953769276965089,0.9958075079600693,0.9495637949836423,0.9416058394160584,0.9455680738427625,20.738973731425272,0.982195265114459,0.9842496576012522,0.8622448979591835,0.8428927680798003,0.8524590163933926,111.88840889930725,0.9768405253283302,0.9789268292682927,0.8349691021446747,0.7669449081803005,0.7995127044900302,154.79465247100254
49,selective_harem_glove_64_0_9_1,selective,harem,glove,64,0,9,1,9.0,10.0,00:09:12,552.0,55.2,0.9951616375647286,0.9955808867687217,0.945078847199565,0.939713436063801,0.9423885048122044,21.250174550867793,0.9833692036783408,0.9856192525924476,0.8614609571788411,0.8528678304239399,0.8571428571428069,103.88357973098755,0.9779512195121951,0.9799174484052533,0.8404864091559371,0.7846410684474123,0.8116042134345901,148.46016509577913
50,selective_harem_glove_64_0_9_2,selective,harem,glove,64,0,9,2,9.0,10.0,00:09:38,578.0,57.8,0.9951389754455939,0.9955355625304522,0.9473396998635744,0.9386320627196539,0.9429657794676307,22.128877255453993,0.9819017804734885,0.9840540011739386,0.8524999999999997,0.850374064837905,0.8514357053682393,104.08850646018982,0.9770506566604128,0.97906191369606,0.8241952599929253,0.7779632721202003,0.8004122294743574,144.83264887107993
51,selective_harem_glove_64_0_9_3,selective,harem,glove,64,0,9,3,15.0,20.0,00:19:23,1163.0,58.15,0.998628941792347,0.9987309213284534,0.9835001352447931,0.9829683698296837,0.9832341806381328,5.963918644100873,0.9829778908237136,0.9851301115241635,0.8567901234567898,0.8653366583541144,0.8610421836227785,121.63972753286362,0.9781463414634146,0.9801425891181988,0.8315312173003139,0.7959933222036728,0.8133742749914206,167.92375920853524
52,selective_harem_word2vec_64_0_1_3,selective,harem,word2vec,64,0,1,3,11.0,20.0,00:19:29,1169.0,58.45,0.9988013524363077,0.9988918164033789,0.985464333781965,0.9849340866290018,0.9851991388589382,5.362512745963993,0.9880501892053376,0.989344752041426,0.8785529715762271,0.8877284595300259,0.8831168831168329,71.84572321176529,0.9769455909943715,0.9788367729831144,0.8159614723082216,0.7919866444073456,0.8037953236190623,159.17367506926914
53,selective_harem_word2vec_64_0_1_4,selective,harem,word2vec,64,0,1,4,14.0,20.0,00:19:59,1199.0,59.95,0.9989483563827983,0.9989596643786822,0.985464333781965,0.9849340866290018,0.9851991388589382,5.37182589342345,0.9885480979884486,0.9896434973112925,0.8888888888888886,0.8772845953002608,0.8830486202364807,77.72871279716492,0.9782213883677299,0.9800075046904315,0.8434504792332268,0.7933222036727879,0.817618719889833,170.35892655714503
54,selective_harem_word2vec_64_0_1_5,selective,harem,word2vec,64,0,1,5,14.0,20.0,00:19:56,1196.0,59.8,0.9986430404939333,0.9987561204527722,0.9843792081874495,0.9833198816249664,0.983849259757689,5.707921603722359,0.987751443935471,0.9890460067715594,0.8868421052631577,0.8798955613577021,0.8833551769331083,80.445188164711,0.9775009380863039,0.9792420262664165,0.826755151938526,0.7903171953255426,0.808125640150172,168.3294842558087
55,selective_harem_word2vec_64_0_2_0,selective,harem,word2vec,64,0,2,0,9.0,10.0,00:09:36,576.0,57.6,0.9957747438722427,0.9961722814111447,0.9484193011647255,0.9424083769633508,0.9454042847269716,18.285643947658254,0.9831304514521231,0.9841847982363654,0.8545081967213113,0.8853503184713374,0.8696558915536516,89.06614255905151,0.9779812382739212,0.9797673545966229,0.8209471137227792,0.7929883138564274,0.806725543478211,146.1178536685008
56,selective_harem_word2vec_64_0_2_1,selective,harem,word2vec,64,0,2,1,7.0,10.0,00:09:56,596.0,59.6,0.9962063560573363,0.9965130278730606,0.9524073049252906,0.9484706530724718,0.9504349026645919,17.55983962585677,0.9837055496980734,0.9848557461899741,0.8433734939759034,0.8917197452229297,0.8668730650154298,92.20771980285645,0.9777110694183865,0.9795121951219512,0.8169204737732656,0.8060100166944908,0.8114285714285215,134.0332206870025
57,selective_harem_word2vec_64_0_2_2,selective,harem,word2vec,64,0,2,2,6.0,10.0,00:09:36,576.0,57.6,0.9960019081801867,0.9963199382113083,0.9496263492942153,0.9454395150179112,0.9475283070974369,18.596811714457044,0.9834180005750982,0.9843764976516821,0.8467741935483869,0.8917197452229297,0.8686659772491743,77.55129790306091,0.9775909943714822,0.9794971857410881,0.8188331627430911,0.8013355592654424,0.809989875126511,121.34910754437716
58,selective_harem_word2vec_64_0_2_3,selective,harem,word2vec,64,0,2,3,19.0,20.0,00:19:35,1175.0,58.75,0.9987846709524999,0.9988755366756775,0.9853873724841467,0.9848443097271976,0.9851157662623535,4.959176526140811,0.9850474456052909,0.9860059426818748,0.8588709677419353,0.9044585987261144,0.8810754912098775,128.8065366744995,0.9779662288930582,0.9797523452157598,0.8183367416496251,0.801669449081803,0.8099173553718509,190.55427529676905
59,selective_harem_word2vec_64_0_2_4,selective,harem,word2vec,64,0,2,4,12.0,20.0,00:19:10,1150.0,57.5,0.9989777606142523,0.9990572681220327,0.9870487737668779,0.9870487737668779,0.987048773766828,5.1593856526844535,0.9841847982363654,0.9851432953129493,0.8522954091816365,0.9065817409766452,0.8786008230452174,96.8904914855957,0.9782814258911819,0.9799024390243902,0.821247892074199,0.8130217028380634,0.8171140939596817,155.2748880566291
60,selective_harem_word2vec_64_0_2_5,selective,harem,word2vec,64,0,2,5,11.0,20.0,00:19:43,1183.0,59.15,0.9987278798755139,0.998841462029486,0.9848192105989512,0.9831909616974374,0.9840044125757912,5.308398634195328,0.9847598964823158,0.9858142432665581,0.8617886178861787,0.9002123142250529,0.8805815160954847,87.57057476043701,0.9775909943714822,0.9792570356472795,0.8220922229869236,0.7976627712854758,0.8096932723266744,153.12282979713297
