Training_ID,Scenario,Model,Embedding,Batch_Size,ELMo_Dropout,Training_Number,Execution_Number,Best_Epoch,Training_Epochs,Training_Duration,Total_Duration(s),Average_Epoch_Duration(s),Training_Accuracy,Training_Accuracy_Top-3,Training_Precision,Training_Recall,Training_F1-Measure,Training_Loss,Best_Validation_Accuracy,Best_Validation_Accuracy_Top-3,Best_Validation_Precision,Best_Validation_Recall,Best_Validation_F1-Measure,Best_Validation_Loss,Test_Accuracy,Test_Accuracy_Top-3,Test_Precision,Test_Recall,Test_F1_Measure,Test_Loss
selective_harem-ft_none_64_0_0_3,selective,harem-ft,none,64,0,0,3,13,20,00:21:58,1318.0,65.9,0.9983990864717209,0.9984662576687117,0.982205446211917,0.982470334412082,0.9823378724551206,8.308569673281998,0.9805485739263469,0.9828434050923396,0.8201970443349751,0.8494897959183672,0.8345864661653634,137.8002438545227,0.9788367729831144,0.9806078799249531,0.8218293097585855,0.8070116861435727,0.8143530997304083,152.39479532781638
selective_harem-ft_word2vec_64_0_8_1,selective,harem-ft,word2vec,64,0,8,1,11,20,00:22:34,1354.0,67.7,0.9986982089150245,0.9987430982627823,0.983757444504602,0.9842903575297941,0.984023828865371,5.882421319164447,0.9845201238390093,0.9860147325717946,0.8833746898263025,0.8725490196078429,0.877928483353834,105.8793272972107,0.9777110694183865,0.979392120075047,0.8129447644866147,0.8010016694490818,0.8069290279178779,158.10960506943036
selective_harem-ft_word2vec_64_0_7_0,selective,harem-ft,word2vec,64,0,7,0,14,20,00:21:54,1314.0,65.7,0.9987843724322681,0.9988856747295791,0.9840497431738308,0.9832522960561858,0.9836508579921132,5.1607083740519055,0.9882682724252492,0.9897217607973422,0.894472361809045,0.894472361809045,0.894472361808995,76.6164036989212,0.9776960600375234,0.979437148217636,0.8242338851708348,0.7813021702838063,0.8021940349673824,177.42558216598798
selective_harem-ft_fasttext_64_0_7_1,selective,harem-ft,fasttext,64,0,7,1,8,20,00:21:55,1315.0,65.75,0.9985817678376462,0.9986267910808955,0.9819358317605824,0.9837925445705025,0.9828633112939725,6.269695475919923,0.989514119601329,0.990344684385382,0.8908188585607938,0.902010050251256,0.8963795255929586,56.524229526519775,0.9784465290806754,0.9800825515947467,0.8243703199455412,0.8086811352253757,0.816450362379859,131.98033206867723
selective_harem-ft_wang2vec_64_0_5_2,selective,harem-ft,wang2vec,64,0,5,2,18,20,00:21:55,1315.0,65.75,0.9983864051815576,0.9984541084606531,0.98125,0.9799185888738128,0.9805838424982528,7.292554995906887,0.9822389120064955,0.9836597990459759,0.8636363636363634,0.8698795180722889,0.8667466986794216,135.45635223388672,0.9791069418386491,0.9807429643527205,0.846531184302733,0.806677796327212,0.8261241237817931,178.86577120367087
selective_harem-ft_word2vec_64_0_8_4,selective,harem-ft,word2vec,64,0,8,4,16,20,00:22:27,1347.0,67.35,0.9989675450015711,0.9990461013601473,0.9872628726287263,0.9867280606717227,0.9869953942020633,4.924905195165036,0.9844133660723817,0.9858012170385395,0.881773399014778,0.8774509803921566,0.8796068796068294,123.03796720504761,0.9785666041275798,0.9804127579737336,0.8319530710835059,0.805008347245409,0.8182589512981004,182.96770948733925
selective_harem-ft_none_64_0_6_3,selective,harem-ft,none,64,0,6,3,19,20,00:21:52,1312.0,65.6,0.997931151432932,0.9980328980837714,0.9758086436531667,0.9723726977248104,0.9740876407542576,8.254010284124915,0.9883233532934131,0.9892215568862276,0.8850855745721269,0.887254901960784,0.8861689106486645,92.37485861778259,0.9784015009380863,0.9802476547842401,0.8286206896551724,0.8023372287145242,0.8152671755724691,180.36070291051325
selective_harem-ft_fasttext_64_0_3_3,selective,harem-ft,fasttext,64,0,3,3,14,20,00:22:09,1329.0,66.45,0.9984124303327141,0.9985025052074537,0.9826228617974477,0.9799620904413756,0.981290672451143,6.9809551132259084,0.9824016563146998,0.9836438923395445,0.8388625592417059,0.8697788697788695,0.8540410132689485,118.87074947357178,0.9782063789868668,0.9798874296435272,0.8319744771357674,0.7836393989983306,0.8070839064648745,171.96511052689462
selective_harem-ft_none_64_0_0_5,selective,harem-ft,none,64,0,0,5,17,20,00:23:02,1382.0,69.1,0.9979624736912812,0.9980968160852627,0.9783842204809511,0.9765372168284789,0.9774598461330314,8.842190715804028,0.980767129275489,0.9827341274177686,0.8333333333333331,0.8418367346938773,0.8375634517765996,149.3148844242096,0.9791969981238274,0.9808930581613509,0.8353146853146853,0.7976627712854758,0.8160546541417092,174.14658150582943
selective_harem-ft_word2vec_64_0_1_1,selective,harem-ft,word2vec,64,0,1,1,17,20,00:22:29,1349.0,67.45,0.9986091165062816,0.9986769644815849,0.9843876177658143,0.9838579499596449,0.9841227125941374,6.659656530885554,0.9892451702848039,0.9903405696076478,0.8831168831168829,0.8877284595300259,0.8854166666666164,69.38274800777435,0.977545966228893,0.9791519699812383,0.8070294018249409,0.7973288814691152,0.8021498152502019,186.55617605965094
selective_harem-ft_word2vec_64_0_7_4,selective,harem-ft,word2vec,64,0,7,4,18,20,00:21:44,1304.0,65.2,0.9988631631079545,0.9989306979728285,0.9856911447084233,0.986223662884927,0.9859573318930097,4.7351309158908785,0.987749169435216,0.9890988372093024,0.8701923076923075,0.9095477386934671,0.8894348894348393,81.26638948917389,0.9769906191369606,0.9785365853658536,0.7862942513803183,0.808347245409015,0.7971682581494396,184.614847003289
selective_harem-ft_wang2vec_64_0_0_5,selective,harem-ft,wang2vec,64,0,0,5,17,20,00:22:14,1334.0,66.7,0.9984550624692132,0.9985782096636963,0.9824371791407728,0.9805825242718447,0.9815089755702023,6.815510091496937,0.9815320729974866,0.9831712381160529,0.8299999999999997,0.8469387755102038,0.8383838383837882,155.4100980758667,0.9778461538461538,0.9794971857410881,0.8208904109589041,0.8003338898163606,0.8104818258663913,184.65880008913436
selective_harem-ft_wang2vec_64_0_2_5,selective,harem-ft,wang2vec,64,0,2,5,12,20,00:21:57,1317.0,65.85,0.9986256559369392,0.9987278798755139,0.9823545629997242,0.981813171672637,0.9820837927232133,6.936305723083553,0.9831304514521231,0.984088948528707,0.8502024291497974,0.8917197452229297,0.8704663212434732,98.75165700912476,0.9777260787992496,0.9795722326454034,0.8227804542326221,0.798330550918197,0.8103711235383333,160.56403627935447
selective_harem-ft_wang2vec_64_0_1_3,selective,harem-ft,wang2vec,64,0,1,3,10,20,00:22:30,1350.0,67.5,0.998462112559791,0.9985412685309782,0.9800753904146473,0.9792843691148776,0.9796797200914585,6.82233569960096,0.9882493527185819,0.989344752041426,0.8792650918635168,0.8746736292428196,0.8769633507852902,70.08603262901306,0.9785065666041276,0.9803977485928705,0.8410920546027302,0.8023372287145242,0.8212576896786923,155.0273545103253
selective_harem-ft_word2vec_64_0_1_5,selective,harem-ft,word2vec,64,0,1,5,17,20,00:22:26,1346.0,67.3,0.9985978085103977,0.9986769644815849,0.9829913606911447,0.9795534032822169,0.9812693707047068,6.381900524915154,0.9901414060944035,0.9910376419040032,0.8981723237597908,0.8981723237597908,0.8981723237597409,67.45195591449738,0.9776660412757974,0.9793470919324578,0.8131347325660122,0.8020033388981636,0.8075306774247272,181.6259794775045
selective_harem-ft_wang2vec_64_0_5_3,selective,harem-ft,wang2vec,64,0,5,3,17,20,00:22:50,1370.0,68.5,0.9983864051815576,0.9984653923405024,0.9806802721088436,0.9780189959294436,0.9793478260869064,7.144542489478837,0.9846747183598904,0.9860956053993708,0.8690476190476188,0.8795180722891563,0.8742514970059378,131.58109045028687,0.9780112570356473,0.9797673545966229,0.8412584912406149,0.7856427378964942,0.8124999999999502,200.79566905183611
selective_harem-ft_none_64_0_0_4,selective,harem-ft,none,64,0,0,4,13,20,00:24:33,1473.0,73.65,0.9982423536787426,0.9983878912722225,0.9795093016985711,0.9797734627831716,0.9796413644330092,7.915276719563043,0.9801114632280625,0.982078461370342,0.8254364089775559,0.8443877551020406,0.8348045397225223,139.78319931030273,0.978671669793621,0.9804277673545966,0.8269430051813471,0.7993322203672788,0.8129032258064016,153.1174337998876
selective_harem-ft_wang2vec_64_0_4_2,selective,harem-ft,wang2vec,64,0,4,2,8,20,00:22:08,1328.0,66.4,0.9986422267481331,0.9986988006336275,0.9817835780315389,0.9804507195221287,0.9811166961010234,5.984922769354351,0.9861317483902923,0.9871223377909857,0.887530562347188,0.870503597122302,0.8789346246972863,76.62169694900513,0.9776060037523452,0.9793020637898686,0.8181203515889114,0.8080133555926544,0.8130354443137414,132.3354130151137
selective_harem-ft_none_64_0_1_1,selective,harem-ft,none,64,0,1,1,14,20,00:22:03,1323.0,66.15,0.9977384008232221,0.9978854047697127,0.9737766964044337,0.969061070755986,0.9714131607334993,8.943888543257072,0.9883489344752041,0.989344752041426,0.8845144356955378,0.8798955613577021,0.8821989528795309,75.04158985614777,0.9788517823639775,0.9805328330206379,0.8336252189141856,0.7946577629382304,0.8136752136751637,160.11667769809938
selective_harem-ft_wang2vec_64_0_7_2,selective,harem-ft,wang2vec,64,0,7,2,12,20,00:22:09,1329.0,66.45,0.9987843724322681,0.9989194421620161,0.9846485321842177,0.9875742841707186,0.9861092380309683,5.352796899738596,0.9871262458471761,0.988891196013289,0.8799019607843135,0.902010050251256,0.8908188585607438,75.91460037231445,0.978686679174484,0.9805028142589118,0.8212953543574093,0.8086811352253757,0.8149394347240416,149.57320072965803
selective_harem-ft_none_64_0_8_5,selective,harem-ft,none,64,0,8,5,11,20,00:22:23,1343.0,67.15,0.9976657539165956,0.9978228666337479,0.9734848484848485,0.9745395449620802,0.9740119112073133,9.845494327260488,0.9838795772392441,0.9849471549055194,0.8650602409638551,0.8799019607843135,0.8724179829890143,101.98486518859863,0.9779812382739212,0.9796322701688556,0.8130081300813008,0.8013355592654424,0.8071296451992103,146.54989325325445
selective_harem-ft_glove_64_0_2_2,selective,harem-ft,glove,64,0,2,2,14,20,00:21:58,1318.0,65.9,0.9984552827059813,0.9985234319983645,0.9815477829798953,0.9820887296775971,0.9818181818181319,6.598619414799249,0.9854308444359244,0.9864851912201668,0.8776371308016876,0.8832271762208066,0.8804232804232303,95.5150728225708,0.9771106941838649,0.9791219512195122,0.8503301540719003,0.7739565943238731,0.8103478412864386,183.8220748181613
selective_harem-ft_word2vec_64_0_3_2,selective,harem-ft,word2vec,64,0,3,2,17,20,00:22:08,1328.0,66.4,0.9984912458481112,0.9986150988008782,0.9818771977278875,0.9829406986190089,0.9824086603517769,6.740086065299475,0.982712215320911,0.9837474120082815,0.8282352941176468,0.8648648648648646,0.846153846153796,116.33487701416016,0.977170731707317,0.979031894934334,0.8136537791710206,0.779966611018364,0.7964541425161451,180.6326879105478
selective_harem-ft_word2vec_64_0_1_4,selective,harem-ft,word2vec,64,0,1,4,17,20,00:22:16,1336.0,66.8,0.9984847285515588,0.998563884522746,0.9824750606632515,0.9803605057842346,0.9814166442229504,6.39494387605297,0.9905397331208923,0.9915355506871141,0.8989637305699479,0.9060052219321146,0.9024707412223164,70.23350858688354,0.9769906191369606,0.9788667917448405,0.8179001721170396,0.7933222036727879,0.8054237288135094,194.14963999334373
selective_harem-ft_word2vec_64_0_5_0,selective,harem-ft,word2vec,64,0,5,0,17,20,00:21:59,1319.0,65.95,0.9987474893367335,0.9988377603755275,0.985302123026674,0.9823609226594301,0.9838293246364496,5.4966786254697775,0.9829493555262356,0.984370242565716,0.8477751756440278,0.8722891566265057,0.8598574821852228,134.1130781173706,0.977906191369606,0.9795121951219512,0.8170813718897109,0.8113522537562604,0.8142067347963984,187.96082500241837
selective_harem-ft_none_64_0_4_2,selective,harem-ft,none,64,0,4,2,14,20,00:21:39,1299.0,64.95,0.9980764878931885,0.9981896356641774,0.9765731408335603,0.9733912571273419,0.974979602937127,8.492410599295773,0.9857355126300149,0.9868251609707777,0.9076923076923075,0.8489208633093522,0.8773234200742993,101.79707634449005,0.9783864915572232,0.9800675422138837,0.8232654470141526,0.7963272120200334,0.809572301425612,163.08403565748682
selective_harem-ft_word2vec_64_0_0_1,selective,harem-ft,word2vec,64,0,0,1,12,20,00:22:24,1344.0,67.2,0.9987909184541669,0.9988916752496529,0.982489224137931,0.9835490830636462,0.9830188679244783,5.453190564219631,0.9815320729974866,0.9837176264889084,0.8201970443349751,0.8494897959183672,0.8345864661653634,140.38447427749634,0.9781613508442777,0.9799324577861164,0.8178705922629237,0.7976627712854758,0.8076402974982597,171.2115045223596
selective_harem-ft_none_64_0_8_1,selective,harem-ft,none,64,0,8,1,15,20,00:22:16,1336.0,66.8,0.9981258697311128,0.9982717601113256,0.9769897130481863,0.9775189599133262,0.9772542648252953,8.079011365548888,0.9840930927724992,0.9852674282054019,0.8743842364532017,0.8700980392156861,0.872235872235822,118.0567798614502,0.978656660412758,0.9803977485928705,0.8385398385398385,0.7976627712854758,0.8175906913072739,171.7535081539514
selective_harem-ft_none_64_0_2_0,selective,harem-ft,none,64,0,2,0,19,20,00:22:00,1320.0,66.0,0.9983303423366121,0.9984666409213784,0.979022909191278,0.9774042435932764,0.9782129067842854,8.208892747537414,0.9838972491133902,0.9847598964823158,0.8443113772455088,0.8980891719745221,0.8703703703703203,116.33052825927734,0.9789868667917448,0.9806078799249531,0.8296194720603359,0.8080133555926544,0.8186738836264724,177.0029980641491
selective_harem-ft_wang2vec_64_0_4_5,selective,harem-ft,wang2vec,64,0,4,5,8,20,00:22:07,1327.0,66.35,0.9983819868748586,0.9984951346458475,0.9818132464712269,0.982079826228618,0.9819465182570425,6.742066474992837,0.9861317483902923,0.9871223377909857,0.887530562347188,0.870503597122302,0.8789346246972863,76.58254933357239,0.977515947467167,0.9792120075046904,0.8168918918918919,0.8073455759599332,0.8120906801007057,132.33815858948907
selective_harem-ft_none_64_0_8_2,selective,harem-ft,none,64,0,8,2,15,20,00:22:14,1334.0,66.7,0.9981595367419311,0.9982829824482651,0.9796416938110749,0.9775189599133262,0.9785791757049392,8.433600719295331,0.9845201238390093,0.985694459271912,0.8743842364532017,0.8700980392156861,0.872235872235822,106.80663585662842,0.9784465290806754,0.9802326454033771,0.8286893704850361,0.8043405676126878,0.8163334462893435,167.30289811908074
selective_harem-ft_wang2vec_64_0_1_2,selective,harem-ft,wang2vec,64,0,1,2,18,20,00:22:23,1343.0,67.15,0.9983942645844877,0.9984847285515588,0.9792843691148776,0.9792843691148776,0.9792843691148276,6.485492306858746,0.9892451702848039,0.9904401513642701,0.8782383419689117,0.8851174934725846,0.8816644993497548,78.46717286109924,0.9786266416510319,0.9802176360225141,0.8234492160872529,0.806677796327212,0.8149772305615961,178.19740500540104
selective_harem-ft_none_64_0_3_0,selective,harem-ft,none,64,0,3,0,18,20,00:21:47,1307.0,65.35,0.9984462084107414,0.9985700613635085,0.9842004903296104,0.9783373950717574,0.9812601846821879,7.047938558592725,0.9824016563146998,0.9835403726708074,0.8188235294117645,0.8550368550368548,0.8365384615384114,114.97544527053833,0.9784315196998123,0.980187617260788,0.8320557491289199,0.7973288814691152,0.8143222506393362,171.96603857796148
selective_harem-ft_none_64_0_0_0,selective,harem-ft,none,64,0,0,0,19,20,00:22:15,1335.0,66.75,0.9982759392772379,0.9983431104742286,0.9795258620689655,0.9805825242718447,0.9800539083557451,8.291307600576486,0.9797836302043492,0.982078461370342,0.8241206030150752,0.8367346938775507,0.8303797468353928,152.33539128303528,0.9788968105065666,0.9806829268292683,0.8326403326403327,0.8023372287145242,0.817207957830251,176.19499721167222
selective_harem-ft_fasttext_64_0_6_2,selective,harem-ft,fasttext,64,0,6,2,18,20,00:21:42,1302.0,65.1,0.9984172743202758,0.9984738002374088,0.9831338411316648,0.9788732394366197,0.98099891422362,7.052072699390241,0.9879241516966067,0.9888223552894212,0.8850855745721269,0.887254901960784,0.8861689106486645,86.29307317733765,0.9793470919324578,0.9810131332082551,0.8352981969486823,0.8043405676126878,0.8195271304643147,178.05546238737287
selective_harem-ft_wang2vec_64_0_1_0,selective,harem-ft,wang2vec,64,0,1,0,18,20,00:22:28,1348.0,67.4,0.9986769644815849,0.9987561204527722,0.9838318512530315,0.9822437449556094,0.9830371567043119,6.497209819395151,0.989842660824537,0.9908384783907588,0.8923884514435693,0.8877284595300259,0.8900523560208922,80.29309916496277,0.9792120075046904,0.9809831144465291,0.8344803854094975,0.8096828046744574,0.821894594136537,176.35490291523485
selective_harem-ft_word2vec_64_0_9_5,selective,harem-ft,word2vec,64,0,9,5,9,20,00:21:50,1310.0,65.5,0.998628941792347,0.9987309213284534,0.9826980264936469,0.9826980264936469,0.9826980264935969,5.5251891604110375,0.981706124046175,0.9835648601056545,0.8373786407766988,0.8603491271820446,0.8487084870848207,114.00352263450623,0.9777711069418387,0.9795272045028143,0.8285813630041725,0.7956594323873122,0.8117867484244093,156.63275034922475
selective_harem-ft_fasttext_64_0_7_0,selective,harem-ft,fasttext,64,0,7,0,8,20,00:21:52,1312.0,65.6,0.9987280933782064,0.9988068840538928,0.9835313174946004,0.9840626688276607,0.9837969214150188,6.2610603651004055,0.989514119601329,0.990344684385382,0.8908188585607938,0.902010050251256,0.8963795255929586,55.903738379478455,0.9784615384615385,0.9800825515947467,0.8235294117647058,0.8086811352253757,0.8160377358490067,131.71062415500856
selective_harem-ft_glove_64_0_3_1,selective,harem-ft,glove,64,0,3,1,17,20,00:22:50,1370.0,68.5,0.9985250239261386,0.9986376175195631,0.9839847991313789,0.9815867858109938,0.9827843296732589,6.73295233320834,0.981055900621118,0.9820910973084886,0.8188073394495411,0.8771498771498769,0.8469750889679214,130.67095279693604,0.9777711069418387,0.9792420262664165,0.8064407916806441,0.8026711185308848,0.8045515394912487,179.26653055874806
selective_harem-ft_word2vec_64_0_2_3,selective,harem-ft,word2vec,64,0,2,3,19,20,00:21:57,1317.0,65.85,0.9987278798755139,0.9987846709524999,0.9848233995584988,0.9834665197023974,0.9841444919343221,5.586478328971721,0.9846640467746574,0.9859100929742164,0.8545081967213113,0.8853503184713374,0.8696558915536516,128.7756152153015,0.9777711069418387,0.9794821763602252,0.820699203876774,0.7916527545909849,0.8059143439836347,200.04567412610325
selective_harem-ft_glove_64_0_1_5,selective,harem-ft,glove,64,0,1,5,12,20,00:22:12,1332.0,66.6,0.9986769644815849,0.9987221964651205,0.9833019122003771,0.9822437449556094,0.9827725437415382,6.156485870702943,0.9882493527185819,0.989344752041426,0.8683544303797466,0.8955613577023496,0.8817480719793842,78.93903374671936,0.9777260787992496,0.9793320825515948,0.8015665796344648,0.820033388981636,0.8106948341309947,151.339346903675
selective_harem-ft_glove_64_0_9_4,selective,harem-ft,glove,64,0,9,4,17,20,00:21:55,1315.0,65.75,0.9986855970901839,0.9987535834475881,0.984577922077922,0.9837793998377939,0.9841784989857513,6.35077239328356,0.9819996086871454,0.9841518293875954,0.8341232227488149,0.877805486284289,0.8554070473875561,154.60798621177673,0.9781613508442777,0.9799474671669793,0.8224137931034483,0.7963272120200334,0.8091603053434615,181.0739703268375
selective_harem-ft_fasttext_64_0_6_1,selective,harem-ft,fasttext,64,0,6,1,14,20,00:21:50,1310.0,65.5,0.9982590017523034,0.9983494432197162,0.9810195227765727,0.9799566630552546,0.9804878048779988,7.6739529442431325,0.9885229540918163,0.9890219560878244,0.8768115942028983,0.8897058823529409,0.8832116788320666,91.23064470291138,0.9788818011257036,0.9804127579737336,0.8347251217814892,0.8010016694490818,0.8175157607769139,167.61446596541495
selective_harem-ft_wang2vec_64_0_2_1,selective,harem-ft,wang2vec,64,0,2,1,13,20,00:22:08,1328.0,66.4,0.9984779991367756,0.9986370141523364,0.9804461580831727,0.9809864976577569,0.9807162534434762,7.113261933646985,0.9845681970669989,0.9858142432665581,0.8551020408163263,0.889596602972399,0.8720083246617605,104.83569002151489,0.9785215759849906,0.9804727954971857,0.8281196287383981,0.8043405676126878,0.8160569105690557,169.48095350445442
selective_harem-ft_glove_64_0_7_0,selective,harem-ft,glove,64,0,7,0,15,20,00:21:52,1312.0,65.6,0.9986267910808955,0.9987168375673942,0.9829913606911447,0.9835224203133441,0.9832568187955212,5.880491815396209,0.987749169435216,0.9894102990033222,0.881188118811881,0.894472361809045,0.8877805486283787,83.1455637216568,0.9793170731707317,0.9810581613508442,0.8354561101549053,0.8103505843071787,0.8227118644067296,161.07409045381365
selective_harem-ft_none_64_0_1_5,selective,harem-ft,none,64,0,1,5,17,20,00:22:02,1322.0,66.1,0.9981794126626938,0.9983377246050682,0.9770827716365598,0.9749798224374495,0.9760301642875882,8.149014280803168,0.9881497709619598,0.9892451702848039,0.8874345549738217,0.8851174934725846,0.8862745098038713,90.03398096561432,0.9778911819887429,0.9798724202626642,0.829794762915782,0.7829716193656093,0.8057034873732536,187.16684348628206
selective_harem-ft_wang2vec_64_0_4_4,selective,harem-ft,wang2vec,64,0,4,4,16,20,00:22:14,1334.0,66.7,0.998755374519122,0.9987893188504187,0.9842434121162728,0.9837089329351072,0.9839760999456317,5.591588264970637,0.9855373947498762,0.986329866270431,0.8886198547215494,0.8800959232613906,0.88433734939754,90.7814826965332,0.9783864915572232,0.9799324577861164,0.8233898305084746,0.8110183639398998,0.8171572750209761,168.77419583302623
selective_harem-ft_word2vec_64_0_2_4,selective,harem-ft,word2vec,64,0,2,4,19,20,00:21:51,1311.0,65.55,0.9988301038140888,0.998898253106472,0.9843061674008811,0.9851198677321577,0.9847128494697202,5.5241356581004695,0.9850474456052909,0.9860059426818748,0.8636363636363634,0.8874734607218682,0.8753926701570179,122.92703104019165,0.9781913696060037,0.9799474671669793,0.8281522878099895,0.7916527545909849,0.809491293956932,205.41399297174416
selective_harem-ft_fasttext_64_0_3_0,selective,harem-ft,fasttext,64,0,3,0,14,20,00:22:17,1337.0,66.85,0.9984574677700839,0.9985813207228509,0.9810195227765727,0.9796913078797725,0.9803549654517858,6.775443482754835,0.9842650103519669,0.9855072463768116,0.8337236533957844,0.8746928746928745,0.8537170263788467,100.02427101135254,0.9787767354596623,0.9803677298311445,0.8290422245108136,0.8063439065108514,0.8175355450236467,167.41887373294472
selective_harem-ft_word2vec_64_0_5_1,selective,harem-ft,word2vec,64,0,5,1,15,20,00:21:54,1314.0,65.7,0.9986797860576381,0.9987700570964321,0.9821186670279057,0.9837177747625508,0.9829175704988654,5.878817533379171,0.9840657667715417,0.9852836699482391,0.8639618138424818,0.8722891566265057,0.8681055155874798,127.63979768753052,0.9770956848030019,0.9790919324577861,0.8394004282655246,0.7853088480801336,0.8114542004484581,195.9883668647622
selective_harem-ft_glove_64_0_2_5,selective,harem-ft,glove,64,0,2,5,7,20,00:21:57,1317.0,65.85,0.9982962676904205,0.9984325662751868,0.9814865985078751,0.9787820336180766,0.9801324503310759,7.807562212445843,0.9841847982363654,0.9854308444359244,0.8600823045267487,0.8874734607218682,0.8735632183907545,93.47596263885498,0.9777861163227017,0.979782363977486,0.8199101278949188,0.7919866444073456,0.8057065217390805,143.60668434287018
selective_harem-ft_word2vec_64_0_6_0,selective,harem-ft,word2vec,64,0,6,0,9,20,00:21:45,1305.0,65.25,0.9987338194562206,0.9988016505567803,0.9847784724109813,0.9813109425785482,0.9830416497082664,5.728692812706107,0.9871257485029941,0.9879241516966067,0.866983372921615,0.8946078431372546,0.8805790108564033,80.66228175163269,0.9781013133208255,0.979842401500938,0.8081918081918081,0.8103505843071787,0.8092697565854785,137.28910169061623
selective_harem-ft_glove_64_0_8_2,selective,harem-ft,glove,64,0,8,2,11,20,00:22:17,1337.0,66.85,0.9986420972303273,0.9987430982627823,0.982669916057406,0.9829360780065005,0.9828029790114599,6.559612397827319,0.9847336393722643,0.9859079748051671,0.8866995073891624,0.8823529411764703,0.8845208845208343,101.55842638015747,0.978296435272045,0.979842401500938,0.823549372242959,0.8103505843071787,0.8168966677885734,150.21611224480395
selective_harem-ft_wang2vec_64_0_5_1,selective,harem-ft,wang2vec,64,0,5,1,17,20,00:23:32,1412.0,70.6,0.9984766762203516,0.9986120827785425,0.9788445890968267,0.9793758480325645,0.9791101465002213,6.660052130471414,0.9836597990459759,0.9849791941540648,0.8468677494199534,0.8795180722891563,0.862884160756451,128.23094129562378,0.9791369606003753,0.9809831144465291,0.8413361169102297,0.8073455759599332,0.8239904583403829,183.80653877978054
selective_harem-ft_none_64_0_3_5,selective,harem-ft,none,64,0,3,5,18,20,00:21:35,1295.0,64.75,0.9981534650678376,0.9982998367392896,0.9772110689093869,0.975358786894124,0.9762840493291275,7.322437231220416,0.9818840579710145,0.9832298136645963,0.8207547169811319,0.8550368550368548,0.8375451263537405,116.89608335494995,0.9789418386491557,0.9806078799249531,0.8306256481161424,0.8023372287145242,0.8162364130434283,165.85026992941803
selective_harem-ft_none_64_0_6_1,selective,harem-ft,none,64,0,6,1,19,11,00:12:12,732.0,66.54545454545455,0.9973206715278955,0.9975241648295744,0.9680563075257174,0.9685807150595883,0.9683184402923951,12.424200438741428,0.9853293413173653,0.9863273453093813,0.8461538461538459,0.8897058823529409,0.8673835125447527,103.36996293067932,0.9768255159474671,0.9785816135084427,0.8122241086587436,0.7986644407345576,0.8053872053871554,194.66130580542222
selective_harem-ft_word2vec_64_0_9_1,selective,harem-ft,word2vec,64,0,9,1,9,20,00:23:11,1391.0,69.55,0.998866894043262,0.9989688735793684,0.9861975642760488,0.9851311165179778,0.9856640519339505,5.148057605793227,0.9813148111915476,0.9833692036783408,0.8341346153846152,0.8653366583541144,0.8494492044063146,113.36263692378998,0.9778161350844278,0.9795422138836773,0.8272632674297606,0.7963272120200334,0.8115005103776295,155.91132142408838
selective_harem-ft_word2vec_64_0_3_1,selective,harem-ft,word2vec,64,0,3,1,13,20,00:22:17,1337.0,66.85,0.9984011709733717,0.9985588020041659,0.9826181423139598,0.9796913078797725,0.9811525423728314,6.134772017820557,0.9822981366459628,0.9833333333333333,0.8095238095238093,0.8771498771498769,0.8419811320754216,124.06992149353027,0.9776660412757974,0.9791819887429644,0.8070116861435727,0.8070116861435727,0.8070116861435227,163.59550562444724
selective_harem-ft_fasttext_64_0_7_3,selective,harem-ft,fasttext,64,0,7,3,8,20,00:21:45,1305.0,65.25,0.9987843724322681,0.9988631631079545,0.9832929129614659,0.9856834143706105,0.9844867125319884,5.665673214108197,0.989514119601329,0.990344684385382,0.8908188585607938,0.902010050251256,0.8963795255929586,55.91138410568237,0.9785215759849906,0.9801275797373359,0.8244897959183674,0.8093489148580968,0.8168491996629659,131.74147321593085
selective_harem-ft_wang2vec_64_0_4_1,selective,harem-ft,wang2vec,64,0,4,1,8,20,00:22:09,1329.0,66.45,0.9983254129893641,0.9984611903145508,0.9817835780315389,0.9804507195221287,0.9811166961010234,6.5595506972341395,0.9861317483902923,0.9871223377909857,0.887530562347188,0.870503597122302,0.8789346246972863,76.56815242767334,0.9775609756097561,0.9792570356472795,0.8172297297297297,0.8076794657762938,0.8124265323257267,132.34979039318156
selective_harem-ft_word2vec_64_0_9_4,selective,harem-ft,word2vec,64,0,9,4,14,20,00:21:57,1317.0,65.85,0.9985496243753753,0.9986969281497513,0.9819065622468269,0.9829683698296837,0.9824371791407228,5.8087865968248735,0.982195265114459,0.9839561729602817,0.8345323741007192,0.8678304239401494,0.8508557457212214,140.42997884750366,0.9772157598499062,0.9787317073170732,0.8212309820193637,0.7929883138564274,0.8068625785628852,175.0528628511249
selective_harem-ft_wang2vec_64_0_3_2,selective,harem-ft,wang2vec,64,0,3,2,14,20,00:22:05,1325.0,66.25,0.9982660586612622,0.9983899116140291,0.9802114394144754,0.9791497427565665,0.979680303440752,8.111836756343273,0.9825051759834369,0.9840579710144928,0.8325471698113205,0.8673218673218671,0.849578820697904,120.67284488677979,0.9783864915572232,0.9801575984990619,0.8333333333333334,0.7963272120200334,0.8144101075635491,166.77516048359422
