Training_ID,Corpus,Fine_Tuning,Model,Representation,Embedding,Embedding_Type,Training_Number,Execution_Number,Best_Epoch,Training_Epochs,Training_Duration,Total_Duration(s),Average_Epoch_Duration(s),Training_Accuracy,Training_Accuracy_Top-3,Training_Precision,Training_Recall,Training_F1-Measure,Training_Loss,Best_Validation_Accuracy,Best_Validation_Accuracy_Top-3,Best_Validation_Precision,Best_Validation_Recall,Best_Validation_F1-Measure,Best_Validation_Loss,Test_Accuracy,Test_Accuracy_Top-3,Test_Precision,Test_Recall,Test_F1_Measure,Test_Loss
harem-ft_ELMo+CNN+Embeddings_glove_glove_1_0,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,1,0,9,10,0:10:18.479163,618.0,61.8,0.9947304739181075,0.9951714857575792,0.939113889643925,0.929513048157116,0.9342888047592794,46.622379162732294,0.9872535351523601,0.9885480979884486,0.8740157480314958,0.8694516971279371,0.8717277486910493,129.01077270507812,0.9774859287054409,0.9791669793621013,0.832398316970547,0.7926544240400668,0.8120403625790504,266.03165859646265
harem-ft_ELMo+CNN+Embeddings_glove_glove_1_1,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,1,1,9,10,0:08:57.049979,537.0,53.7,0.9945495459839653,0.9950018658193208,0.9381107491856677,0.9297820823244553,0.9339278475881139,46.81666820189532,0.9876518621788488,0.9889464250149372,0.8792650918635168,0.8746736292428196,0.8769633507852902,129.76745414733887,0.9773658536585366,0.979046904315197,0.8316521739130435,0.798330550918197,0.8146507666098309,263.8174482981364
harem-ft_ELMo+CNN+Embeddings_glove_glove_1_2,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,1,2,9,10,0:11:16.515969,676.0,67.6,0.994583469971617,0.9950584057987403,0.9367706919945726,0.9287059456550982,0.9327208862469103,47.06209452012006,0.9874526986656045,0.9887472615016929,0.8743455497382197,0.8720626631853783,0.8732026143790346,131.12396621704102,0.9773808630393996,0.97906191369606,0.8292852185981957,0.7979966611018364,0.8133401395269196,261.5495258613869
harem-ft_ELMo+CNN+Embeddings_glove_glove_1_3,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,1,3,9,10,0:13:44.095528,824.0,82.4,0.9949000938563658,0.9952619497246503,0.9410165805925523,0.9313962873284907,0.9361817198485168,48.682441487031824,0.9873531169089823,0.9885480979884486,0.8710526315789471,0.8642297650130546,0.8676277850589276,132.40150451660156,0.9773058161350844,0.9789568480300188,0.8355239786856128,0.7853088480801336,0.8096385542168176,271.93861035947447
harem-ft_ELMo+CNN+Embeddings_glove_glove_1_4,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,1,4,9,10,0:10:03.637048,603.0,60.3,0.9949340178440175,0.9952845657164181,0.9415602065778744,0.9319343556631692,0.9367225527311561,48.332671502057245,0.9871539533957379,0.9883489344752041,0.8687664041994748,0.8642297650130546,0.8664921465968085,132.28210639953613,0.977170731707317,0.9788367729831144,0.834044065387349,0.7836393989983306,0.8080564641073695,273.07619554025155
harem-ft_ELMo+CNN+Embeddings_glove_glove_2_0,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,2,0,7,10,0:10:53.627895,653.0,65.3,0.995263624179369,0.9956270870720793,0.9415692821368948,0.9324882887847892,0.9370067838847624,46.70653407713946,0.9835138502827566,0.9845681970669989,0.8394308943089429,0.8768577494692142,0.8577362409137609,172.8601589202881,0.977936210131332,0.9796022514071294,0.824301001035554,0.7973288814691152,0.8105906313645121,254.86104046856914
harem-ft_ELMo+CNN+Embeddings_glove_glove_2_1,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,2,1,8,10,0:11:04.220843,664.0,66.4,0.9948206537788783,0.9952749823947661,0.9351441241685144,0.9297327087351888,0.9324305651512559,46.908414784599756,0.9825553532061727,0.983609699990415,0.8346774193548385,0.878980891719745,0.8562564632884712,185.32717323303223,0.9780412757973733,0.9797373358348969,0.8216494845360824,0.798330550918197,0.8098221845892811,257.741552706118
harem-ft_ELMo+CNN+Embeddings_glove_glove_2_2,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,2,2,7,10,0:11:56.919028,716.0,71.6,0.9950251016560278,0.9954567138411213,0.9386622259228421,0.9319371727748691,0.935287610619419,47.0838368359734,0.9826512029138311,0.9838013994057319,0.8353658536585364,0.8726114649681527,0.8535825545170839,171.38846969604492,0.9782363977485928,0.9799324577861164,0.8243382605706429,0.8006677796327212,0.8123306233061831,251.13191632871275
harem-ft_ELMo+CNN+Embeddings_glove_glove_2_3,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,2,3,7,10,0:12:09.677120,729.0,72.9,0.9951614002407941,0.9955475795642988,0.9373092926490985,0.931110498759989,0.9341996129388497,46.15103895523969,0.9834180005750982,0.9843764976516821,0.8401639344262293,0.8704883227176219,0.8550573514076663,172.55611419677734,0.978671669793621,0.9803227016885554,0.8339688041594454,0.803338898163606,0.8183673469387255,254.21827076099538
harem-ft_ELMo+CNN+Embeddings_glove_glove_2_4,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,2,4,7,10,0:10:04.864640,604.0,60.4,0.9950478180868222,0.9954339974103269,0.937812326485286,0.9308349407550289,0.9343106071082339,46.63211811290068,0.9833221508674399,0.9842806479440238,0.8398357289527719,0.8683651804670911,0.8538622129435823,173.0759449005127,0.9788067542213884,0.9804427767354597,0.8335067637877211,0.8023372287145242,0.8176250425314233,254.34794715598778
harem-ft_ELMo+CNN+Embeddings_glove_glove_3_0,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,3,0,9,10,0:10:00.060040,600.0,60.0,0.9944603952035129,0.9949783257332657,0.9318986652138382,0.926347143243975,0.9291146116240674,50.02260757895077,0.9813664596273292,0.9826086956521739,0.7972350230414744,0.8501228501228499,0.8228299643281306,201.85966873168945,0.9767354596622889,0.9783864915572232,0.8140566359604231,0.7966611018363939,0.8052649341882727,269.2000844743517
harem-ft_ELMo+CNN+Embeddings_glove_glove_3_1,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,3,1,8,10,0:10:18.372198,618.0,61.8,0.9947869166244441,0.9952260316387997,0.9372784292337061,0.9306796642296236,0.9339673913042977,48.91780701805563,0.9804347826086957,0.9818840579710145,0.7945205479452053,0.8550368550368548,0.8236686390532044,187.46698760986328,0.9772157598499062,0.9788217636022514,0.8030707610146862,0.803338898163606,0.8032048072107663,254.24190789681893
harem-ft_ELMo+CNN+Embeddings_glove_glove_3_2,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,3,2,8,10,0:11:31.526252,691.0,69.1,0.9944716545628554,0.9949558070145809,0.9331878920098173,0.9266179258055781,0.9298913043477761,49.76562539268942,0.9806418219461698,0.9820910973084886,0.7981651376146787,0.8550368550368548,0.8256227758006616,186.27080917358398,0.9774559099437148,0.9790168855534709,0.8085177733065056,0.805008347245409,0.8067592437677266,254.60164529305916
harem-ft_ELMo+CNN+Embeddings_glove_glove_3_3,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,3,3,8,10,0:10:05.043626,605.0,60.5,0.9944266171254855,0.9949895850926083,0.9316448801742919,0.926347143243975,0.9289884589273092,49.703412392560175,0.981055900621118,0.9824016563146998,0.8009259259259257,0.8501228501228499,0.8247914183551346,187.18276977539062,0.9775009380863039,0.9790769230769231,0.8096353295416527,0.8080133555926544,0.8088235294117149,253.72422663370767
harem-ft_ELMo+CNN+Embeddings_glove_glove_3_4,Wikipedia,Sim,harem-ft,ELMo+CNN+Embeddings,glove,glove,3,4,9,10,0:06:01.328398,361.0,36.1,0.9959128525586894,0.9961155210268535,0.9533042053522666,0.9453019225561874,0.949286199863988,18.676482335845037,0.981159420289855,0.9814699792960663,0.8068965517241378,0.8624078624078622,0.8337292161519689,110.52672529220581,0.9789868667917448,0.9798724202626642,0.8372893016855865,0.8126878130217028,0.8248051507962902,146.09048537488255
