Training_ID,Model,Representation,Embedding,Corpus_Type,Embedding_Type,Domain_Specific,Dimension,Embedding_Dimension,Execution_Number,Best_Epoch,Training_Epochs,Training_Duration,Total_Duration(s),Average_Epoch_Duration(s),Training_Accuracy,Training_Accuracy_Top-3,Training_Precision,Training_Recall,Training_F1-Measure,Training_Loss,Best_Validation_Accuracy,Best_Validation_Accuracy_Top-3,Best_Validation_Precision,Best_Validation_Recall,Best_Validation_F1-Measure,Best_Validation_Loss,Test_Accuracy,Test_Accuracy_Top-3,Test_Precision,Test_Recall,Test_F1_Measure,Test_Loss
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_2,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,2,9,10,0:25:01.452349,1501.0,150.1,0.9960544605840612,0.996266912706458,0.9546958804062535,0.9542602942853884,0.9544780376496933,21.311925127462377,0.989765446058392,0.9901713490475776,0.9194630872483222,0.9266389177939646,0.9230370562321345,81.31563922337124,0.9895124400312395,0.9899866116255718,0.920523138832998,0.9154577288644322,0.9179834462001005,81.46852509634836
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_3,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,3,9,10,0:25:10.290477,1510.0,151.0,0.996200142039419,0.9963883139192561,0.9580139572131335,0.9551728071176001,0.956591272561065,20.764891374330578,0.9893450465338784,0.9898669218056885,0.9123259412068077,0.9203954214360042,0.9163429163428665,89.69778649466379,0.9888151288631039,0.9893032466807988,0.907,0.9074537268634317,0.9072268067016255,88.68829408373152
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_4,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,4,9,10,0:24:51.657874,1491.0,149.1,0.9961788968271793,0.9963518935554166,0.9566259559411027,0.9559712558457854,0.9562984938383801,20.385601219224053,0.989750949523064,0.9900843698356093,0.9147843942505134,0.927159209157128,0.9209302325580897,83.68735343388148,0.9896519022648667,0.9900842351891108,0.9178356713426854,0.9164582291145573,0.9171464330412518,86.1493671144758
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_5,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,5,9,10,0:25:07.260118,1507.0,150.7,0.996391348949576,0.996521855253334,0.9588228584464469,0.9588228584464469,0.9588228584463969,20.446502602173506,0.9896929633817517,0.9901133629062654,0.9128205128205128,0.9261186264308012,0.9194214876032558,81.81915493011475,0.9886896128528394,0.9891079995537209,0.9110999497739829,0.9074537268634317,0.9092731829573436,83.63055697849819
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_6,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,6,9,10,0:25:09.786850,1509.0,150.9,0.9960635656750211,0.9962578076154981,0.9567109482363719,0.9528915250370709,0.9547974169952069,21.18242905330073,0.9890261227566611,0.9893015569278942,0.9122807017543859,0.9198751300728408,0.916062176165753,86.51711638314383,0.9886059355126632,0.9890382684369072,0.9152798789712556,0.9079539769884942,0.9116022099447014,86.95297516414098
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_7,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,7,8,10,0:25:06.262155,1506.0,150.6,0.9963245782825371,0.9965036450714143,0.9584474885844749,0.9576822174061823,0.9580647001768201,20.841252454219422,0.9894610188165028,0.9897364529877359,0.9116445352400409,0.9287200832466181,0.9201030927834553,82.74400836399623,0.9886477741827513,0.9889685373200937,0.9048091224590976,0.9129564782391195,0.9088645418326193,80.93282168252128
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_9,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,9,9,10,0:25:12.777192,1512.0,151.2,0.9964823998591746,0.9966371864054921,0.9594024404150986,0.9596213071746321,0.9595118613138186,20.74871030468151,0.9894610188165028,0.989750949523064,0.9065515490096495,0.9287200832466181,0.9175019275250078,86.08126743861607,0.9890661608836328,0.9894148164677006,0.9116766467065869,0.9139569784892446,0.9128153884586061,85.48848059517996
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_0,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,0,8,10,0:25:03.345489,1503.0,150.3,0.9958025530675051,0.9960210752505417,0.951099404489235,0.9473023839397742,0.9491970969769202,23.152396945134264,0.9890551158273173,0.9893015569278942,0.9076142131979695,0.9302809573361083,0.9188078108940919,85.15512774331229,0.9890801071069955,0.989247461787348,0.908234126984127,0.9159579789894947,0.9120797011207471,80.3657209941319
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_1,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,1,9,10,0:24:54.400368,1494.0,149.4,0.9954717347626303,0.9957297123398263,0.9489854407887195,0.9442226531310597,0.9465980560319683,24.729649752926974,0.9895335014931431,0.9899249079470007,0.9123076923076923,0.9255983350676379,0.918904958677636,83.01368124825613,0.9881457101416936,0.9886338279593886,0.9088632949424136,0.9079539769884942,0.9084084084083583,84.7324668611799
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_2,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,2,9,10,0:24:51.158480,1491.0,149.1,0.9956932919759869,0.9959178842196633,0.9521739130434783,0.949241473708224,0.9507054321128192,24.445454793473694,0.9891710881099417,0.9895624945637993,0.9103024090210149,0.9240374609781478,0.9171185127807402,85.38699547903879,0.988856967533192,0.9893590315742496,0.9143576826196473,0.9079539769884942,0.9111445783132032,86.46716450282506
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_3,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,3,9,10,0:24:59.890899,1499.0,149.9,0.9957236422791864,0.9959664447047826,0.9511385742075752,0.9481008326679594,0.9496172740774091,23.39980964719152,0.9892725638572382,0.9896349772404396,0.9091836734693878,0.927159209157128,0.9180834621328713,88.06397083827427,0.9885919892893005,0.9890940533303582,0.9122807017543859,0.9104552276138069,0.9113670505758138,92.3200100490025
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_4,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,4,9,10,0:25:00.035955,1500.0,150.0,0.9954990500355099,0.9957418524611061,0.948688580918566,0.944792973651192,0.9467367699165119,24.771373154926884,0.9894755153518309,0.9899104114116726,0.907928388746803,0.9235171696149844,0.9156564353881368,83.49616696493966,0.989149838223809,0.9895682249246904,0.9140703517587939,0.9099549774887443,0.9120080220606168,81.95494270324707
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_5,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,5,7,10,0:24:55.935742,1495.0,149.5,0.9955840308844686,0.995808623128145,0.9480593607305936,0.9473023839397742,0.9476807211729973,23.819541751241392,0.9890551158273173,0.9892870603925662,0.9043037974683544,0.9292403746097815,0.9166025147548897,81.23518597739083,0.9886338279593886,0.9888151288631039,0.9015825914935707,0.9119559779889945,0.9067396170106439,85.12369679042271
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_6,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,6,9,10,0:24:52.650385,1492.0,149.2,0.9958571836132643,0.9960939159782206,0.9511803804721521,0.9467320634196419,0.9489510089749686,22.76921954330491,0.9894755153518309,0.9898089356643762,0.9072478459199189,0.931321540062435,0.9191270860076522,86.48787329537528,0.9880899252482428,0.988466473279036,0.9090457256461233,0.9149574787393697,0.9119920219396159,92.13900571550641
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_7,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,7,6,10,0:25:25.224934,1525.0,152.5,0.9956386614302277,0.995805588097825,0.9502629773610793,0.9479867685639329,0.9491235082509636,24.47418942773269,0.9883882752022267,0.9886637093734597,0.9061866125760649,0.9297606659729448,0.9178222907035967,82.20132985796248,0.9876715385473613,0.9880759790248801,0.9015415216310293,0.9069534767383692,0.9042394014962094,87.25520793369839
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_8,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,8,9,10,0:25:02.676209,1502.0,150.2,0.9955992060360683,0.9958662887042241,0.9503375672273715,0.9473023839397742,0.9488175482691149,23.90082960918637,0.989750949523064,0.9901278594415934,0.9139344262295082,0.9281997918834547,0.9210118740319583,85.11365135737827,0.9884804195023987,0.9889127524266429,0.913767019667171,0.9064532266133066,0.910095429432396,95.9953125
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s100_9,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,100,skip_100,9,9,10,0:25:09.247562,1509.0,150.9,0.9955172602174296,0.995811658158465,0.9498623221661312,0.9443367172350862,0.9470914602756464,23.777105237808694,0.9891855846452697,0.9896349772404396,0.9071902090770015,0.9255983350676379,0.9163018284830816,87.48435769762311,0.9885780430659378,0.9890103759901818,0.9107231920199501,0.9134567283641821,0.9120879120878621,93.91101534707205
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_8,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,8,6,10,0:25:02.856177,1502.0,150.2,0.995875393795184,0.9960878459175807,0.952195791399817,0.9496977301243299,0.9509451202101037,23.09544871043574,0.98925806732191,0.9894755153518309,0.9143589743589744,0.9276795005202914,0.9209710743801153,87.47794778006417,0.9884525270556733,0.9887732901930157,0.9091821374811841,0.9064532266133066,0.907815631262475,87.20298614501954
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_9,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,9,9,10,0:25:05.368711,1505.0,150.5,0.9957752377946256,0.9960271453111816,0.9512808783165599,0.9487852172921182,0.9500314088286862,23.530326332782675,0.9893740396045345,0.9896494737757676,0.9151234567901234,0.9255983350676379,0.9203310915674616,92.12058868408204,0.9887175052995649,0.9891219457770836,0.9198782961460447,0.9074537268634317,0.9136237723494842,87.26960103171213
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_0,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,0,9,10,0:25:04.207815,1504.0,150.4,0.9963640336766965,0.9965157851926941,0.9568098720292505,0.9551728071176001,0.9559906387350376,20.033683008942866,0.990258328259546,0.9905772520367632,0.9203310915675117,0.9255983350676379,0.9229571984435299,81.68792896270752,0.9900702889657481,0.9905305143367176,0.9212121212121213,0.912456228114057,0.9168132696656952,83.52516607557024
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_1,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,1,9,10,0:25:04.608978,1504.0,150.4,0.9959664447047826,0.9961788968271793,0.9557309540150996,0.9530055891410973,0.9543663258894927,21.47048966577448,0.9899394044823288,0.9901568525122496,0.9096938775510204,0.9276795005202914,0.9185986604842364,82.16879757472446,0.9894148164677006,0.9897774182751311,0.9154154154154154,0.9149574787393697,0.9151863897922944,78.5637612751552
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_2,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,2,9,10,0:25:13.254912,1513.0,151.3,0.9957175722185465,0.9959087791287035,0.953920220082531,0.949241473708224,0.9515750957634855,22.33053452836955,0.989504508422487,0.9900263836942971,0.9142710472279261,0.9266389177939646,0.9204134366924565,80.44673140389578,0.9895124400312395,0.9899587191788464,0.9161676646706587,0.9184592296148074,0.917312015987959,74.29702824183873
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_3,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,3,9,10,0:25:06.239935,1506.0,150.6,0.9960210752505417,0.9961940719787791,0.9546648395569259,0.9535759096612296,0.9541200639122988,21.36839736458714,0.9897799425937202,0.9899683975529848,0.9091836734693878,0.927159209157128,0.9180834621328713,83.44324081965856,0.9888290750864666,0.9891219457770836,0.9082751744765702,0.9114557278639319,0.9098626716603744,78.75782367161342
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_4,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,4,8,10,0:25:10.655349,1510.0,151.0,0.9960514255537413,0.9962517375548582,0.9546389396709324,0.9530055891410973,0.9538215651577787,21.396926426448704,0.9894030326751906,0.9896494737757676,0.9081163859111792,0.9255983350676379,0.9167740273124984,84.466111101423,0.9880480865781547,0.9884246346089479,0.9030662710187932,0.9134567283641821,0.9082317831384727,82.48666182926723
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_5,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,5,9,10,0:24:58.013932,1498.0,149.8,0.9960483905234213,0.9961880019181392,0.955012559945193,0.9540321660773354,0.9545221112695649,21.30577485693013,0.9901568525122496,0.9904322866834826,0.9161953727506427,0.927159209157128,0.9216446858028982,80.55167745862688,0.9897076871583175,0.9900702889657481,0.9166250624063904,0.9184592296148074,0.9175412293852574,75.47273469652448
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_6,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,6,9,10,0:25:02.932932,1502.0,150.2,0.9959846548867023,0.9961758617968594,0.9550857142857143,0.9532337173491502,0.9541588171490053,22.275011735459778,0.9901568525122496,0.9903887970774985,0.9193798449612403,0.9255983350676379,0.9224786103188507,79.60835519518172,0.9896240098181412,0.9900423965190226,0.9190548014077425,0.9144572286143071,0.9167502507522068,76.40042528424944
