Training_ID,Model,Representation,Embedding,Corpus_Type,Embedding_Type,Domain_Specific,Dimension,Embedding_Dimension,Execution_Number,Best_Epoch,Training_Epochs,Training_Duration,Total_Duration(s),Average_Epoch_Duration(s),Training_Accuracy,Training_Accuracy_Top-3,Training_Precision,Training_Recall,Training_F1-Measure,Training_Loss,Best_Validation_Accuracy,Best_Validation_Accuracy_Top-3,Best_Validation_Precision,Best_Validation_Recall,Best_Validation_F1-Measure,Best_Validation_Loss,Test_Accuracy,Test_Accuracy_Top-3,Test_Precision,Test_Recall,Test_F1_Measure,Test_Loss
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_7,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,7,9,10,0:25:08.370650,1508.0,150.8,0.9961576516149396,0.9962851228883777,0.9551897576588935,0.9531196532451237,0.9541535826433984,21.0454351755739,0.9895190049578151,0.9899249079470007,0.9169262720664589,0.918834547346514,0.9178794178793679,81.66187381744385,0.9886756666294767,0.9891219457770836,0.9175101214574899,0.9069534767383692,0.9122012578615852,80.69721666063582
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_8,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,8,9,10,0:25:01.767818,1501.0,150.1,0.9961637216755795,0.9963792088282962,0.9558453443148021,0.9531196532451237,0.9544805528584798,21.1516376009748,0.9901858455829057,0.9904177901481546,0.9177377892030848,0.9287200832466181,0.9231962761830378,82.81270550319127,0.989930826732121,0.9903073747629142,0.9209466263846928,0.9149574787393697,0.9179422835633126,82.783697782244
datalawyer-ft_ELMo+CNN+Embeddings_glove_s300_9,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,300,No_300,9,9,10,0:25:04.149176,1504.0,150.4,0.9960483905234213,0.9962517375548582,0.9551692589204026,0.9526633968290179,0.9539146821997102,21.63472214066909,0.9891710881099417,0.9898089356643762,0.91701244813278,0.9198751300728408,0.9184415584415084,82.84955885750907,0.9892335155639853,0.9896519022648667,0.9164569703069955,0.9109554777388694,0.9136979427997493,80.79053938729423
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s100_0,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,100,skip_100,0,9,10,0:25:04.709027,1504.0,150.4,0.9959178842196633,0.9961060560995004,0.9545350435180944,0.950724307060568,0.9526258643350548,23.790282770168563,0.9894030326751906,0.9897364529877359,0.9136690647482014,0.9250780437044746,0.9193381592553793,82.89945626940046,0.9892056231172598,0.989637956041504,0.9122367101303912,0.9099549774887443,0.9110944152265966,83.99050203050886
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s100_1,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,100,skip_100,1,9,10,0:24:49.748878,1489.0,148.9,0.9959634096744626,0.9961637216755795,0.9534777128451931,0.9491274096041976,0.9512975877443196,23.17335220933692,0.9901423559769215,0.9904902728247948,0.9155145929339478,0.9302809573361083,0.9228387096773694,84.81289893559047,0.9898053107218565,0.9901958049760125,0.9136295556665003,0.9154577288644322,0.9145427286356321,81.7026793888637
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_2,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,2,5,10,0:25:12.861347,1512.0,151.2,0.9960848108872608,0.9962183522213387,0.9544104204753199,0.9527774609330444,0.9535932416233304,21.87924103356578,0.9893160534632223,0.9896784668464237,0.9124423963133641,0.927159209157128,0.9197419354838211,80.2922886984689,0.9888709137565547,0.989149838223809,0.9089099054255849,0.9134567283641821,0.911177644710529,74.79710456303188
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_3,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,3,8,10,0:25:15.600404,1515.0,151.5,0.9958025530675051,0.9959785848260624,0.9530446703987204,0.9515227557887532,0.952283105022781,22.7510520431893,0.9893450465338784,0.9895190049578151,0.9090909090909091,0.931321540062435,0.9200719609354422,85.17306995391846,0.9892753542340734,0.9895263862546022,0.9037037037037037,0.9154577288644322,0.9095427435387174,83.94102377210345
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_4,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,4,9,10,0:25:02.917732,1502.0,150.2,0.9959755497957424,0.9961455114936598,0.954758368559351,0.9532337173491502,0.9539954337899043,22.087773573179188,0.9893885361398626,0.9898234321997043,0.9117496151872755,0.9245577523413111,0.9181090157581521,87.05645130702428,0.9896937409349548,0.990167912529287,0.922300706357215,0.9144572286143071,0.9183622205475512,85.25257789066859
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_5,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,5,9,10,0:25:03.063092,1503.0,150.3,0.9961060560995004,0.9962517375548582,0.9559949708538119,0.9540321660773354,0.955012559945143,21.749560897335684,0.9895335014931431,0.9898524252703604,0.9137755102040817,0.9318418314255983,0.9227202472951587,91.30906731741769,0.9891916768938971,0.9895821711480531,0.9142572283150548,0.9174587293646823,0.9158551810236704,89.52153216770716
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_6,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,6,9,10,0:25:07.844120,1507.0,150.7,0.9962122821606988,0.9963852788889361,0.9576416714367487,0.9541462301813619,0.9558907553421966,21.906514109278017,0.9894610188165028,0.9896639703110957,0.9131551901336074,0.9245577523413111,0.9188210961736832,87.17713004520961,0.9889266986500056,0.9893032466807988,0.9135,0.9139569784892446,0.9137284321079772,87.57496874673026
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_7,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,7,9,10,0:25:07.252949,1507.0,150.7,0.9961546165846197,0.9963002980399774,0.9574370709382151,0.9544884224934413,0.9559604729536256,21.41561827337815,0.9894755153518309,0.9897364529877359,0.9122626988199076,0.9250780437044746,0.9186256781192991,85.32681146349226,0.9889406448733683,0.9892753542340734,0.9123246492985972,0.9109554777388694,0.9116395494367461,90.47907172611781
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_8,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,8,9,10,0:25:08.853859,1508.0,150.8,0.9956690117334273,0.9958146931887849,0.9522774090180819,0.9491274096041976,0.9506998000570764,23.379940618035253,0.9890841088979734,0.9896349772404396,0.9156751163993792,0.9209157127991675,0.9182879377431408,85.82991572788784,0.98905221466027,0.9894706013611514,0.9154929577464789,0.9104552276138069,0.9129671432154004,80.12936235155378
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_9,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,9,9,10,0:25:02.331117,1502.0,150.2,0.9956659767031073,0.9958450434919844,0.9514652014652014,0.9481008326679594,0.9497800377077715,22.269027075153186,0.9891565915746137,0.9893450465338784,0.9187790998448008,0.9240374609781478,0.9214007782100667,87.53728139059884,0.9892893004574361,0.9896100635947785,0.9224181360201511,0.9159579789894947,0.9191767068272593,88.17768816266741
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_0,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,0,8,10,0:25:07.699964,1507.0,150.7,0.995805588097825,0.9959239542803032,0.9520210695064697,0.9483289608760124,0.9501714285713787,22.054060052508955,0.9899394044823288,0.9902293351888899,0.91359918200409,0.9297606659729448,0.921609076843684,86.87800246647426,0.9888848599799175,0.9893590315742496,0.911,0.9114557278639319,0.9112278069516879,90.62109135219029
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_1,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,1,9,10,0:24:57.541312,1497.0,149.7,0.9959087791287035,0.9961242662814201,0.954145225843339,0.9517508839968062,0.9529465509364506,23.454039667281638,0.9895479980284712,0.9898089356643762,0.9167950693374423,0.9287200832466181,0.9227190488497822,84.60233345031739,0.9892056231172598,0.9894845475845141,0.9121485943775101,0.9089544772386193,0.9105487346529193,83.7713499886649
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_2,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,2,8,10,0:25:00.261264,1500.0,150.0,0.9959573396138227,0.9961819318574993,0.9538584840851844,0.9502680506444622,0.9520598822923905,22.722389853073775,0.9893015569278942,0.9896494737757676,0.9095092024539877,0.9255983350676379,0.9174832387828278,89.96843103681292,0.9889824835434564,0.9893171929041615,0.9118678017025539,0.9109554777388694,0.9114114114113614,93.37803034101213
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_3,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,3,8,10,0:24:57.313978,1497.0,149.7,0.9954049640955913,0.995617416217988,0.9474948524365134,0.944792973651192,0.9461419841224014,23.821207122568705,0.9890986054333014,0.9893595430692065,0.9089058524173028,0.9292403746097815,0.9189606380241332,88.1591951915196,0.9880201941314292,0.9884246346089479,0.9066400399400899,0.9084542271135568,0.9075462268865068,93.97544195992606
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_4,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,4,9,10,0:24:59.336623,1499.0,149.9,0.995747922521746,0.9959239542803032,0.9501771226145583,0.9484430249800387,0.9493092818814433,22.54266661515265,0.9893015569278942,0.9896639703110957,0.9135802469135802,0.9240374609781478,0.9187790998447508,88.03127386910575,0.9886338279593886,0.9890661608836328,0.9135243841126194,0.9089544772386193,0.9112337011032601,89.46614477975028
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_5,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,5,5,10,0:25:06.289669,1506.0,150.6,0.9955263653083894,0.9956993620366268,0.9493598536808413,0.9473023839397742,0.948330002854646,24.05137609265333,0.9895479980284712,0.9897944391290482,0.9147406266050334,0.9266389177939646,0.9206513310932558,88.31193147386823,0.9890243222135445,0.9891358920004463,0.9133466135458167,0.9174587293646823,0.9153980534064886,85.02357008797782
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_6,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,6,9,10,0:24:55.973944,1495.0,149.5,0.995750957552066,0.9959573396138227,0.9510241446389747,0.9479867685639329,0.9495030275333671,23.347048177309563,0.9891710881099417,0.9894320257458468,0.90755873340143,0.9245577523413111,0.915979381443249,87.55937391008649,0.9885362043958495,0.9889406448733683,0.9087281795511222,0.9114557278639319,0.9100899100898601,85.14932201930455
datalawyer-ft_ELMo+CNN+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_1,datalawyer-ft,ELMo+CNN+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,1,9,10,0:25:04.979887,1504.0,150.4,0.9959664447047826,0.9961060560995004,0.9541347363605169,0.9515227557887532,0.9528269560250785,21.39466686921617,0.9903308109361862,0.9905482589661071,0.9207003089598352,0.9302809573361083,0.9254658385092668,84.49981313432966,0.9886756666294767,0.9890382684369072,0.9138708062093139,0.9129564782391195,0.9134134134133635,87.99786597660609
datalawyer-ft_ELMo+CNN+Embeddings_glove_s100_7,datalawyer-ft,ELMo+CNN+Embeddings,glove,Nilc,No,Não,100,No_100,7,9,10,0:25:04.302813,1504.0,150.4,0.9958602186435842,0.9960574956143812,0.9520375457875457,0.9486711531880917,0.9503513683368066,23.156803811254676,0.9898379287350323,0.9901423559769215,0.9131323454266734,0.9297606659729448,0.9213714874967275,80.01074273245675,0.9892614080107107,0.9896240098181412,0.9078685258964143,0.9119559779889945,0.9099076615921636,83.49374329703194
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s100_2,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,100,skip_100,2,9,10,0:24:57.734437,1497.0,149.7,0.9957600626430259,0.9959755497957424,0.9522227314390468,0.9479867685639329,0.9501000285795442,23.981886996813348,0.9892725638572382,0.9895479980284712,0.9106776180698152,0.922996878251821,0.916795865633025,82.77755083356585,0.9896797947115921,0.9900423965190226,0.9166666666666666,0.9134567283641821,0.9150588824855426,84.51899362291608
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec-lc_jur_skip_10B-jur2vec-nilc-brwac_s300_8,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,10B-jur2vec-nilc-brwac,skip,Sim,300,skip_300,8,8,10,0:25:16.311823,1516.0,151.6,0.99613337137238,0.9963427884644568,0.9553072625698324,0.9557431276377324,0.9555251453985132,21.0528500182497,0.9896494737757676,0.9898669218056885,0.9151670951156813,0.9261186264308012,0.9206102922161382,79.71123758043562,0.9892335155639853,0.9895403324779649,0.9125,0.9129564782391195,0.9127281820454614,79.14604481288364
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_0,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,0,9,10,0:25:07.310106,1507.0,150.7,0.9960332153718215,0.9961667567058995,0.9570446735395189,0.9530055891410973,0.9550208607189303,20.99721497553258,0.989997390623641,0.990287321330202,0.913422131147541,0.9276795005202914,0.9204956117707296,80.12570383889334,0.9888848599799175,0.989247461787348,0.9101347978032951,0.9119559779889945,0.9110444777610694,82.23700855800084
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_1,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,1,9,10,0:25:03.630900,1503.0,150.3,0.9963883139192561,0.9965157851926941,0.9584617140248773,0.9580244097182616,0.9582430119794139,20.003348985332654,0.9898814183410165,0.9901423559769215,0.9152542372881356,0.927159209157128,0.9211682605323874,86.69149545942034,0.989247461787348,0.9896240098181412,0.9170437405731523,0.912456228114057,0.9147442326980443,86.04672783442906
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_2,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,2,9,10,0:25:05.799269,1505.0,150.5,0.9963215432522171,0.9964732947682148,0.9602747567258156,0.9567697045739706,0.9585190263969333,20.053355781578578,0.9901713490475776,0.9903308109361862,0.914708886618999,0.9318418314255983,0.9231958762886098,82.1666883468628,0.9892056231172598,0.9895821711480531,0.911144578313253,0.9079539769884942,0.9095464795790029,80.93811261313301
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_3,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,3,9,10,0:25:06.904654,1506.0,150.6,0.9962365624032584,0.9963609986463765,0.9559310423564333,0.9550587430135736,0.9554946935980327,20.553263854395393,0.9897219564524079,0.989997390623641,0.9120654396728016,0.9281997918834547,0.9200618875708628,85.75412614004952,0.9885919892893005,0.9889685373200937,0.908137793310035,0.9099549774887443,0.9090454772613193,85.97997986929757
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_4,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,4,9,10,0:25:00.938740,1500.0,150.0,0.9961606866452596,0.9963336833734969,0.9579236222273039,0.9556290635337059,0.9567749671671971,20.03010248113995,0.9896639703110957,0.9899104114116726,0.910941475826972,0.931321540062435,0.9210187805505031,86.02317376817976,0.9889127524266429,0.9892753542340734,0.9058940069341258,0.9149574787393697,0.9104031856644599,82.05314562661307
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_5,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,5,6,10,0:25:21.693289,1521.0,152.1,0.9960453554931014,0.9962244222819786,0.9561042524005487,0.9540321660773354,0.9550670853553597,21.025214435132735,0.9895190049578151,0.989750949523064,0.9149922720247295,0.9240374609781478,0.9194926223142136,80.56270073481969,0.9891777306705344,0.9893869240209752,0.911,0.9114557278639319,0.9112278069516879,78.98800811767578
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_6,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,6,9,10,0:25:09.582898,1509.0,150.9,0.9961485465239798,0.9963094031309373,0.9591883526309756,0.9543743583894149,0.9567753001714767,20.923299668025386,0.9899394044823288,0.9902148386535617,0.9153412006157003,0.9281997918834547,0.921725652286181,80.47002707890101,0.9885083119491241,0.9889127524266429,0.9078226208271052,0.9114557278639319,0.9096355466799301,82.52888041904994
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_7,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,7,9,10,0:24:53.682419,1493.0,149.3,0.9962790528277378,0.9964095591314958,0.9602883955138476,0.9571118968860499,0.9586975149956656,20.190911491955717,0.989997390623641,0.990287321330202,0.9242819843342036,0.9209157127991675,0.9225957779514745,81.14946749550955,0.9891916768938971,0.9896100635947785,0.9227272727272727,0.9139569784892446,0.9183211862276455,85.2646641595023
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_8,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,8,9,10,0:25:12.541809,1512.0,151.2,0.9961121261601403,0.9962699477367779,0.9556520745228027,0.9536899737652561,0.954670015985335,20.664944079756005,0.9900698733002812,0.9901858455829057,0.9140225179119754,0.9292403746097815,0.9215686274509304,84.9210400717599,0.9896100635947785,0.9900005578489345,0.9122367101303912,0.9099549774887443,0.9110944152265966,78.46550780705043
datalawyer-ft_ELMo+CNN+Embeddings_wang2vec_skip_s300_9,datalawyer-ft,ELMo+CNN+Embeddings,wang2vec,Nilc,skip,Não,300,skip_300,9,9,10,0:25:05.353385,1505.0,150.5,0.9961212312511002,0.9962942279793375,0.957466270294992,0.9551728071176001,0.9563181636498101,20.81168005656611,0.9900263836942971,0.9903453074715143,0.9194630872483222,0.9266389177939646,0.9230370562321345,80.63850228445871,0.9893729777976124,0.9898192569452192,0.9199798691494716,0.9144572286143071,0.9172102358253389,84.53561834607805
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_0,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,0,9,10,0:21:20.680536,1280.0,128.0,0.9957691677339857,0.9959178842196633,0.9522774090180819,0.9491274096041976,0.9506998000570764,22.93939014592785,0.9897944391290482,0.9900843698356093,0.9127105666156202,0.9302809573361083,0.9214120072145855,77.98108975546701,0.9888709137565547,0.9893311391275242,0.9071960297766749,0.9144572286143071,0.9108121574488788,81.08458873203823
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_1,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,1,9,10,0:21:13.531165,1273.0,127.3,0.9958237982797448,0.996002865068622,0.9509714285714286,0.9491274096041976,0.9500485242906391,22.814272255985284,0.9898089356643762,0.9901133629062654,0.9170530654301906,0.9261186264308012,0.9215635516437501,82.1762132372175,0.9893590315742496,0.9897913644984938,0.9146586345381527,0.9114557278639319,0.91305437233771,82.53436900547572
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_2,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,2,8,10,0:21:09.169583,1269.0,126.9,0.9958693237345441,0.9960332153718215,0.9512362637362637,0.9478727044599065,0.9495515054561575,22.88775453099444,0.9891131019686294,0.9894465222811748,0.9089984748347738,0.9302809573361083,0.9195165852403718,78.41398988451276,0.9892614080107107,0.9894566551377887,0.9073339940535183,0.9159579789894947,0.9116255912371917,77.06581867762975
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_3,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,3,7,10,0:21:18.021182,1278.0,127.8,0.9958511135526243,0.9960180402202218,0.9529317453046267,0.9491274096041976,0.9510257729012587,23.213497824464106,0.9893015569278942,0.989504508422487,0.9008016032064128,0.9354838709677419,0.9178152118427269,76.47845208304268,0.9897076871583175,0.9898889880620328,0.9029268292682927,0.9259629814907454,0.914299827117757,75.3223358971732
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_4,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,4,9,10,0:21:21.501096,1281.0,128.1,0.995747922521746,0.9959300243409431,0.9510521500457456,0.9485570890840652,0.9498029809833318,22.89589273125116,0.9893305499985503,0.9897219564524079,0.9112697603263641,0.9297606659729448,0.9204223538500659,83.30735953194754,0.9893729777976124,0.9897634720517684,0.9107142857142857,0.9184592296148074,0.9145703611456536,82.11209779466901
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_5,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,5,8,10,0:21:23.120003,1283.0,128.3,0.995747922521746,0.9959451994925429,0.9496460379081982,0.9486711531880917,0.9491583452210627,23.30365222070846,0.9898959148763445,0.9901858455829057,0.9126659856996936,0.9297606659729448,0.9211340206185068,80.48586777278355,0.9895542787013277,0.9898471493919446,0.9137760158572844,0.9224612306153076,0.9180980831465769,81.41967018672398
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_6,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,6,9,10,0:21:18.168605,1278.0,127.8,0.9958814638558239,0.9960453554931014,0.951928579603983,0.9486711531880917,0.9502970749542462,22.681850920425603,0.9896059841697834,0.9899394044823288,0.9108606557377049,0.9250780437044746,0.9179143004645862,81.08297516959054,0.9888430213098293,0.9892195693406226,0.9083208769307424,0.9119559779889945,0.910134797803245,82.41504429408482
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_7,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,7,7,10,0:21:19.954577,1279.0,127.9,0.9957206072488665,0.9959300243409431,0.9516073675780803,0.9487852172921182,0.9501941969384924,23.26046283698521,0.989490011887159,0.9896929633817517,0.9042338709677419,0.9334027055150884,0.9185867895544815,73.06357419150216,0.9893032466807988,0.989442708914426,0.9071709233791748,0.9239619809904952,0.9154894671622796,73.9492317199707
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_8,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,8,8,10,0:21:18.660257,1278.0,127.8,0.9957115021579066,0.9959148491893434,0.9519120677810854,0.9483289608760124,0.9501171361635978,23.53229649081552,0.9891131019686294,0.9893740396045345,0.9027707808564231,0.9323621227887617,0.9173278730483247,79.47273129054479,0.9885640968425751,0.9888290750864666,0.8981390793339863,0.9174587293646823,0.9076961148230136,80.70971050262452
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s100_9,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,100,No_100,9,8,10,0:21:19.974915,1279.0,127.9,0.9957964830068652,0.9959543045835028,0.9515630367571282,0.9478727044599065,0.9497142857142358,23.091741664277997,0.9887941781914122,0.9889681366153489,0.8996487706974411,0.9328824141519251,0.9159642401021212,82.59048404693604,0.9888988062032802,0.9890940533303582,0.8998044965786901,0.92096048024012,0.9102595797280093,85.38948990958077
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_0,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,0,9,10,0:21:33.551201,1293.0,129.3,0.9959967950079821,0.9961273013117401,0.9540991093857045,0.9531196532451237,0.9536091298145007,20.713739529709144,0.9896639703110957,0.990011887158969,0.9146090534979424,0.9250780437044746,0.9198137609932248,84.52511593954904,0.9883827959388598,0.9887872364163784,0.9122367101303912,0.9099549774887443,0.9110944152265966,87.17627100263323
datalawyer-ft_ELMo+Embeddings_glove-lc_jur_10B-jur2vec-nilc-brwac_win-15_s300_1,datalawyer-ft,ELMo+Embeddings,glove,10B-jur2vec-nilc-brwac,No,Sim,300,No_300,1,5,10,0:21:14.770607,1274.0,127.4,0.9959603746441427,0.996069635735661,0.9535175879396985,0.9523212045169385,0.952919020715581,20.507737812089044,0.9892145777159259,0.9894755153518309,0.90927624872579,0.9281997918834547,0.9186405767249758,74.64653598240443,0.9901539663059243,0.9902376436461007,0.9087771203155819,0.9219609804902451,0.9153215793394087,69.19032908848354
datalawyer-ft_ELMo+Embeddings_glove_s100_8,datalawyer-ft,ELMo+Embeddings,glove,Nilc,No,Não,100,No_100,8,9,10,0:21:20.643167,1280.0,128.0,0.9958875339164638,0.9960817758569408,0.9531267863267406,0.9509524352686209,0.9520383693045064,22.89130160267368,0.9895479980284712,0.9899249079470007,0.9206431535269709,0.9235171696149844,0.922077922077872,82.40712520054409,0.9895542787013277,0.9899866116255718,0.9189733266230499,0.9134567283641821,0.9162067235323132,80.22155611855644
datalawyer-ft_ELMo+Embeddings_glove_s100_9,datalawyer-ft,ELMo+Embeddings,glove,Nilc,No,Não,100,No_100,9,9,10,0:21:14.838754,1274.0,127.4,0.9959087791287035,0.9961030210691805,0.9524298425735798,0.9523212045169385,0.9523755204471068,22.663302724346792,0.9899104114116726,0.9901568525122496,0.9273301737756714,0.9162330905306972,0.9217482334466918,83.34852635519844,0.9878667856744393,0.9881457101416936,0.9150025601638505,0.8939469734867433,0.9043522267205978,87.93420077732631
datalawyer-ft_ELMo+Embeddings_glove_s300_0,datalawyer-ft,ELMo+Embeddings,glove,Nilc,No,Não,300,No_300,0,9,10,0:21:24.546606,1284.0,128.4,0.9961030210691805,0.996266912706458,0.9566609491137793,0.9542602942853884,0.9554591137505211,21.218026233597037,0.9894465222811748,0.9897219564524079,0.9183040330920372,0.9240374609781478,0.9211618257260912,78.58234604426792,0.9895263862546022,0.9898471493919446,0.922883064516129,0.9159579789894947,0.91940748179759,77.43302901131766
