Training Round,Epochs,Scenario,Embedding,Tagging Scheme,Capitalisation Dim,Lower,Char LSTM Dim,Word LSTM Dim,Precision,Recall,F1 Score
3,5,selective,Glove,iobes,False,True,50,100,22.1,27.03,24.32
3,5,selective,Glove,iobes,False,True,50,200,69.92,57.26,62.96
3,5,selective,Glove,iobes,True,False,25,100,59.73,52.96,56.14
3,5,selective,Glove,iobes,True,False,25,200,62.26,51.06,56.11
3,5,selective,Glove,iobes,True,False,50,100,54.87,54.71,54.79
3,5,selective,Glove,iobes,True,False,50,200,51.71,42.27,46.52
3,5,selective,Glove,iobes,True,True,25,100,64.22,61.28,62.72
3,5,selective,Glove,iobes,True,True,25,200,63.36,63.86,63.61
3,5,selective,Glove,iobes,True,True,50,100,63.94,59.3,61.53
3,5,selective,Glove,iobes,True,True,50,200,63.67,61.71,62.67
4,5,selective,Glove,iob,False,False,25,100,57.34,55.18,56.24
4,5,selective,Glove,iob,False,False,25,200,58.2,52.06,54.96
4,5,selective,Glove,iob,False,False,50,100,58.12,53.39,55.65
4,5,selective,Glove,iob,False,False,50,200,55.83,50.27,52.91
4,5,selective,Glove,iob,False,True,25,100,66.92,57.44,61.82
4,5,selective,Glove,iob,False,True,25,200,63.0,63.0,63.0
4,5,selective,Glove,iob,False,True,50,100,66.78,61.99,64.3
4,5,selective,Glove,iob,False,True,50,200,66.61,61.31,63.85
4,5,selective,Glove,iob,True,False,25,100,54.53,55.04,54.78
4,5,selective,Glove,iob,True,False,25,200,54.67,50.95,52.75
4,5,selective,Glove,iob,True,False,50,100,60.26,48.87,53.97
4,5,selective,Glove,iob,True,False,50,200,66.61,46.22,54.57
4,5,selective,Glove,iob,True,True,25,100,7.52,3.69,4.95
4,5,selective,Glove,iob,True,True,25,200,67.09,55.4,60.68
4,5,selective,Glove,iob,True,True,50,100,66.95,58.41,62.39
4,5,selective,Glove,iob,True,True,50,200,65.96,61.71,63.76
4,5,selective,Glove,iobes,False,False,25,100,62.26,49.8,55.34
4,5,selective,Glove,iobes,False,False,25,200,60.44,48.98,54.11
4,5,selective,Glove,iobes,False,False,50,100,64.52,47.47,54.7
4,5,selective,Glove,iobes,False,False,50,200,59.9,54.11,56.86
4,5,selective,Glove,iobes,False,True,25,100,3.54,2.47,2.91
4,5,selective,Glove,iobes,False,True,25,200,65.14,60.77,62.88
4,5,selective,Glove,iobes,False,True,50,100,62.1,64.11,63.09
4,5,selective,Glove,iobes,False,True,50,200,66.79,60.34,63.4
4,5,selective,Glove,iobes,True,False,25,100,56.82,51.99,54.3
4,5,selective,Glove,iobes,True,False,25,200,56.4,50.7,53.4
4,5,selective,Glove,iobes,True,False,50,100,61.68,53.03,57.03
4,5,selective,Glove,iobes,True,False,50,200,57.56,54.86,56.18
4,5,selective,Glove,iobes,True,True,25,100,62.32,63.21,62.76
4,5,selective,Glove,iobes,True,True,25,200,64.95,61.85,63.36
4,5,selective,Glove,iobes,True,True,50,100,59.87,64.07,61.9
4,5,selective,Glove,iobes,True,True,50,200,70.08,58.95,64.03
5,5,selective,Glove,iob,False,False,25,100,55.82,54.71,55.26
5,5,selective,Glove,iob,False,False,25,200,63.44,46.72,53.81
5,5,selective,Glove,iob,False,False,50,100,61.5,51.02,55.77
5,5,selective,Glove,iob,False,False,50,200,59.43,52.21,55.58
5,5,selective,Glove,iob,False,True,25,100,65.18,59.81,62.38
5,5,selective,Glove,iob,False,True,25,200,61.01,59.63,60.31
5,5,selective,Glove,iob,False,True,50,100,66.02,60.81,63.31
5,5,selective,Glove,iob,False,True,50,200,66.16,62.46,64.26
5,5,selective,Glove,iob,True,False,25,100,58.16,48.3,52.77
5,5,selective,Glove,iob,True,False,25,200,62.81,43.24,51.22
5,5,selective,Glove,iob,True,False,50,100,58.46,52.67,55.41
5,5,selective,Glove,iob,True,False,50,200,59.31,51.85,55.33
5,5,selective,Glove,iob,True,True,25,100,64.3,59.99,62.07
5,5,selective,Glove,iob,True,True,25,200,65.3,58.16,61.52
5,5,selective,Glove,iob,True,True,50,100,64.72,60.7,62.65
5,5,selective,Glove,iob,True,True,50,200,66.16,60.85,63.39
5,5,selective,Glove,iobes,False,False,25,100,59.14,46.97,52.36
5,5,selective,Glove,iobes,False,False,25,200,59.31,53.24,56.11
5,5,selective,Glove,iobes,False,False,50,100,58.88,55.18,56.97
5,5,selective,Glove,iobes,False,False,50,200,61.23,50.16,55.14
5,5,selective,Glove,iobes,False,True,25,100,64.25,63.79,64.02
5,5,selective,Glove,iobes,False,True,25,200,60.35,63.68,61.97
5,5,selective,Glove,iobes,False,True,50,100,46.21,47.83,47.0
5,5,selective,Glove,iobes,False,True,50,200,65.78,60.92,63.25
5,5,selective,Glove,iobes,True,False,25,100,60.14,54.54,57.2
5,5,selective,Glove,iobes,True,False,25,200,14.08,15.17,14.6
5,5,selective,Glove,iobes,True,False,50,100,58.78,55.83,57.26
5,5,selective,Glove,iobes,True,False,50,200,2.59,3.87,3.1
5,5,selective,Glove,iobes,True,True,25,100,62.84,63.79,63.31
5,5,selective,Glove,iobes,True,True,25,200,65.6,59.02,62.14
5,5,selective,Glove,iobes,True,True,50,100,60.97,61.56,61.27
5,5,selective,Glove,iobes,True,True,50,200,61.34,61.78,61.56
6,5,selective,Glove,iob,False,False,25,100,58.58,57.3,57.93
6,5,selective,Glove,iob,False,False,25,200,56.58,51.31,53.82
6,5,selective,Glove,iob,False,False,50,100,66.43,47.47,55.37
6,5,selective,Glove,iob,False,False,50,200,55.24,52.71,53.94
6,5,selective,Glove,iob,False,True,25,100,63.16,60.13,61.61
6,5,selective,Glove,iob,False,True,25,200,67.41,56.01,61.18
6,5,selective,Glove,iob,False,True,50,100,60.04,60.6,60.31
6,5,selective,Glove,iob,False,True,50,200,66.43,59.52,62.78
6,5,selective,Glove,iob,True,False,25,100,56.52,56.9,56.71
6,5,selective,Glove,iob,True,False,25,200,59.86,46.9,52.59
6,5,selective,Glove,iob,True,False,50,100,58.35,49.59,53.62
6,5,selective,Glove,iob,True,False,50,200,57.85,53.53,55.61
6,5,selective,Glove,iob,True,True,25,100,62.07,64.36,63.19
6,5,selective,Glove,iob,True,True,25,200,60.49,64.22,62.3
6,5,selective,Glove,iob,True,True,50,100,64.72,61.89,63.27
6,5,selective,Glove,iob,True,True,50,200,63.85,62.5,63.16
6,5,selective,Glove,iobes,False,False,25,100,57.57,54.97,56.24
6,5,selective,Glove,iobes,False,False,25,200,63.64,49.52,55.7
6,5,selective,Glove,iobes,False,False,50,100,60.99,49.73,54.79
6,5,selective,Glove,iobes,False,False,50,200,65.16,48.62,55.69
6,5,selective,Glove,iobes,False,True,25,100,47.1,58.01,51.99
6,5,selective,Glove,iobes,False,True,25,200,66.32,58.87,62.37
6,5,selective,Glove,iobes,False,True,50,100,62.59,60.88,61.72
6,5,selective,Glove,iobes,False,True,50,200,64.98,61.53,63.2
6,5,selective,Glove,iobes,True,False,25,100,57.09,53.53,55.26
6,5,selective,Glove,iobes,True,False,25,200,62.65,49.01,55.0
6,5,selective,Glove,iobes,True,False,50,100,62.51,51.34,56.38
6,5,selective,Glove,iobes,True,False,50,200,58.45,53.93,56.1
6,5,selective,Glove,iobes,True,True,25,100,65.35,61.2,63.21
6,5,selective,Glove,iobes,True,True,25,200,0.55,5.84,1.01
6,5,selective,Glove,iobes,True,True,50,100,65.5,59.84,62.54
6,5,selective,Glove,iobes,True,True,50,200,64.46,63.61,64.03
7,5,selective,Glove,iob,False,False,25,100,55.5,55.15,55.32
7,5,selective,Glove,iob,False,False,25,200,36.76,4.48,7.99
7,5,selective,Glove,iob,False,False,50,100,58.27,51.31,54.57
7,5,selective,Glove,iob,False,False,50,200,58.28,54.14,56.13
7,5,selective,Glove,iob,False,True,25,100,64.75,62.82,63.77
7,5,selective,Glove,iob,False,True,25,200,66.65,61.13,63.77
7,5,selective,Glove,iob,False,True,50,100,67.5,60.63,63.88
7,5,selective,Glove,iob,False,True,50,200,66.34,56.62,61.09
7,5,selective,Glove,iob,True,False,25,100,61.54,48.66,54.35
7,5,selective,Glove,iob,True,False,25,200,53.67,57.98,55.74
7,5,selective,Glove,iob,True,False,50,100,59.24,49.41,53.88
7,5,selective,Glove,iob,True,False,50,200,59.47,48.73,53.57
7,5,selective,Glove,iob,True,True,25,100,62.91,63.18,63.04
7,5,selective,Glove,iob,True,True,25,200,66.27,57.69,61.68
7,5,selective,Glove,iob,True,True,50,100,64.38,58.77,61.44
7,5,selective,Glove,iob,True,True,50,200,63.42,57.51,60.32
7,5,selective,Glove,iobes,False,False,25,100,59.82,51.13,55.13
7,5,selective,Glove,iobes,False,False,25,200,62.17,50.56,55.76
7,5,selective,Glove,iobes,False,False,50,100,38.25,29.29,33.18
7,5,selective,Glove,iobes,False,False,50,200,62.3,47.11,53.65
7,5,selective,Glove,iobes,False,True,25,100,68.15,54.39,60.5
7,5,selective,Glove,iobes,False,True,25,200,64.29,60.99,62.59
7,5,selective,Glove,iobes,False,True,50,100,63.81,61.96,62.87
7,5,selective,Glove,iobes,False,True,50,200,60.21,62.17,61.17
7,5,selective,Glove,iobes,True,False,25,100,59.1,57.15,58.11
7,5,selective,Glove,iobes,True,False,25,200,15.66,26.68,19.73
7,5,selective,Glove,iobes,True,False,50,100,60.42,48.98,54.1
7,5,selective,Glove,iobes,True,False,50,200,62.95,44.17,51.92
7,5,selective,Glove,iobes,True,True,25,100,60.02,58.73,59.37
7,5,selective,Glove,iobes,True,True,25,200,62.06,60.99,61.52
7,5,selective,Glove,iobes,True,True,50,100,63.37,61.1,62.21
7,5,selective,Glove,iobes,True,True,50,200,64.29,61.06,62.63
8,5,selective,Glove,iob,False,False,25,100,59.2,53.89,56.42
8,5,selective,Glove,iob,False,False,25,200,59.34,49.87,54.2
8,5,selective,Glove,iob,False,False,50,100,52.71,52.64,52.67
8,5,selective,Glove,iob,False,False,50,200,62.33,46.32,53.15
8,5,selective,Glove,iob,False,True,25,100,70.76,56.65,62.92
8,5,selective,Glove,iob,False,True,25,200,65.92,57.15,61.23
8,5,selective,Glove,iob,False,True,50,100,62.53,62.46,62.49
8,5,selective,Glove,iob,False,True,50,200,67.68,56.47,61.57
8,5,selective,Glove,iob,True,False,25,100,59.26,50.02,54.25
8,5,selective,Glove,iob,True,False,25,200,55.13,55.9,55.51
8,5,selective,Glove,iob,True,False,50,100,58.07,53.82,55.86
8,5,selective,Glove,iob,True,False,50,200,58.07,50.7,54.13
8,5,selective,Glove,iob,True,True,25,100,68.38,57.76,62.62
8,5,selective,Glove,iob,True,True,25,200,70.45,55.65,62.18
8,5,selective,Glove,iob,True,True,50,100,65.06,62.1,63.55
8,5,selective,Glove,iob,True,True,50,200,64.95,63.39,64.16
8,5,selective,Glove,iobes,False,False,25,100,64.83,44.75,52.95
8,5,selective,Glove,iobes,False,False,25,200,56.14,1.15,2.25
8,5,selective,Glove,iobes,False,False,50,100,57.84,46.0,51.25
8,5,selective,Glove,iobes,False,False,50,200,65.71,46.58,54.51
8,5,selective,Glove,iobes,False,True,25,100,62.9,61.46,62.17
8,5,selective,Glove,iobes,False,True,25,200,64.77,62.89,63.82
8,5,selective,Glove,iobes,False,True,50,100,67.4,58.19,62.46
8,5,selective,Glove,iobes,False,True,50,200,65.56,61.17,63.29
8,5,selective,Glove,iobes,True,False,25,100,63.46,49.87,55.85
8,5,selective,Glove,iobes,True,False,25,200,61.31,51.99,56.27
8,5,selective,Glove,iobes,True,False,50,100,49.17,51.24,50.18
8,5,selective,Glove,iobes,True,False,50,200,62.36,49.19,55.0
8,5,selective,Glove,iobes,True,True,25,100,62.38,63.25,62.81
8,5,selective,Glove,iobes,True,True,25,200,64.71,58.84,61.63
8,5,selective,Glove,iobes,True,True,50,100,63.81,61.06,62.4
8,5,selective,Glove,iobes,True,True,50,200,71.89,54.0,61.67
9,5,selective,Glove,iob,False,False,25,100,60.01,53.75,56.71
9,5,selective,Glove,iob,False,False,25,200,58.5,47.62,52.5
9,5,selective,Glove,iob,False,False,50,100,62.01,48.98,54.73
9,5,selective,Glove,iob,False,False,50,200,60.18,50.13,54.69
9,5,selective,Glove,iob,False,True,25,100,68.47,58.55,63.12
9,5,selective,Glove,iob,False,True,25,200,64.18,61.42,62.77
9,5,selective,Glove,iob,False,True,50,100,62.7,63.18,62.94
9,5,selective,Glove,iob,False,True,50,200,2.69,0.93,1.39
9,5,selective,Glove,iob,True,False,25,100,60.39,54.5,57.29
9,5,selective,Glove,iob,True,False,25,200,58.54,48.4,52.99
9,5,selective,Glove,iob,True,False,50,100,59.51,52.64,55.86
9,5,selective,Glove,iob,True,False,50,200,57.4,53.96,55.63
9,5,selective,Glove,iob,True,True,25,100,64.38,62.46,63.4
9,5,selective,Glove,iob,True,True,25,200,61.21,61.46,61.33
9,5,selective,Glove,iob,True,True,50,100,62.75,61.42,62.08
9,5,selective,Glove,iob,True,True,50,200,66.6,56.76,61.29
9,5,selective,Glove,iobes,False,False,25,100,59.36,53.46,56.25
9,5,selective,Glove,iobes,False,False,25,200,57.84,51.45,54.46
9,5,selective,Glove,iobes,False,False,50,100,61.7,49.62,55.01
9,5,selective,Glove,iobes,False,False,50,200,59.61,53.07,56.15
9,5,selective,Glove,iobes,False,True,25,100,63.3,62.78,63.04
9,5,selective,Glove,iobes,False,True,25,200,63.22,58.3,60.66
9,5,selective,Glove,iobes,False,True,50,100,68.67,58.69,63.29
9,5,selective,Glove,iobes,False,True,50,200,61.59,65.94,63.69
9,5,selective,Glove,iobes,True,False,25,100,59.8,50.52,54.77
9,5,selective,Glove,iobes,True,False,25,200,62.6,51.38,56.44
9,5,selective,Glove,iobes,True,False,50,100,55.07,56.83,55.94
9,5,selective,Glove,iobes,True,False,50,200,51.41,57.55,54.31
9,5,selective,Glove,iobes,True,True,25,100,63.73,60.92,62.29
9,5,selective,Glove,iobes,True,True,25,200,65.74,61.63,63.62
9,5,selective,Glove,iobes,True,True,50,100,59.36,40.01,47.8
9,5,selective,Glove,iobes,True,True,50,200,52.02,59.91,55.69
0,5,selective,Word2Vec,iob,False,False,25,100,58.7,50.7,54.41
0,5,selective,Word2Vec,iob,False,False,25,200,54.51,54.14,54.33
0,5,selective,Word2Vec,iob,False,False,50,100,60.54,50.45,55.04
0,5,selective,Word2Vec,iob,False,False,50,200,62.1,49.87,55.32
0,5,selective,Word2Vec,iob,False,True,25,100,51.07,50.66,50.86
0,5,selective,Word2Vec,iob,False,True,25,200,52.43,46.36,49.21
0,5,selective,Word2Vec,iob,False,True,50,100,51.52,45.07,48.08
0,5,selective,Word2Vec,iob,False,True,50,200,49.78,48.69,49.23
0,5,selective,Word2Vec,iob,True,False,25,100,53.54,55.65,54.57
0,5,selective,Word2Vec,iob,True,False,25,200,59.82,45.86,51.92
0,5,selective,Word2Vec,iob,True,False,50,100,60.0,49.91,54.49
0,5,selective,Word2Vec,iob,True,False,50,200,5.98,18.25,9.01
0,5,selective,Word2Vec,iob,True,True,25,100,57.07,45.0,50.32
0,5,selective,Word2Vec,iob,True,True,25,200,47.99,41.2,44.34
0,5,selective,Word2Vec,iob,True,True,50,100,45.56,45.43,45.49
0,5,selective,Word2Vec,iob,True,True,50,200,51.8,48.37,50.03
0,5,selective,Word2Vec,iobes,False,False,25,100,60.67,49.34,54.42
0,5,selective,Word2Vec,iobes,False,False,25,200,58.13,50.88,54.26
0,5,selective,Word2Vec,iobes,False,False,50,100,57.52,52.92,55.13
0,5,selective,Word2Vec,iobes,False,False,50,200,59.53,48.26,53.31
0,5,selective,Word2Vec,iobes,False,True,25,100,44.95,41.16,42.97
0,5,selective,Word2Vec,iobes,False,True,25,200,48.83,44.21,46.41
0,5,selective,Word2Vec,iobes,False,True,50,100,52.6,50.45,51.5
0,5,selective,Word2Vec,iobes,False,True,50,200,52.2,48.87,50.48
0,5,selective,Word2Vec,iobes,True,False,25,100,64.21,45.93,53.55
0,5,selective,Word2Vec,iobes,True,False,25,200,57.01,52.49,54.66
0,5,selective,Word2Vec,iobes,True,False,50,100,62.36,49.01,54.89
0,5,selective,Word2Vec,iobes,True,False,50,200,58.54,52.74,55.49
0,5,selective,Word2Vec,iobes,True,True,25,100,57.18,44.71,50.18
0,5,selective,Word2Vec,iobes,True,True,25,200,48.75,43.24,45.83
0,5,selective,Word2Vec,iobes,True,True,50,100,51.53,49.52,50.5
0,5,selective,Word2Vec,iobes,True,True,50,200,47.49,51.27,49.31
1,5,selective,Word2Vec,iob,False,False,25,100,54.97,54.57,54.77
1,5,selective,Word2Vec,iob,False,False,25,200,51.66,54.0,52.81
1,5,selective,Word2Vec,iob,False,False,50,100,55.91,56.62,56.26
1,5,selective,Word2Vec,iob,False,False,50,200,59.94,50.05,54.55
1,5,selective,Word2Vec,iob,False,True,25,100,57.53,46.15,51.21
1,5,selective,Word2Vec,iob,False,True,25,200,48.45,46.5,47.46
1,5,selective,Word2Vec,iob,False,True,50,100,52.08,47.58,49.73
1,5,selective,Word2Vec,iob,False,True,50,200,43.89,48.91,46.26
1,5,selective,Word2Vec,iob,True,False,25,100,49.03,57.01,52.72
1,5,selective,Word2Vec,iob,True,False,25,200,57.49,49.84,53.39
1,5,selective,Word2Vec,iob,True,False,50,100,55.52,54.07,54.79
1,5,selective,Word2Vec,iob,True,False,50,200,57.39,53.6,55.43
1,5,selective,Word2Vec,iob,True,True,25,100,48.4,49.98,49.18
1,5,selective,Word2Vec,iob,True,True,25,200,52.9,45.5,48.92
1,5,selective,Word2Vec,iob,True,True,50,100,46.87,47.83,47.35
1,5,selective,Word2Vec,iob,True,True,50,200,50.92,43.78,47.08
1,5,selective,Word2Vec,iobes,False,False,25,100,55.87,56.15,56.01
1,5,selective,Word2Vec,iobes,False,False,25,200,58.48,47.47,52.4
1,5,selective,Word2Vec,iobes,False,False,50,100,60.82,51.49,55.77
1,5,selective,Word2Vec,iobes,False,False,50,200,58.66,51.95,55.11
1,5,selective,Word2Vec,iobes,False,True,25,100,52.93,50.2,51.53
1,5,selective,Word2Vec,iobes,False,True,25,200,52.41,47.65,49.92
1,5,selective,Word2Vec,iobes,False,True,50,100,57.03,44.35,49.9
1,5,selective,Word2Vec,iobes,False,True,50,200,52.81,46.18,49.27
1,5,selective,Word2Vec,iobes,True,False,25,100,60.1,51.85,55.67
1,5,selective,Word2Vec,iobes,True,False,25,200,59.31,51.49,55.12
1,5,selective,Word2Vec,iobes,True,False,50,100,60.15,48.98,53.99
1,5,selective,Word2Vec,iobes,True,False,50,200,56.4,49.44,52.69
1,5,selective,Word2Vec,iobes,True,True,25,100,50.3,48.8,49.54
1,5,selective,Word2Vec,iobes,True,True,25,200,55.52,43.24,48.62
1,5,selective,Word2Vec,iobes,True,True,50,100,55.23,43.96,48.95
1,5,selective,Word2Vec,iobes,True,True,50,200,52.64,48.23,50.34
2,5,selective,Word2Vec,iob,False,False,25,100,53.32,51.02,52.14
2,5,selective,Word2Vec,iob,False,False,25,200,59.59,47.33,52.76
2,5,selective,Word2Vec,iob,False,False,50,100,19.63,25.67,22.25
2,5,selective,Word2Vec,iob,False,False,50,200,61.29,47.51,53.52
2,5,selective,Word2Vec,iob,False,True,25,100,48.59,47.51,48.04
2,5,selective,Word2Vec,iob,False,True,25,200,53.04,42.6,47.25
2,5,selective,Word2Vec,iob,False,True,50,100,59.67,43.49,50.31
2,5,selective,Word2Vec,iob,False,True,50,200,51.99,52.85,52.42
2,5,selective,Word2Vec,iob,True,False,25,100,60.92,51.6,55.87
2,5,selective,Word2Vec,iob,True,False,25,200,56.32,53.85,55.06
2,5,selective,Word2Vec,iob,True,False,50,100,61.58,49.87,55.11
2,5,selective,Word2Vec,iob,True,False,50,200,60.3,49.66,54.46
2,5,selective,Word2Vec,iob,True,True,25,100,51.4,48.55,49.94
2,5,selective,Word2Vec,iob,True,True,25,200,53.1,46.4,49.52
2,5,selective,Word2Vec,iob,True,True,50,100,54.56,48.87,51.56
2,5,selective,Word2Vec,iob,True,True,50,200,55.6,49.16,52.18
2,5,selective,Word2Vec,iobes,False,False,25,100,63.05,46.93,53.81
2,5,selective,Word2Vec,iobes,False,False,25,200,60.69,50.09,54.88
2,5,selective,Word2Vec,iobes,False,False,50,100,57.19,55.22,56.18
2,5,selective,Word2Vec,iobes,False,False,50,200,55.85,55.25,55.55
2,5,selective,Word2Vec,iobes,False,True,25,100,56.8,38.47,45.87
2,5,selective,Word2Vec,iobes,False,True,25,200,47.4,51.34,49.29
2,5,selective,Word2Vec,iobes,False,True,50,100,43.24,48.4,45.68
2,5,selective,Word2Vec,iobes,False,True,50,200,61.4,38.33,47.2
2,5,selective,Word2Vec,iobes,True,False,25,100,54.64,55.29,54.96
2,5,selective,Word2Vec,iobes,True,False,25,200,57.48,54.82,56.12
2,5,selective,Word2Vec,iobes,True,False,50,100,54.3,51.63,52.93
2,5,selective,Word2Vec,iobes,True,False,50,200,41.28,19.61,26.59
2,5,selective,Word2Vec,iobes,True,True,25,100,57.55,42.63,48.98
2,5,selective,Word2Vec,iobes,True,True,25,200,45.76,42.52,44.08
2,5,selective,Word2Vec,iobes,True,True,50,100,54.46,48.12,51.09
2,5,selective,Word2Vec,iobes,True,True,50,200,54.6,43.64,48.51
3,5,selective,Word2Vec,iob,False,False,25,100,53.99,54.28,54.14
3,5,selective,Word2Vec,iob,False,False,25,200,52.34,52.03,52.18
3,5,selective,Word2Vec,iob,False,False,50,100,31.49,25.28,28.04
3,5,selective,Word2Vec,iob,False,False,50,200,55.42,52.6,53.97
3,5,selective,Word2Vec,iob,False,True,25,100,54.67,46.4,50.19
3,5,selective,Word2Vec,iob,False,True,25,200,49.56,42.56,45.79
3,5,selective,Word2Vec,iob,False,True,50,100,49.86,49.62,49.74
3,5,selective,Word2Vec,iob,False,True,50,200,53.11,48.01,50.43
3,5,selective,Word2Vec,iob,True,False,25,100,58.74,52.78,55.6
3,5,selective,Word2Vec,iob,True,False,25,200,63.26,48.66,55.01
3,5,selective,Word2Vec,iob,True,False,50,100,62.47,49.84,55.44
3,5,selective,Word2Vec,iob,True,False,50,200,59.61,53.14,56.19
3,5,selective,Word2Vec,iob,True,True,25,100,50.95,49.26,50.09
3,5,selective,Word2Vec,iob,True,True,25,200,52.87,43.64,47.81
3,5,selective,Word2Vec,iob,True,True,50,100,49.87,41.38,45.23
3,5,selective,Word2Vec,iob,True,True,50,200,52.3,47.33,49.69
3,5,selective,Word2Vec,iobes,False,False,25,100,56.96,53.68,55.27
3,5,selective,Word2Vec,iobes,False,False,25,200,61.11,49.98,54.99
3,5,selective,Word2Vec,iobes,False,False,50,100,59.54,52.38,55.73
3,5,selective,Word2Vec,iobes,False,False,50,200,59.04,52.46,55.55
3,5,selective,Word2Vec,iobes,False,True,25,100,51.28,45.21,48.06
3,5,selective,Word2Vec,iobes,False,True,25,200,48.73,40.66,44.33
3,5,selective,Word2Vec,iobes,False,True,50,100,47.45,46.65,47.04
3,5,selective,Word2Vec,iobes,False,True,50,200,49.31,48.51,48.91
3,5,selective,Word2Vec,iobes,True,False,25,100,60.12,49.52,54.31
3,5,selective,Word2Vec,iobes,True,False,25,200,64.6,48.94,55.69
3,5,selective,Word2Vec,iobes,True,False,50,100,61.76,50.56,55.6
3,5,selective,Word2Vec,iobes,True,False,50,200,0.19,0.18,0.19
3,5,selective,Word2Vec,iobes,True,True,25,100,45.41,49.3,47.28
3,5,selective,Word2Vec,iobes,True,True,25,200,49.27,48.37,48.81
3,5,selective,Word2Vec,iobes,True,True,50,100,54.27,45.32,49.39
3,5,selective,Word2Vec,iobes,True,True,50,200,48.54,46.5,47.5
4,5,selective,Word2Vec,iob,False,False,25,100,62.83,50.23,55.83
4,5,selective,Word2Vec,iob,False,False,25,200,60.06,48.8,53.85
4,5,selective,Word2Vec,iob,False,False,50,100,56.12,55.22,55.67
4,5,selective,Word2Vec,iob,False,False,50,200,52.49,58.59,55.37
4,5,selective,Word2Vec,iob,False,True,25,100,52.44,48.87,50.59
4,5,selective,Word2Vec,iob,False,True,25,200,12.84,22.59,16.37
4,5,selective,Word2Vec,iob,False,True,50,100,49.58,54.5,51.92
4,5,selective,Word2Vec,iob,False,True,50,200,52.11,50.95,51.52
4,5,selective,Word2Vec,iob,True,False,25,100,57.24,52.89,54.98
4,5,selective,Word2Vec,iob,True,False,25,200,63.42,44.39,52.23
4,5,selective,Word2Vec,iob,True,False,50,100,60.21,53.71,56.77
4,5,selective,Word2Vec,iob,True,False,50,200,10.11,13.77,11.66
4,5,selective,Word2Vec,iob,True,True,25,100,55.87,39.73,46.44
4,5,selective,Word2Vec,iob,True,True,25,200,48.0,46.58,47.28
4,5,selective,Word2Vec,iob,True,True,50,100,51.51,47.01,49.16
4,5,selective,Word2Vec,iob,True,True,50,200,37.88,40.01,38.92
4,5,selective,Word2Vec,iobes,False,False,25,100,50.83,55.83,53.21
4,5,selective,Word2Vec,iobes,False,False,25,200,52.35,54.36,53.33
4,5,selective,Word2Vec,iobes,False,False,50,100,57.62,53.42,55.44
4,5,selective,Word2Vec,iobes,False,False,50,200,57.86,53.71,55.71
4,5,selective,Word2Vec,iobes,False,True,25,100,48.22,47.69,47.95
4,5,selective,Word2Vec,iobes,False,True,25,200,52.24,48.87,50.5
4,5,selective,Word2Vec,iobes,False,True,50,100,53.16,46.4,49.55
4,5,selective,Word2Vec,iobes,False,True,50,200,54.59,44.75,49.18
4,5,selective,Word2Vec,iobes,True,False,25,100,55.88,51.77,53.75
4,5,selective,Word2Vec,iobes,True,False,25,200,65.87,43.46,52.37
4,5,selective,Word2Vec,iobes,True,False,50,100,55.09,51.24,53.09
4,5,selective,Word2Vec,iobes,True,False,50,200,57.79,47.9,52.38
4,5,selective,Word2Vec,iobes,True,True,25,100,46.98,48.8,47.87
4,5,selective,Word2Vec,iobes,True,True,25,200,48.48,46.22,47.32
4,5,selective,Word2Vec,iobes,True,True,50,100,49.95,50.38,50.16
4,5,selective,Word2Vec,iobes,True,True,50,200,58.87,42.95,49.67
5,5,selective,Word2Vec,iob,False,False,25,100,61.08,52.89,56.69
5,5,selective,Word2Vec,iob,False,False,25,200,55.1,55.79,55.44
5,5,selective,Word2Vec,iob,False,False,50,100,53.64,55.68,54.64
5,5,selective,Word2Vec,iob,False,False,50,200,58.55,51.06,54.55
5,5,selective,Word2Vec,iob,False,True,25,100,50.37,48.3,49.31
5,5,selective,Word2Vec,iob,False,True,25,200,53.2,50.3,51.71
5,5,selective,Word2Vec,iob,False,True,50,100,46.14,52.31,49.03
5,5,selective,Word2Vec,iob,False,True,50,200,51.54,46.25,48.75
5,5,selective,Word2Vec,iob,True,False,25,100,64.42,40.52,49.75
5,5,selective,Word2Vec,iob,True,False,25,200,55.89,50.88,53.27
5,5,selective,Word2Vec,iob,True,False,50,100,61.41,51.52,56.03
5,5,selective,Word2Vec,iob,True,False,50,200,58.3,49.73,53.68
5,5,selective,Word2Vec,iob,True,True,25,100,46.38,48.87,47.59
5,5,selective,Word2Vec,iob,True,True,25,200,55.21,46.0,50.19
5,5,selective,Word2Vec,iob,True,True,50,100,49.38,49.95,49.66
5,5,selective,Word2Vec,iob,True,True,50,200,49.91,47.87,48.87
5,5,selective,Word2Vec,iobes,False,False,25,100,60.18,49.05,54.05
5,5,selective,Word2Vec,iobes,False,False,25,200,58.01,48.69,52.94
5,5,selective,Word2Vec,iobes,False,False,50,100,58.76,53.28,55.89
5,5,selective,Word2Vec,iobes,False,False,50,200,64.11,45.86,53.47
5,5,selective,Word2Vec,iobes,False,True,25,100,49.83,46.07,47.88
5,5,selective,Word2Vec,iobes,False,True,25,200,50.55,45.79,48.05
5,5,selective,Word2Vec,iobes,False,True,50,100,56.06,43.92,49.26
5,5,selective,Word2Vec,iobes,False,True,50,200,49.33,50.3,49.81
5,5,selective,Word2Vec,iobes,True,False,25,100,54.96,52.6,53.76
