Training Round,Epochs,Scenario,Embedding,Tagging Scheme,Capitalisation Dim,Lower,Char LSTM Dim,Word LSTM Dim,Precision,Recall,F1 Score
1,5,selective,FastText,iob,False,False,50,200,17.8,27.64,21.65
1,5,selective,FastText,iob,False,True,25,100,65.59,68.02,66.78
1,5,selective,FastText,iob,False,True,25,200,64.76,62.93,63.83
1,5,selective,FastText,iob,False,True,50,100,0.0,0.0,0.0
1,5,selective,FastText,iob,False,True,50,200,70.51,58.73,64.08
1,5,selective,FastText,iob,True,False,25,100,58.89,51.06,54.7
1,5,selective,FastText,iob,True,False,25,200,58.95,56.08,57.48
1,5,selective,FastText,iob,True,False,50,100,55.75,55.97,55.86
1,5,selective,FastText,iob,True,False,50,200,60.51,50.99,55.34
1,5,selective,FastText,iob,True,True,25,100,67.07,65.36,66.21
1,5,selective,FastText,iob,True,True,25,200,70.44,60.67,65.19
1,5,selective,FastText,iob,True,True,50,100,70.01,60.77,65.07
1,5,selective,FastText,iob,True,True,50,200,64.83,62.32,63.55
1,5,selective,FastText,iobes,False,False,25,100,56.55,50.63,53.42
1,5,selective,FastText,iobes,False,False,25,200,61.49,54.11,57.56
1,5,selective,FastText,iobes,False,False,50,100,0.88,6.63,1.56
1,5,selective,FastText,iobes,False,False,50,200,60.74,50.81,55.33
1,5,selective,FastText,iobes,False,True,25,100,67.29,65.58,66.42
1,5,selective,FastText,iobes,False,True,25,200,65.66,60.81,63.14
1,5,selective,FastText,iobes,False,True,50,100,66.99,64.54,65.74
1,5,selective,FastText,iobes,False,True,50,200,68.99,63.18,65.96
1,5,selective,FastText,iobes,True,False,25,100,60.31,55.15,57.61
1,5,selective,FastText,iobes,True,False,25,200,64.33,48.69,55.43
1,5,selective,FastText,iobes,True,False,50,100,58.57,49.26,53.52
1,5,selective,FastText,iobes,True,False,50,200,68.6,45.43,54.66
1,5,selective,FastText,iobes,True,True,25,100,65.16,64.72,64.94
1,5,selective,FastText,iobes,True,True,25,200,68.7,64.29,66.42
1,5,selective,FastText,iobes,True,True,50,100,70.33,58.73,64.01
1,5,selective,FastText,iobes,True,True,50,200,68.6,61.1,64.63
2,5,selective,FastText,iob,False,False,25,100,63.22,51.77,56.93
2,5,selective,FastText,iob,False,False,25,200,59.14,51.85,55.25
2,5,selective,FastText,iob,False,False,50,100,63.67,48.83,55.28
2,5,selective,FastText,iob,False,False,50,200,62.07,51.81,56.48
2,5,selective,FastText,iob,False,True,25,100,68.06,60.88,64.27
2,5,selective,FastText,iob,False,True,25,200,64.95,62.24,63.57
2,5,selective,FastText,iob,False,True,50,100,66.39,63.46,64.89
2,5,selective,FastText,iob,False,True,50,200,68.45,61.53,64.8
2,5,selective,FastText,iob,True,False,25,100,61.24,50.48,55.35
2,5,selective,FastText,iob,True,False,25,200,61.59,52.49,56.68
2,5,selective,FastText,iob,True,False,50,100,64.08,52.71,57.84
2,5,selective,FastText,iob,True,False,50,200,59.79,53.21,56.31
2,5,selective,FastText,iob,True,True,25,100,71.36,60.67,65.58
2,5,selective,FastText,iob,True,True,25,200,66.23,65.18,65.7
2,5,selective,FastText,iob,True,True,50,100,67.3,66.26,66.78
2,5,selective,FastText,iob,True,True,50,200,65.69,63.21,64.43
2,5,selective,FastText,iobes,False,False,25,100,64.46,49.16,55.78
2,5,selective,FastText,iobes,False,False,25,200,66.12,50.38,57.18
2,5,selective,FastText,iobes,False,False,50,100,63.18,51.38,56.67
2,5,selective,FastText,iobes,False,False,50,200,67.36,47.36,55.62
2,5,selective,FastText,iobes,False,True,25,100,64.78,65.76,65.27
2,5,selective,FastText,iobes,False,True,25,200,66.86,64.54,65.68
2,5,selective,FastText,iobes,False,True,50,100,65.35,67.55,66.43
2,5,selective,FastText,iobes,False,True,50,200,67.68,63.61,65.58
2,5,selective,FastText,iobes,True,False,25,100,56.6,55.36,55.97
2,5,selective,FastText,iobes,True,False,25,200,66.12,51.02,57.6
2,5,selective,FastText,iobes,True,False,50,100,62.58,53.5,57.68
2,5,selective,FastText,iobes,True,False,50,200,54.6,54.93,54.76
2,5,selective,FastText,iobes,True,True,25,100,64.18,65.9,65.03
2,5,selective,FastText,iobes,True,True,25,200,69.67,59.88,64.4
2,5,selective,FastText,iobes,True,True,50,100,66.68,65.79,66.23
2,5,selective,FastText,iobes,True,True,50,200,69.13,63.03,65.94
3,5,selective,FastText,iob,False,False,25,100,59.05,56.76,57.88
3,5,selective,FastText,iob,False,False,25,200,64.73,46.65,54.22
3,5,selective,FastText,iob,False,False,50,100,55.8,57.4,56.59
3,5,selective,FastText,iob,False,False,50,200,60.07,52.49,56.03
3,5,selective,FastText,iob,False,True,25,100,65.48,64.22,64.84
3,5,selective,FastText,iob,False,True,25,200,69.79,61.89,65.6
3,5,selective,FastText,iob,False,True,50,100,66.75,64.0,65.35
3,5,selective,FastText,iob,False,True,50,200,68.42,62.14,65.13
3,5,selective,FastText,iob,True,False,25,100,59.05,56.51,57.75
3,5,selective,FastText,iob,True,False,25,200,54.02,56.11,55.05
3,5,selective,FastText,iob,True,False,50,100,57.36,55.75,56.55
3,5,selective,FastText,iob,True,False,50,200,56.4,57.48,56.93
3,5,selective,FastText,iob,True,True,25,100,68.51,63.89,66.12
3,5,selective,FastText,iob,True,True,25,200,66.86,61.63,64.14
3,5,selective,FastText,iob,True,True,50,100,67.58,66.15,66.86
3,5,selective,FastText,iob,True,True,50,200,66.31,63.86,65.06
3,5,selective,FastText,iobes,False,False,25,100,60.65,55.75,58.1
3,5,selective,FastText,iobes,False,False,25,200,66.38,46.72,54.84
3,5,selective,FastText,iobes,False,False,50,100,61.97,52.17,56.65
3,5,selective,FastText,iobes,False,False,50,200,60.66,53.57,56.89
3,5,selective,FastText,iobes,False,True,25,100,68.48,63.71,66.01
3,5,selective,FastText,iobes,False,True,25,200,69.53,58.34,63.44
3,5,selective,FastText,iobes,False,True,50,100,62.84,65.54,64.16
3,5,selective,FastText,iobes,False,True,50,200,68.79,60.7,64.5
3,5,selective,FastText,iobes,True,False,25,100,57.8,53.96,55.81
3,5,selective,FastText,iobes,True,False,25,200,63.93,51.74,57.19
3,5,selective,FastText,iobes,True,False,50,100,63.28,56.72,59.82
3,5,selective,FastText,iobes,True,False,50,200,47.94,29.69,36.67
3,5,selective,FastText,iobes,True,True,25,100,69.4,63.68,66.42
3,5,selective,FastText,iobes,True,True,25,200,66.56,62.46,64.45
3,5,selective,FastText,iobes,True,True,50,100,68.71,61.35,64.82
3,5,selective,FastText,iobes,True,True,50,200,66.06,66.15,66.11
4,5,selective,FastText,iob,False,False,25,100,58.87,55.11,56.93
4,5,selective,FastText,iob,False,False,25,200,59.54,54.18,56.73
4,5,selective,FastText,iob,False,False,50,100,57.93,55.29,56.58
4,5,selective,FastText,iob,False,False,50,200,62.26,52.06,56.71
4,5,selective,FastText,iob,False,True,25,100,62.95,68.66,65.68
4,5,selective,FastText,iob,False,True,25,200,68.91,61.74,65.13
4,5,selective,FastText,iob,False,True,50,100,68.59,61.53,64.86
4,5,selective,FastText,iob,False,True,50,200,65.83,63.68,64.73
4,5,selective,FastText,iob,True,False,25,100,54.3,55.97,55.12
4,5,selective,FastText,iob,True,False,25,200,59.49,50.59,54.68
4,5,selective,FastText,iob,True,False,50,100,61.02,53.39,56.95
4,5,selective,FastText,iob,True,False,50,200,61.97,51.88,56.48
4,5,selective,FastText,iob,True,True,25,100,64.57,65.01,64.78
4,5,selective,FastText,iob,True,True,25,200,66.42,63.97,65.17
4,5,selective,FastText,iob,True,True,50,100,68.92,64.72,66.75
4,5,selective,FastText,iob,True,True,50,200,64.34,44.25,52.43
4,5,selective,FastText,iobes,False,False,25,100,60.81,50.23,55.02
4,5,selective,FastText,iobes,False,False,25,200,58.78,53.39,55.96
4,5,selective,FastText,iobes,False,False,50,100,65.33,51.27,57.45
4,5,selective,FastText,iobes,False,False,50,200,58.87,50.7,54.48
4,5,selective,FastText,iobes,False,True,25,100,66.51,65.72,66.11
4,5,selective,FastText,iobes,False,True,25,200,66.47,63.68,65.04
4,5,selective,FastText,iobes,False,True,50,100,67.61,61.89,64.62
4,5,selective,FastText,iobes,False,True,50,200,68.23,63.07,65.55
4,5,selective,FastText,iobes,True,False,25,100,62.2,52.64,57.02
4,5,selective,FastText,iobes,True,False,25,200,62.08,51.77,56.46
4,5,selective,FastText,iobes,True,False,50,100,60.37,55.11,57.62
4,5,selective,FastText,iobes,True,False,50,200,58.3,55.25,56.74
4,5,selective,FastText,iobes,True,True,25,100,51.82,38.37,44.09
4,5,selective,FastText,iobes,True,True,25,200,68.08,61.1,64.4
4,5,selective,FastText,iobes,True,True,50,100,66.0,65.83,65.91
4,5,selective,FastText,iobes,True,True,50,200,66.94,64.32,65.61
5,5,selective,FastText,iob,False,False,25,100,59.32,48.73,53.5
5,5,selective,FastText,iob,False,False,25,200,60.04,50.81,55.04
5,5,selective,FastText,iob,False,False,50,100,62.74,49.7,55.46
5,5,selective,FastText,iob,False,False,50,200,61.19,53.32,56.98
5,5,selective,FastText,iob,False,True,25,100,66.98,65.76,66.37
5,5,selective,FastText,iob,False,True,25,200,63.28,65.61,64.43
5,5,selective,FastText,iob,False,True,50,100,73.04,58.87,65.2
5,5,selective,FastText,iob,False,True,50,200,66.58,64.22,65.38
5,5,selective,FastText,iob,True,False,25,100,58.26,51.34,54.58
5,5,selective,FastText,iob,True,False,25,200,58.13,53.17,55.54
5,5,selective,FastText,iob,True,False,50,100,63.06,51.77,56.86
5,5,selective,FastText,iob,True,False,50,200,57.81,56.01,56.89
5,5,selective,FastText,iob,True,True,25,100,65.83,67.08,66.45
5,5,selective,FastText,iob,True,True,25,200,50.97,8.46,14.51
5,5,selective,FastText,iob,True,True,50,100,47.91,16.06,24.06
5,5,selective,FastText,iob,True,True,50,200,69.77,59.09,63.99
5,5,selective,FastText,iobes,False,False,25,100,25.26,23.52,24.36
5,5,selective,FastText,iobes,False,False,25,200,24.49,22.12,23.25
5,5,selective,FastText,iobes,False,False,50,100,58.46,52.78,55.47
5,5,selective,FastText,iobes,False,False,50,200,60.88,52.46,56.36
5,5,selective,FastText,iobes,False,True,25,100,69.05,62.96,65.87
5,5,selective,FastText,iobes,False,True,25,200,64.66,64.36,64.51
5,5,selective,FastText,iobes,False,True,50,100,62.9,65.11,63.99
5,5,selective,FastText,iobes,False,True,50,200,0.86,6.49,1.51
5,5,selective,FastText,iobes,True,False,25,100,65.37,47.44,54.98
5,5,selective,FastText,iobes,True,False,25,200,61.82,50.34,55.49
5,5,selective,FastText,iobes,True,False,50,100,57.82,57.91,57.86
5,5,selective,FastText,iobes,True,False,50,200,58.44,59.59,59.01
5,5,selective,FastText,iobes,True,True,25,100,67.96,61.99,64.84
5,5,selective,FastText,iobes,True,True,25,200,70.6,62.17,66.12
5,5,selective,FastText,iobes,True,True,50,100,9.72,18.21,12.68
5,5,selective,FastText,iobes,True,True,50,200,65.02,66.44,65.72
6,5,selective,FastText,iob,False,False,25,100,59.65,50.99,54.98
6,5,selective,FastText,iob,False,False,25,200,0.8,6.13,1.41
6,5,selective,FastText,iob,False,False,50,100,65.21,49.12,56.03
6,5,selective,FastText,iob,False,False,50,200,63.76,50.16,56.15
6,5,selective,FastText,iob,False,True,25,100,65.37,65.51,65.44
6,5,selective,FastText,iob,False,True,25,200,66.55,65.61,66.08
6,5,selective,FastText,iob,False,True,50,100,64.64,66.48,65.55
6,5,selective,FastText,iob,False,True,50,200,64.7,66.51,65.59
6,5,selective,FastText,iob,True,False,25,100,60.17,56.54,58.3
6,5,selective,FastText,iob,True,False,25,200,64.07,51.27,56.96
6,5,selective,FastText,iob,True,False,50,100,60.35,54.46,57.26
6,5,selective,FastText,iob,True,False,50,200,59.14,56.01,57.53
6,5,selective,FastText,iob,True,True,25,100,65.03,66.8,65.9
6,5,selective,FastText,iob,True,True,25,200,67.68,64.43,66.02
6,5,selective,FastText,iob,True,True,50,100,67.45,61.89,64.55
6,5,selective,FastText,iob,True,True,50,200,66.72,63.11,64.86
6,5,selective,FastText,iobes,False,False,25,100,55.76,57.83,56.78
6,5,selective,FastText,iobes,False,False,25,200,54.23,55.9,55.05
6,5,selective,FastText,iobes,False,False,50,100,65.2,50.99,57.22
6,5,selective,FastText,iobes,False,False,50,200,61.37,53.5,57.16
6,5,selective,FastText,iobes,False,True,25,100,66.07,63.61,64.82
6,5,selective,FastText,iobes,False,True,25,200,63.71,63.71,63.71
6,5,selective,FastText,iobes,False,True,50,100,64.56,62.64,63.59
6,5,selective,FastText,iobes,False,True,50,200,69.64,59.05,63.91
6,5,selective,FastText,iobes,True,False,25,100,63.86,52.46,57.6
6,5,selective,FastText,iobes,True,False,25,200,64.18,50.23,56.36
6,5,selective,FastText,iobes,True,False,50,100,65.94,50.05,56.91
6,5,selective,FastText,iobes,True,False,50,200,65.79,49.52,56.51
6,5,selective,FastText,iobes,True,True,25,100,69.7,60.77,64.93
6,5,selective,FastText,iobes,True,True,25,200,69.92,58.26,63.56
6,5,selective,FastText,iobes,True,True,50,100,0.0,0.0,0.0
6,5,selective,FastText,iobes,True,True,50,200,66.77,61.6,64.08
7,5,selective,FastText,iob,False,False,25,100,63.9,50.59,56.47
7,5,selective,FastText,iob,False,False,25,200,63.99,49.7,55.94
7,5,selective,FastText,iob,False,False,50,100,58.32,58.66,58.49
7,5,selective,FastText,iob,False,False,50,200,59.25,53.85,56.42
7,5,selective,FastText,iob,False,True,25,100,64.63,64.4,64.51
7,5,selective,FastText,iob,False,True,25,200,67.9,62.96,65.34
7,5,selective,FastText,iob,False,True,50,100,50.83,50.56,50.69
7,5,selective,FastText,iob,False,True,50,200,67.18,62.96,65.0
7,5,selective,FastText,iob,True,False,25,100,61.11,49.3,54.57
7,5,selective,FastText,iob,True,False,25,200,65.43,48.87,55.95
7,5,selective,FastText,iob,True,False,50,100,64.94,50.34,56.72
7,5,selective,FastText,iob,True,False,50,200,58.57,37.11,45.43
7,5,selective,FastText,iob,True,True,25,100,69.11,61.92,65.32
7,5,selective,FastText,iob,True,True,25,200,67.66,63.75,65.65
7,5,selective,FastText,iob,True,True,50,100,67.98,63.03,65.41
7,5,selective,FastText,iob,True,True,50,200,67.38,63.93,65.61
7,5,selective,FastText,iobes,False,False,25,100,24.75,18.64,21.27
7,5,selective,FastText,iobes,False,False,25,200,60.98,50.38,55.17
7,5,selective,FastText,iobes,False,False,50,100,62.3,54.68,58.24
7,5,selective,FastText,iobes,False,False,50,200,0.55,5.84,1.01
7,5,selective,FastText,iobes,False,True,25,100,70.08,61.31,65.4
7,5,selective,FastText,iobes,False,True,25,200,4.08,2.72,3.27
7,5,selective,FastText,iobes,False,True,50,100,58.86,54.07,56.36
7,5,selective,FastText,iobes,False,True,50,200,2.85,1.65,2.09
7,5,selective,FastText,iobes,True,False,25,100,61.6,40.37,48.78
7,5,selective,FastText,iobes,True,False,25,200,58.95,55.72,57.29
7,5,selective,FastText,iobes,True,False,50,100,61.33,50.95,55.66
7,5,selective,FastText,iobes,True,False,50,200,65.58,48.23,55.58
7,5,selective,FastText,iobes,True,True,25,100,65.78,68.38,67.05
7,5,selective,FastText,iobes,True,True,25,200,67.15,59.52,63.11
7,5,selective,FastText,iobes,True,True,50,100,65.9,63.07,64.46
7,5,selective,FastText,iobes,True,True,50,200,1.22,12.94,2.23
8,5,selective,FastText,iob,False,False,25,100,59.73,56.47,58.05
8,5,selective,FastText,iob,False,False,25,200,62.53,51.09,56.24
8,5,selective,FastText,iob,False,False,50,100,63.83,50.48,56.38
8,5,selective,FastText,iob,False,False,50,200,47.27,19.9,28.01
8,5,selective,FastText,iob,False,True,25,100,65.45,62.89,64.14
8,5,selective,FastText,iob,False,True,25,200,55.47,33.99,42.15
8,5,selective,FastText,iob,False,True,50,100,67.28,61.85,64.45
8,5,selective,FastText,iob,False,True,50,200,62.07,64.14,63.09
8,5,selective,FastText,iob,True,False,25,100,60.23,55.32,57.67
8,5,selective,FastText,iob,True,False,25,200,62.84,50.81,56.19
8,5,selective,FastText,iob,True,False,50,100,67.22,47.72,55.82
8,5,selective,FastText,iob,True,False,50,200,63.16,50.41,56.07
8,5,selective,FastText,iob,True,True,25,100,66.06,65.26,65.66
8,5,selective,FastText,iob,True,True,25,200,69.72,61.35,65.27
8,5,selective,FastText,iob,True,True,50,100,68.67,60.34,64.24
8,5,selective,FastText,iob,True,True,50,200,66.09,66.05,66.07
8,5,selective,FastText,iobes,False,False,25,100,35.78,15.38,21.51
8,5,selective,FastText,iobes,False,False,25,200,56.42,56.69,56.56
8,5,selective,FastText,iobes,False,False,50,100,58.85,52.56,55.53
8,5,selective,FastText,iobes,False,False,50,200,61.78,52.85,56.97
8,5,selective,FastText,iobes,False,True,25,100,68.16,63.25,65.61
8,5,selective,FastText,iobes,False,True,25,200,66.8,64.22,65.48
8,5,selective,FastText,iobes,False,True,50,100,28.95,18.47,22.55
8,5,selective,FastText,iobes,False,True,50,200,64.67,62.75,63.69
8,5,selective,FastText,iobes,True,False,25,100,58.3,58.3,58.3
8,5,selective,FastText,iobes,True,False,25,200,0.64,6.7,1.17
8,5,selective,FastText,iobes,True,False,50,100,61.18,47.01,53.16
8,5,selective,FastText,iobes,True,False,50,200,61.37,53.89,57.39
8,5,selective,FastText,iobes,True,True,25,100,68.49,62.28,65.24
8,5,selective,FastText,iobes,True,True,25,200,68.66,62.6,65.49
8,5,selective,FastText,iobes,True,True,50,100,67.22,61.92,64.46
8,5,selective,FastText,iobes,True,True,50,200,66.97,62.67,64.75
9,5,selective,FastText,iob,False,False,25,100,62.26,55.36,58.61
9,5,selective,FastText,iob,False,False,25,200,0.0,0.0,0.0
9,5,selective,FastText,iob,False,False,50,100,66.93,47.9,55.84
9,5,selective,FastText,iob,False,False,50,200,66.88,47.87,55.8
9,5,selective,FastText,iob,False,True,25,100,70.89,59.73,64.84
9,5,selective,FastText,iob,False,True,25,200,64.45,61.56,62.97
9,5,selective,FastText,iob,False,True,50,100,66.87,65.51,66.18
9,5,selective,FastText,iob,False,True,50,200,64.4,63.5,63.95
9,5,selective,FastText,iob,True,False,25,100,60.78,55.5,58.02
9,5,selective,FastText,iob,True,False,25,200,46.99,19.61,27.68
9,5,selective,FastText,iob,True,False,50,100,62.5,49.84,55.46
9,5,selective,FastText,iob,True,False,50,200,62.5,45.0,52.32
9,5,selective,FastText,iob,True,True,25,100,69.21,62.07,65.44
9,5,selective,FastText,iob,True,True,25,200,69.13,62.96,65.9
9,5,selective,FastText,iob,True,True,50,100,66.05,65.51,65.78
9,5,selective,FastText,iob,True,True,50,200,68.36,60.67,64.29
9,5,selective,FastText,iobes,False,False,25,100,57.33,55.36,56.33
9,5,selective,FastText,iobes,False,False,25,200,61.13,49.62,54.78
9,5,selective,FastText,iobes,False,False,50,100,66.27,50.3,57.2
9,5,selective,FastText,iobes,False,False,50,200,60.17,53.78,56.8
9,5,selective,FastText,iobes,False,True,25,100,50.38,54.68,52.44
9,5,selective,FastText,iobes,False,True,25,200,66.26,66.91,66.58
9,5,selective,FastText,iobes,False,True,50,100,64.53,66.33,65.42
9,5,selective,FastText,iobes,False,True,50,200,65.64,65.83,65.74
9,5,selective,FastText,iobes,True,False,25,100,63.26,50.99,56.46
9,5,selective,FastText,iobes,True,False,25,200,64.7,51.6,57.41
9,5,selective,FastText,iobes,True,False,50,100,62.66,52.89,57.36
9,5,selective,FastText,iobes,True,False,50,200,59.52,53.82,56.52
9,5,selective,FastText,iobes,True,True,25,100,65.63,64.22,64.91
9,5,selective,FastText,iobes,True,True,25,200,67.2,63.03,65.05
9,5,selective,FastText,iobes,True,True,50,100,67.09,65.72,66.4
9,5,selective,FastText,iobes,True,True,50,200,52.58,28.5,36.97
0,5,selective,Glove,iob,False,False,25,100,59.87,51.2,55.2
0,5,selective,Glove,iob,False,False,25,200,62.64,45.68,52.83
0,5,selective,Glove,iob,False,False,50,100,57.35,54.54,55.91
0,5,selective,Glove,iob,False,False,50,200,59.45,51.09,54.96
0,5,selective,Glove,iob,False,True,25,100,65.74,60.42,62.97
0,5,selective,Glove,iob,False,True,25,200,68.0,58.98,63.17
0,5,selective,Glove,iob,False,True,50,100,62.77,62.5,62.63
0,5,selective,Glove,iob,False,True,50,200,59.19,63.97,61.49
0,5,selective,Glove,iob,True,False,25,100,59.85,50.77,54.94
0,5,selective,Glove,iob,True,False,25,200,58.76,52.31,55.35
0,5,selective,Glove,iob,True,False,50,100,63.94,48.51,55.17
0,5,selective,Glove,iob,True,False,50,200,59.85,49.98,54.47
0,5,selective,Glove,iob,True,True,25,100,64.04,64.61,64.32
0,5,selective,Glove,iob,True,True,25,200,63.89,62.42,63.15
0,5,selective,Glove,iob,True,True,50,100,62.41,63.28,62.84
0,5,selective,Glove,iob,True,True,50,200,64.25,57.48,60.67
0,5,selective,Glove,iobes,False,False,25,100,58.28,52.38,55.17
0,5,selective,Glove,iobes,False,False,25,200,57.44,53.42,55.36
0,5,selective,Glove,iobes,False,False,50,100,65.45,49.59,56.43
0,5,selective,Glove,iobes,False,False,50,200,62.22,50.3,55.63
0,5,selective,Glove,iobes,False,True,25,100,64.72,58.09,61.22
0,5,selective,Glove,iobes,False,True,25,200,65.07,58.05,61.36
0,5,selective,Glove,iobes,False,True,50,100,66.69,59.09,62.66
0,5,selective,Glove,iobes,False,True,50,200,33.26,27.21,29.93
0,5,selective,Glove,iobes,True,False,25,100,62.13,51.34,56.22
0,5,selective,Glove,iobes,True,False,25,200,63.89,47.26,54.33
0,5,selective,Glove,iobes,True,False,50,100,56.68,53.07,54.81
0,5,selective,Glove,iobes,True,False,50,200,56.98,56.94,56.96
0,5,selective,Glove,iobes,True,True,25,100,66.11,61.28,63.6
0,5,selective,Glove,iobes,True,True,25,200,63.13,61.63,62.37
0,5,selective,Glove,iobes,True,True,50,100,63.72,62.46,63.08
0,5,selective,Glove,iobes,True,True,50,200,69.0,58.66,63.41
1,5,selective,Glove,iob,False,False,25,100,56.48,52.85,54.6
1,5,selective,Glove,iob,False,False,25,200,57.49,52.03,54.62
1,5,selective,Glove,iob,False,False,50,100,59.04,43.89,50.35
1,5,selective,Glove,iob,False,False,50,200,61.59,43.24,50.81
1,5,selective,Glove,iob,False,True,25,100,61.41,62.03,61.72
1,5,selective,Glove,iob,False,True,25,200,68.68,57.01,62.3
1,5,selective,Glove,iob,False,True,50,100,70.18,55.79,62.17
1,5,selective,Glove,iob,False,True,50,200,66.1,59.63,62.7
1,5,selective,Glove,iob,True,False,25,100,56.89,52.99,54.87
1,5,selective,Glove,iob,True,False,25,200,57.68,53.6,55.57
1,5,selective,Glove,iob,True,False,50,100,53.33,57.12,55.16
1,5,selective,Glove,iob,True,False,50,200,63.19,46.97,53.89
1,5,selective,Glove,iob,True,True,25,100,62.25,59.95,61.08
1,5,selective,Glove,iob,True,True,25,200,62.69,64.11,63.39
1,5,selective,Glove,iob,True,True,50,100,64.68,63.11,63.88
1,5,selective,Glove,iob,True,True,50,200,63.53,61.71,62.6
1,5,selective,Glove,iobes,False,False,25,100,57.0,57.8,57.4
1,5,selective,Glove,iobes,False,False,25,200,39.93,17.14,23.98
1,5,selective,Glove,iobes,False,False,50,100,59.66,50.84,54.9
1,5,selective,Glove,iobes,False,False,50,200,61.46,50.48,55.43
1,5,selective,Glove,iobes,False,True,25,100,61.58,63.61,62.57
1,5,selective,Glove,iobes,False,True,25,200,65.58,60.67,63.03
1,5,selective,Glove,iobes,False,True,50,100,65.43,59.99,62.59
1,5,selective,Glove,iobes,False,True,50,200,63.46,61.2,62.31
1,5,selective,Glove,iobes,True,False,25,100,55.27,55.61,55.44
1,5,selective,Glove,iobes,True,False,25,200,61.55,50.27,55.34
1,5,selective,Glove,iobes,True,False,50,100,57.31,51.31,54.14
1,5,selective,Glove,iobes,True,False,50,200,56.78,54.21,55.47
1,5,selective,Glove,iobes,True,True,25,100,64.55,62.28,63.39
1,5,selective,Glove,iobes,True,True,25,200,66.59,59.88,63.05
1,5,selective,Glove,iobes,True,True,50,100,67.16,61.96,64.45
1,5,selective,Glove,iobes,True,True,50,200,63.38,63.43,63.41
2,5,selective,Glove,iob,False,False,25,100,63.82,47.51,54.47
2,5,selective,Glove,iob,False,False,25,200,59.95,51.42,55.36
2,5,selective,Glove,iob,False,False,50,100,60.64,50.48,55.1
2,5,selective,Glove,iob,False,False,50,200,61.49,49.23,54.68
2,5,selective,Glove,iob,False,True,25,100,64.66,63.43,64.04
2,5,selective,Glove,iob,False,True,25,200,62.89,61.67,62.27
2,5,selective,Glove,iob,False,True,50,100,62.29,57.8,59.96
2,5,selective,Glove,iob,False,True,50,200,67.59,58.69,62.83
2,5,selective,Glove,iob,True,False,25,100,58.32,51.42,54.65
2,5,selective,Glove,iob,True,False,25,200,59.59,51.92,55.49
2,5,selective,Glove,iob,True,False,50,100,36.85,27.68,31.61
2,5,selective,Glove,iob,True,False,50,200,58.39,51.77,54.88
2,5,selective,Glove,iob,True,True,25,100,66.08,61.67,63.8
2,5,selective,Glove,iob,True,True,25,200,65.99,58.66,62.11
2,5,selective,Glove,iob,True,True,50,100,66.5,63.36,64.89
2,5,selective,Glove,iob,True,True,50,200,13.29,21.3,16.37
2,5,selective,Glove,iobes,False,False,25,100,59.3,52.56,55.73
2,5,selective,Glove,iobes,False,False,25,200,58.93,53.96,56.34
2,5,selective,Glove,iobes,False,False,50,100,56.82,53.17,54.94
2,5,selective,Glove,iobes,False,False,50,200,66.06,46.47,54.56
2,5,selective,Glove,iobes,False,True,25,100,63.51,60.6,62.02
2,5,selective,Glove,iobes,False,True,25,200,33.48,2.69,4.98
2,5,selective,Glove,iobes,False,True,50,100,60.54,60.45,60.5
2,5,selective,Glove,iobes,False,True,50,200,65.67,63.25,64.44
2,5,selective,Glove,iobes,True,False,25,100,54.8,56.87,55.82
2,5,selective,Glove,iobes,True,False,25,200,55.92,55.36,55.64
2,5,selective,Glove,iobes,True,False,50,100,59.98,54.75,57.24
2,5,selective,Glove,iobes,True,False,50,200,63.52,47.76,54.52
2,5,selective,Glove,iobes,True,True,25,100,67.71,58.34,62.67
2,5,selective,Glove,iobes,True,True,25,200,63.6,60.2,61.85
2,5,selective,Glove,iobes,True,True,50,100,69.11,57.51,62.78
2,5,selective,Glove,iobes,True,True,50,200,63.53,59.34,61.36
3,5,selective,Glove,iob,False,False,25,100,57.15,51.74,54.31
3,5,selective,Glove,iob,False,False,25,200,55.91,52.71,54.26
3,5,selective,Glove,iob,False,False,50,100,63.33,50.66,56.29
3,5,selective,Glove,iob,False,False,50,200,63.68,46.4,53.68
3,5,selective,Glove,iob,False,True,25,100,11.18,17.35,13.6
3,5,selective,Glove,iob,False,True,25,200,60.05,63.75,61.84
3,5,selective,Glove,iob,False,True,50,100,62.17,64.93,63.52
3,5,selective,Glove,iob,False,True,50,200,62.5,63.0,62.75
3,5,selective,Glove,iob,True,False,25,100,57.28,50.09,53.44
3,5,selective,Glove,iob,True,False,25,200,59.64,51.56,55.31
3,5,selective,Glove,iob,True,False,50,100,62.74,47.94,54.35
3,5,selective,Glove,iob,True,False,50,200,60.38,50.77,55.16
3,5,selective,Glove,iob,True,True,25,100,60.11,63.64,61.83
3,5,selective,Glove,iob,True,True,25,200,64.21,61.49,62.82
3,5,selective,Glove,iob,True,True,50,100,64.23,61.74,62.96
3,5,selective,Glove,iob,True,True,50,200,65.81,61.42,63.54
3,5,selective,Glove,iobes,False,False,25,100,60.21,49.91,54.58
3,5,selective,Glove,iobes,False,False,25,200,52.61,53.78,53.19
3,5,selective,Glove,iobes,False,False,50,100,59.36,50.84,54.77
3,5,selective,Glove,iobes,False,False,50,200,63.93,45.57,53.21
3,5,selective,Glove,iobes,False,True,25,100,64.67,63.14,63.9
3,5,selective,Glove,iobes,False,True,25,200,65.23,59.52,62.24
