,Training_Round,Epochs,Scenario,Embedding,Tagging_Scheme,Capitalisation_Dim,Lower,Char_LSTM_Dim,Word_LSTM_Dim,Precision,Recall,F1_Score
871,7,5,selective,Glove,IOB2,False,True,50,200,66.34,56.62,61.09
903,8,5,selective,Glove,IOB2,False,True,50,200,67.68,56.47,61.57
648,0,5,selective,Glove,IOB2,True,False,25,100,59.85,50.77,54.94
680,1,5,selective,Glove,IOB2,True,False,25,100,56.89,52.99,54.87
712,2,5,selective,Glove,IOB2,True,False,25,100,58.32,51.42,54.65
744,3,5,selective,Glove,IOB2,True,False,25,100,57.28,50.09,53.44
776,4,5,selective,Glove,IOB2,True,False,25,100,54.53,55.04,54.78
808,5,5,selective,Glove,IOB2,True,False,25,100,58.16,48.3,52.77
840,6,5,selective,Glove,IOB2,True,False,25,100,56.52,56.9,56.71
872,7,5,selective,Glove,IOB2,True,False,25,100,61.54,48.66,54.35
904,8,5,selective,Glove,IOB2,True,False,25,100,59.26,50.02,54.25
649,0,5,selective,Glove,IOB2,True,False,25,200,58.76,52.31,55.35
681,1,5,selective,Glove,IOB2,True,False,25,200,57.68,53.6,55.57
713,2,5,selective,Glove,IOB2,True,False,25,200,59.59,51.92,55.49
745,3,5,selective,Glove,IOB2,True,False,25,200,59.64,51.56,55.31
873,7,5,selective,Glove,IOB2,True,False,25,200,53.67,57.98,55.74
905,8,5,selective,Glove,IOB2,True,False,25,200,55.13,55.9,55.51
650,0,5,selective,Glove,IOB2,True,False,50,100,63.94,48.51,55.17
682,1,5,selective,Glove,IOB2,True,False,50,100,53.33,57.12,55.16
746,3,5,selective,Glove,IOB2,True,False,50,100,62.74,47.94,54.35
778,4,5,selective,Glove,IOB2,True,False,50,100,60.26,48.87,53.97
810,5,5,selective,Glove,IOB2,True,False,50,100,58.46,52.67,55.41
842,6,5,selective,Glove,IOB2,True,False,50,100,58.35,49.59,53.62
874,7,5,selective,Glove,IOB2,True,False,50,100,59.24,49.41,53.88
906,8,5,selective,Glove,IOB2,True,False,50,100,58.07,53.82,55.86
938,9,5,selective,Glove,IOB2,True,False,50,100,59.51,52.64,55.86
651,0,5,selective,Glove,IOB2,True,False,50,200,59.85,49.98,54.47
683,1,5,selective,Glove,IOB2,True,False,50,200,63.19,46.97,53.89
715,2,5,selective,Glove,IOB2,True,False,50,200,58.39,51.77,54.88
747,3,5,selective,Glove,IOB2,True,False,50,200,60.38,50.77,55.16
779,4,5,selective,Glove,IOB2,True,False,50,200,66.61,46.22,54.57
811,5,5,selective,Glove,IOB2,True,False,50,200,59.31,51.85,55.33
843,6,5,selective,Glove,IOB2,True,False,50,200,57.85,53.53,55.61
875,7,5,selective,Glove,IOB2,True,False,50,200,59.47,48.73,53.57
907,8,5,selective,Glove,IOB2,True,False,50,200,58.07,50.7,54.13
939,9,5,selective,Glove,IOB2,True,False,50,200,57.4,53.96,55.63
652,0,5,selective,Glove,IOB2,True,True,25,100,64.04,64.61,64.32
684,1,5,selective,Glove,IOB2,True,True,25,100,62.25,59.95,61.08
716,2,5,selective,Glove,IOB2,True,True,25,100,66.08,61.67,63.8
748,3,5,selective,Glove,IOB2,True,True,25,100,60.11,63.64,61.83
812,5,5,selective,Glove,IOB2,True,True,25,100,64.3,59.99,62.07
844,6,5,selective,Glove,IOB2,True,True,25,100,62.07,64.36,63.19
876,7,5,selective,Glove,IOB2,True,True,25,100,62.91,63.18,63.04
908,8,5,selective,Glove,IOB2,True,True,25,100,68.38,57.76,62.62
940,9,5,selective,Glove,IOB2,True,True,25,100,64.38,62.46,63.4
653,0,5,selective,Glove,IOB2,True,True,25,200,63.89,62.42,63.15
685,1,5,selective,Glove,IOB2,True,True,25,200,62.69,64.11,63.39
717,2,5,selective,Glove,IOB2,True,True,25,200,65.99,58.66,62.11
749,3,5,selective,Glove,IOB2,True,True,25,200,64.21,61.49,62.82
781,4,5,selective,Glove,IOB2,True,True,25,200,67.09,55.4,60.68
813,5,5,selective,Glove,IOB2,True,True,25,200,65.3,58.16,61.52
845,6,5,selective,Glove,IOB2,True,True,25,200,60.49,64.22,62.3
877,7,5,selective,Glove,IOB2,True,True,25,200,66.27,57.69,61.68
909,8,5,selective,Glove,IOB2,True,True,25,200,70.45,55.65,62.18
941,9,5,selective,Glove,IOB2,True,True,25,200,61.21,61.46,61.33
654,0,5,selective,Glove,IOB2,True,True,50,100,62.41,63.28,62.84
686,1,5,selective,Glove,IOB2,True,True,50,100,64.68,63.11,63.88
718,2,5,selective,Glove,IOB2,True,True,50,100,66.5,63.36,64.89
750,3,5,selective,Glove,IOB2,True,True,50,100,64.23,61.74,62.96
782,4,5,selective,Glove,IOB2,True,True,50,100,66.95,58.41,62.39
814,5,5,selective,Glove,IOB2,True,True,50,100,64.72,60.7,62.65
846,6,5,selective,Glove,IOB2,True,True,50,100,64.72,61.89,63.27
878,7,5,selective,Glove,IOB2,True,True,50,100,64.38,58.77,61.44
910,8,5,selective,Glove,IOB2,True,True,50,100,65.06,62.1,63.55
942,9,5,selective,Glove,IOB2,True,True,50,100,62.75,61.42,62.08
655,0,5,selective,Glove,IOB2,True,True,50,200,64.25,57.48,60.67
687,1,5,selective,Glove,IOB2,True,True,50,200,63.53,61.71,62.6
751,3,5,selective,Glove,IOB2,True,True,50,200,65.81,61.42,63.54
783,4,5,selective,Glove,IOB2,True,True,50,200,65.96,61.71,63.76
815,5,5,selective,Glove,IOB2,True,True,50,200,66.16,60.85,63.39
847,6,5,selective,Glove,IOB2,True,True,50,200,63.85,62.5,63.16
879,7,5,selective,Glove,IOB2,True,True,50,200,63.42,57.51,60.32
911,8,5,selective,Glove,IOB2,True,True,50,200,64.95,63.39,64.16
943,9,5,selective,Glove,IOB2,True,True,50,200,66.6,56.76,61.29
656,0,5,selective,Glove,IOBES,False,False,25,100,58.28,52.38,55.17
688,1,5,selective,Glove,IOBES,False,False,25,100,57.0,57.8,57.4
720,2,5,selective,Glove,IOBES,False,False,25,100,59.3,52.56,55.73
752,3,5,selective,Glove,IOBES,False,False,25,100,60.21,49.91,54.58
784,4,5,selective,Glove,IOBES,False,False,25,100,62.26,49.8,55.34
816,5,5,selective,Glove,IOBES,False,False,25,100,59.14,46.97,52.36
848,6,5,selective,Glove,IOBES,False,False,25,100,57.57,54.97,56.24
880,7,5,selective,Glove,IOBES,False,False,25,100,59.82,51.13,55.13
912,8,5,selective,Glove,IOBES,False,False,25,100,64.83,44.75,52.95
944,9,5,selective,Glove,IOBES,False,False,25,100,59.36,53.46,56.25
657,0,5,selective,Glove,IOBES,False,False,25,200,57.44,53.42,55.36
721,2,5,selective,Glove,IOBES,False,False,25,200,58.93,53.96,56.34
753,3,5,selective,Glove,IOBES,False,False,25,200,52.61,53.78,53.19
785,4,5,selective,Glove,IOBES,False,False,25,200,60.44,48.98,54.11
817,5,5,selective,Glove,IOBES,False,False,25,200,59.31,53.24,56.11
849,6,5,selective,Glove,IOBES,False,False,25,200,63.64,49.52,55.7
881,7,5,selective,Glove,IOBES,False,False,25,200,62.17,50.56,55.76
945,9,5,selective,Glove,IOBES,False,False,25,200,57.84,51.45,54.46
690,1,5,selective,Glove,IOBES,False,False,50,100,59.66,50.84,54.9
722,2,5,selective,Glove,IOBES,False,False,50,100,56.82,53.17,54.94
754,3,5,selective,Glove,IOBES,False,False,50,100,59.36,50.84,54.77
786,4,5,selective,Glove,IOBES,False,False,50,100,64.52,47.47,54.7
850,6,5,selective,Glove,IOBES,False,False,50,100,60.99,49.73,54.79
946,9,5,selective,Glove,IOBES,False,False,50,100,61.7,49.62,55.01
659,0,5,selective,Glove,IOBES,False,False,50,200,62.22,50.3,55.63
691,1,5,selective,Glove,IOBES,False,False,50,200,61.46,50.48,55.43
723,2,5,selective,Glove,IOBES,False,False,50,200,66.06,46.47,54.56
755,3,5,selective,Glove,IOBES,False,False,50,200,63.93,45.57,53.21
787,4,5,selective,Glove,IOBES,False,False,50,200,59.9,54.11,56.86
819,5,5,selective,Glove,IOBES,False,False,50,200,61.23,50.16,55.14
851,6,5,selective,Glove,IOBES,False,False,50,200,65.16,48.62,55.69
883,7,5,selective,Glove,IOBES,False,False,50,200,62.3,47.11,53.65
915,8,5,selective,Glove,IOBES,False,False,50,200,65.71,46.58,54.51
947,9,5,selective,Glove,IOBES,False,False,50,200,59.61,53.07,56.15
660,0,5,selective,Glove,IOBES,False,True,25,100,64.72,58.09,61.22
692,1,5,selective,Glove,IOBES,False,True,25,100,61.58,63.61,62.57
724,2,5,selective,Glove,IOBES,False,True,25,100,63.51,60.6,62.02
756,3,5,selective,Glove,IOBES,False,True,25,100,64.67,63.14,63.9
820,5,5,selective,Glove,IOBES,False,True,25,100,64.25,63.79,64.02
884,7,5,selective,Glove,IOBES,False,True,25,100,68.15,54.39,60.5
916,8,5,selective,Glove,IOBES,False,True,25,100,62.9,61.46,62.17
948,9,5,selective,Glove,IOBES,False,True,25,100,63.3,62.78,63.04
661,0,5,selective,Glove,IOBES,False,True,25,200,65.07,58.05,61.36
693,1,5,selective,Glove,IOBES,False,True,25,200,65.58,60.67,63.03
757,3,5,selective,Glove,IOBES,False,True,25,200,65.23,59.52,62.24
789,4,5,selective,Glove,IOBES,False,True,25,200,65.14,60.77,62.88
821,5,5,selective,Glove,IOBES,False,True,25,200,60.35,63.68,61.97
853,6,5,selective,Glove,IOBES,False,True,25,200,66.32,58.87,62.37
885,7,5,selective,Glove,IOBES,False,True,25,200,64.29,60.99,62.59
917,8,5,selective,Glove,IOBES,False,True,25,200,64.77,62.89,63.82
949,9,5,selective,Glove,IOBES,False,True,25,200,63.22,58.3,60.66
662,0,5,selective,Glove,IOBES,False,True,50,100,66.69,59.09,62.66
694,1,5,selective,Glove,IOBES,False,True,50,100,65.43,59.99,62.59
726,2,5,selective,Glove,IOBES,False,True,50,100,60.54,60.45,60.5
790,4,5,selective,Glove,IOBES,False,True,50,100,62.1,64.11,63.09
854,6,5,selective,Glove,IOBES,False,True,50,100,62.59,60.88,61.72
886,7,5,selective,Glove,IOBES,False,True,50,100,63.81,61.96,62.87
918,8,5,selective,Glove,IOBES,False,True,50,100,67.4,58.19,62.46
950,9,5,selective,Glove,IOBES,False,True,50,100,68.67,58.69,63.29
695,1,5,selective,Glove,IOBES,False,True,50,200,63.46,61.2,62.31
727,2,5,selective,Glove,IOBES,False,True,50,200,65.67,63.25,64.44
759,3,5,selective,Glove,IOBES,False,True,50,200,69.92,57.26,62.96
791,4,5,selective,Glove,IOBES,False,True,50,200,66.79,60.34,63.4
823,5,5,selective,Glove,IOBES,False,True,50,200,65.78,60.92,63.25
855,6,5,selective,Glove,IOBES,False,True,50,200,64.98,61.53,63.2
919,8,5,selective,Glove,IOBES,False,True,50,200,65.56,61.17,63.29
951,9,5,selective,Glove,IOBES,False,True,50,200,61.59,65.94,63.69
664,0,5,selective,Glove,IOBES,True,False,25,100,62.13,51.34,56.22
696,1,5,selective,Glove,IOBES,True,False,25,100,55.27,55.61,55.44
728,2,5,selective,Glove,IOBES,True,False,25,100,54.8,56.87,55.82
760,3,5,selective,Glove,IOBES,True,False,25,100,59.73,52.96,56.14
792,4,5,selective,Glove,IOBES,True,False,25,100,56.82,51.99,54.3
824,5,5,selective,Glove,IOBES,True,False,25,100,60.14,54.54,57.2
856,6,5,selective,Glove,IOBES,True,False,25,100,57.09,53.53,55.26
888,7,5,selective,Glove,IOBES,True,False,25,100,59.1,57.15,58.11
920,8,5,selective,Glove,IOBES,True,False,25,100,63.46,49.87,55.85
952,9,5,selective,Glove,IOBES,True,False,25,100,59.8,50.52,54.77
665,0,5,selective,Glove,IOBES,True,False,25,200,63.89,47.26,54.33
697,1,5,selective,Glove,IOBES,True,False,25,200,61.55,50.27,55.34
729,2,5,selective,Glove,IOBES,True,False,25,200,55.92,55.36,55.64
761,3,5,selective,Glove,IOBES,True,False,25,200,62.26,51.06,56.11
793,4,5,selective,Glove,IOBES,True,False,25,200,56.4,50.7,53.4
857,6,5,selective,Glove,IOBES,True,False,25,200,62.65,49.01,55.0
921,8,5,selective,Glove,IOBES,True,False,25,200,61.31,51.99,56.27
953,9,5,selective,Glove,IOBES,True,False,25,200,62.6,51.38,56.44
666,0,5,selective,Glove,IOBES,True,False,50,100,56.68,53.07,54.81
698,1,5,selective,Glove,IOBES,True,False,50,100,57.31,51.31,54.14
730,2,5,selective,Glove,IOBES,True,False,50,100,59.98,54.75,57.24
762,3,5,selective,Glove,IOBES,True,False,50,100,54.87,54.71,54.79
794,4,5,selective,Glove,IOBES,True,False,50,100,61.68,53.03,57.03
826,5,5,selective,Glove,IOBES,True,False,50,100,58.78,55.83,57.26
858,6,5,selective,Glove,IOBES,True,False,50,100,62.51,51.34,56.38
890,7,5,selective,Glove,IOBES,True,False,50,100,60.42,48.98,54.1
922,8,5,selective,Glove,IOBES,True,False,50,100,49.17,51.24,50.18
954,9,5,selective,Glove,IOBES,True,False,50,100,55.07,56.83,55.94
667,0,5,selective,Glove,IOBES,True,False,50,200,56.98,56.94,56.96
699,1,5,selective,Glove,IOBES,True,False,50,200,56.78,54.21,55.47
731,2,5,selective,Glove,IOBES,True,False,50,200,63.52,47.76,54.52
795,4,5,selective,Glove,IOBES,True,False,50,200,57.56,54.86,56.18
859,6,5,selective,Glove,IOBES,True,False,50,200,58.45,53.93,56.1
891,7,5,selective,Glove,IOBES,True,False,50,200,62.95,44.17,51.92
923,8,5,selective,Glove,IOBES,True,False,50,200,62.36,49.19,55.0
955,9,5,selective,Glove,IOBES,True,False,50,200,51.41,57.55,54.31
668,0,5,selective,Glove,IOBES,True,True,25,100,66.11,61.28,63.6
700,1,5,selective,Glove,IOBES,True,True,25,100,64.55,62.28,63.39
732,2,5,selective,Glove,IOBES,True,True,25,100,67.71,58.34,62.67
764,3,5,selective,Glove,IOBES,True,True,25,100,64.22,61.28,62.72
796,4,5,selective,Glove,IOBES,True,True,25,100,62.32,63.21,62.76
828,5,5,selective,Glove,IOBES,True,True,25,100,62.84,63.79,63.31
860,6,5,selective,Glove,IOBES,True,True,25,100,65.35,61.2,63.21
924,8,5,selective,Glove,IOBES,True,True,25,100,62.38,63.25,62.81
956,9,5,selective,Glove,IOBES,True,True,25,100,63.73,60.92,62.29
669,0,5,selective,Glove,IOBES,True,True,25,200,63.13,61.63,62.37
701,1,5,selective,Glove,IOBES,True,True,25,200,66.59,59.88,63.05
733,2,5,selective,Glove,IOBES,True,True,25,200,63.6,60.2,61.85
765,3,5,selective,Glove,IOBES,True,True,25,200,63.36,63.86,63.61
797,4,5,selective,Glove,IOBES,True,True,25,200,64.95,61.85,63.36
829,5,5,selective,Glove,IOBES,True,True,25,200,65.6,59.02,62.14
893,7,5,selective,Glove,IOBES,True,True,25,200,62.06,60.99,61.52
925,8,5,selective,Glove,IOBES,True,True,25,200,64.71,58.84,61.63
957,9,5,selective,Glove,IOBES,True,True,25,200,65.74,61.63,63.62
670,0,5,selective,Glove,IOBES,True,True,50,100,63.72,62.46,63.08
702,1,5,selective,Glove,IOBES,True,True,50,100,67.16,61.96,64.45
734,2,5,selective,Glove,IOBES,True,True,50,100,69.11,57.51,62.78
766,3,5,selective,Glove,IOBES,True,True,50,100,63.94,59.3,61.53
798,4,5,selective,Glove,IOBES,True,True,50,100,59.87,64.07,61.9
830,5,5,selective,Glove,IOBES,True,True,50,100,60.97,61.56,61.27
862,6,5,selective,Glove,IOBES,True,True,50,100,65.5,59.84,62.54
894,7,5,selective,Glove,IOBES,True,True,50,100,63.37,61.1,62.21
926,8,5,selective,Glove,IOBES,True,True,50,100,63.81,61.06,62.4
671,0,5,selective,Glove,IOBES,True,True,50,200,69.0,58.66,63.41
703,1,5,selective,Glove,IOBES,True,True,50,200,63.38,63.43,63.41
735,2,5,selective,Glove,IOBES,True,True,50,200,63.53,59.34,61.36
767,3,5,selective,Glove,IOBES,True,True,50,200,63.67,61.71,62.67
799,4,5,selective,Glove,IOBES,True,True,50,200,70.08,58.95,64.03
831,5,5,selective,Glove,IOBES,True,True,50,200,61.34,61.78,61.56
863,6,5,selective,Glove,IOBES,True,True,50,200,64.46,63.61,64.03
895,7,5,selective,Glove,IOBES,True,True,50,200,64.29,61.06,62.63
927,8,5,selective,Glove,IOBES,True,True,50,200,71.89,54.0,61.67
0,0,5,selective,Wang2Vec,IOB2,False,False,25,100,58.95,54.79,56.79
32,1,5,selective,Wang2Vec,IOB2,False,False,25,100,61.85,51.27,56.07
64,2,5,selective,Wang2Vec,IOB2,False,False,25,100,61.27,53.32,57.02
96,3,5,selective,Wang2Vec,IOB2,False,False,25,100,63.34,46.83,53.84
128,4,5,selective,Wang2Vec,IOB2,False,False,25,100,56.52,55.79,56.15
160,5,5,selective,Wang2Vec,IOB2,False,False,25,100,63.14,48.76,55.03
192,6,5,selective,Wang2Vec,IOB2,False,False,25,100,58.63,52.85,55.59
224,7,5,selective,Wang2Vec,IOB2,False,False,25,100,59.74,53.35,56.36
256,8,5,selective,Wang2Vec,IOB2,False,False,25,100,67.69,46.04,54.8
288,9,5,selective,Wang2Vec,IOB2,False,False,25,100,53.7,55.47,54.57
1,0,5,selective,Wang2Vec,IOB2,False,False,25,200,61.6,52.06,56.43
33,1,5,selective,Wang2Vec,IOB2,False,False,25,200,56.21,51.63,53.82
65,2,5,selective,Wang2Vec,IOB2,False,False,25,200,65.25,47.26,54.81
97,3,5,selective,Wang2Vec,IOB2,False,False,25,200,63.69,46.72,53.9
129,4,5,selective,Wang2Vec,IOB2,False,False,25,200,65.93,47.04,54.91
161,5,5,selective,Wang2Vec,IOB2,False,False,25,200,60.81,50.63,55.25
193,6,5,selective,Wang2Vec,IOB2,False,False,25,200,66.8,47.11,55.26
225,7,5,selective,Wang2Vec,IOB2,False,False,25,200,60.09,50.09,54.63
257,8,5,selective,Wang2Vec,IOB2,False,False,25,200,61.95,52.42,56.79
289,9,5,selective,Wang2Vec,IOB2,False,False,25,200,66.05,49.87,56.83
2,0,5,selective,Wang2Vec,IOB2,False,False,50,100,66.5,47.47,55.4
34,1,5,selective,Wang2Vec,IOB2,False,False,50,100,67.49,47.19,55.54
66,2,5,selective,Wang2Vec,IOB2,False,False,50,100,57.63,57.01,57.32
98,3,5,selective,Wang2Vec,IOB2,False,False,50,100,60.92,50.91,55.47
130,4,5,selective,Wang2Vec,IOB2,False,False,50,100,60.89,49.62,54.68
194,6,5,selective,Wang2Vec,IOB2,False,False,50,100,59.76,52.13,55.69
258,8,5,selective,Wang2Vec,IOB2,False,False,50,100,64.86,48.19,55.3
290,9,5,selective,Wang2Vec,IOB2,False,False,50,100,61.85,51.45,56.18
3,0,5,selective,Wang2Vec,IOB2,False,False,50,200,58.54,50.74,54.36
35,1,5,selective,Wang2Vec,IOB2,False,False,50,200,55.18,55.4,55.29
67,2,5,selective,Wang2Vec,IOB2,False,False,50,200,61.6,51.42,56.05
99,3,5,selective,Wang2Vec,IOB2,False,False,50,200,59.98,53.78,56.71
131,4,5,selective,Wang2Vec,IOB2,False,False,50,200,63.4,53.42,57.99
163,5,5,selective,Wang2Vec,IOB2,False,False,50,200,67.85,45.79,54.68
195,6,5,selective,Wang2Vec,IOB2,False,False,50,200,61.56,53.28,57.12
227,7,5,selective,Wang2Vec,IOB2,False,False,50,200,58.11,46.11,51.42
259,8,5,selective,Wang2Vec,IOB2,False,False,50,200,62.58,50.2,55.71
291,9,5,selective,Wang2Vec,IOB2,False,False,50,200,63.89,51.2,56.85
4,0,5,selective,Wang2Vec,IOB2,False,True,25,100,66.28,67.73,67.0
100,3,5,selective,Wang2Vec,IOB2,False,True,25,100,62.63,69.27,65.78
132,4,5,selective,Wang2Vec,IOB2,False,True,25,100,66.62,66.12,66.37
164,5,5,selective,Wang2Vec,IOB2,False,True,25,100,65.49,68.59,67.01
196,6,5,selective,Wang2Vec,IOB2,False,True,25,100,69.88,65.72,67.74
228,7,5,selective,Wang2Vec,IOB2,False,True,25,100,64.56,61.85,63.18
260,8,5,selective,Wang2Vec,IOB2,False,True,25,100,66.14,64.65,65.39
292,9,5,selective,Wang2Vec,IOB2,False,True,25,100,67.51,67.05,67.28
5,0,5,selective,Wang2Vec,IOB2,False,True,25,200,71.0,62.67,66.58
37,1,5,selective,Wang2Vec,IOB2,False,True,25,200,67.96,65.94,66.93
69,2,5,selective,Wang2Vec,IOB2,False,True,25,200,65.21,67.87,66.51
101,3,5,selective,Wang2Vec,IOB2,False,True,25,200,66.09,64.86,65.47
165,5,5,selective,Wang2Vec,IOB2,False,True,25,200,69.49,63.54,66.38
197,6,5,selective,Wang2Vec,IOB2,False,True,25,200,64.61,67.08,65.82
229,7,5,selective,Wang2Vec,IOB2,False,True,25,200,67.97,64.61,66.25
261,8,5,selective,Wang2Vec,IOB2,False,True,25,200,67.82,64.75,66.25
293,9,5,selective,Wang2Vec,IOB2,False,True,25,200,69.7,62.42,65.86
6,0,5,selective,Wang2Vec,IOB2,False,True,50,100,70.14,65.18,67.57
38,1,5,selective,Wang2Vec,IOB2,False,True,50,100,68.92,63.93,66.33
70,2,5,selective,Wang2Vec,IOB2,False,True,50,100,69.69,64.79,67.15
102,3,5,selective,Wang2Vec,IOB2,False,True,50,100,69.41,63.71,66.44
134,4,5,selective,Wang2Vec,IOB2,False,True,50,100,68.53,65.65,67.06
166,5,5,selective,Wang2Vec,IOB2,False,True,50,100,67.93,67.44,67.69
198,6,5,selective,Wang2Vec,IOB2,False,True,50,100,72.42,63.0,67.38
230,7,5,selective,Wang2Vec,IOB2,False,True,50,100,66.7,68.38,67.53
262,8,5,selective,Wang2Vec,IOB2,False,True,50,100,68.22,64.72,66.42
294,9,5,selective,Wang2Vec,IOB2,False,True,50,100,64.38,66.55,65.44
7,0,5,selective,Wang2Vec,IOB2,False,True,50,200,66.93,63.57,65.21
39,1,5,selective,Wang2Vec,IOB2,False,True,50,200,69.12,65.08,67.04
71,2,5,selective,Wang2Vec,IOB2,False,True,50,200,72.78,63.93,68.07
103,3,5,selective,Wang2Vec,IOB2,False,True,50,200,63.47,68.59,65.93
199,6,5,selective,Wang2Vec,IOB2,False,True,50,200,69.31,65.58,67.39
263,8,5,selective,Wang2Vec,IOB2,False,True,50,200,72.16,63.0,67.27
8,0,5,selective,Wang2Vec,IOB2,True,False,25,100,58.62,57.55,58.08
40,1,5,selective,Wang2Vec,IOB2,True,False,25,100,57.52,55.79,56.64
104,3,5,selective,Wang2Vec,IOB2,True,False,25,100,63.18,50.7,56.26
136,4,5,selective,Wang2Vec,IOB2,True,False,25,100,64.9,47.87,55.1
168,5,5,selective,Wang2Vec,IOB2,True,False,25,100,62.93,50.09,55.78
200,6,5,selective,Wang2Vec,IOB2,True,False,25,100,57.43,55.97,56.69
232,7,5,selective,Wang2Vec,IOB2,True,False,25,100,61.78,54.14,57.71
264,8,5,selective,Wang2Vec,IOB2,True,False,25,100,62.09,54.21,57.89
296,9,5,selective,Wang2Vec,IOB2,True,False,25,100,65.47,48.4,55.66
9,0,5,selective,Wang2Vec,IOB2,True,False,25,200,64.42,50.45,56.59
41,1,5,selective,Wang2Vec,IOB2,True,False,25,200,62.77,52.96,57.45
73,2,5,selective,Wang2Vec,IOB2,True,False,25,200,63.72,49.87,55.95
137,4,5,selective,Wang2Vec,IOB2,True,False,25,200,65.18,48.8,55.81
169,5,5,selective,Wang2Vec,IOB2,True,False,25,200,66.39,46.68,54.82
201,6,5,selective,Wang2Vec,IOB2,True,False,25,200,58.12,55.18,56.61
233,7,5,selective,Wang2Vec,IOB2,True,False,25,200,67.23,48.69,56.48
265,8,5,selective,Wang2Vec,IOB2,True,False,25,200,63.93,47.79,54.7
297,9,5,selective,Wang2Vec,IOB2,True,False,25,200,56.34,56.72,56.53
10,0,5,selective,Wang2Vec,IOB2,True,False,50,100,66.29,48.87,56.26
42,1,5,selective,Wang2Vec,IOB2,True,False,50,100,58.25,53.28,55.66
74,2,5,selective,Wang2Vec,IOB2,True,False,50,100,63.61,51.02,56.63
106,3,5,selective,Wang2Vec,IOB2,True,False,50,100,59.39,54.07,56.61
138,4,5,selective,Wang2Vec,IOB2,True,False,50,100,59.47,54.71,56.99
170,5,5,selective,Wang2Vec,IOB2,True,False,50,100,62.85,50.05,55.73
202,6,5,selective,Wang2Vec,IOB2,True,False,50,100,66.04,47.97,55.58
234,7,5,selective,Wang2Vec,IOB2,True,False,50,100,64.0,48.69,55.3
266,8,5,selective,Wang2Vec,IOB2,True,False,50,100,64.19,46.4,53.86
298,9,5,selective,Wang2Vec,IOB2,True,False,50,100,58.95,53.71,56.21
43,1,5,selective,Wang2Vec,IOB2,True,False,50,200,55.42,58.69,57.01
75,2,5,selective,Wang2Vec,IOB2,True,False,50,200,58.16,50.84,54.26
107,3,5,selective,Wang2Vec,IOB2,True,False,50,200,64.81,49.34,56.03
139,4,5,selective,Wang2Vec,IOB2,True,False,50,200,58.61,56.01,57.28
203,6,5,selective,Wang2Vec,IOB2,True,False,50,200,62.32,47.44,53.87
235,7,5,selective,Wang2Vec,IOB2,True,False,50,200,61.64,54.86,58.05
299,9,5,selective,Wang2Vec,IOB2,True,False,50,200,61.76,51.2,55.99
12,0,5,selective,Wang2Vec,IOB2,True,True,25,100,70.32,62.53,66.2
44,1,5,selective,Wang2Vec,IOB2,True,True,25,100,72.07,64.29,67.96
76,2,5,selective,Wang2Vec,IOB2,True,True,25,100,70.46,63.71,66.92
108,3,5,selective,Wang2Vec,IOB2,True,True,25,100,63.43,66.37,64.87
140,4,5,selective,Wang2Vec,IOB2,True,True,25,100,70.19,66.44,68.26
172,5,5,selective,Wang2Vec,IOB2,True,True,25,100,71.54,64.54,67.86
204,6,5,selective,Wang2Vec,IOB2,True,True,25,100,66.97,68.2,67.58
236,7,5,selective,Wang2Vec,IOB2,True,True,25,100,66.29,67.19,66.74
300,9,5,selective,Wang2Vec,IOB2,True,True,25,100,65.34,65.9,65.62
13,0,5,selective,Wang2Vec,IOB2,True,True,25,200,69.64,62.93,66.11
77,2,5,selective,Wang2Vec,IOB2,True,True,25,200,68.29,66.87,67.57
109,3,5,selective,Wang2Vec,IOB2,True,True,25,200,67.17,66.69,66.93
173,5,5,selective,Wang2Vec,IOB2,True,True,25,200,70.18,62.85,66.31
205,6,5,selective,Wang2Vec,IOB2,True,True,25,200,69.11,63.21,66.03
269,8,5,selective,Wang2Vec,IOB2,True,True,25,200,70.22,60.95,65.26
301,9,5,selective,Wang2Vec,IOB2,True,True,25,200,69.7,63.5,66.45
14,0,5,selective,Wang2Vec,IOB2,True,True,50,100,69.42,64.29,66.75
46,1,5,selective,Wang2Vec,IOB2,True,True,50,100,65.53,68.16,66.82
78,2,5,selective,Wang2Vec,IOB2,True,True,50,100,69.18,65.9,67.5
110,3,5,selective,Wang2Vec,IOB2,True,True,50,100,71.44,61.89,66.32
142,4,5,selective,Wang2Vec,IOB2,True,True,50,100,69.27,65.72,67.45
174,5,5,selective,Wang2Vec,IOB2,True,True,50,100,68.55,63.79,66.08
206,6,5,selective,Wang2Vec,IOB2,True,True,50,100,67.18,62.96,65.0
238,7,5,selective,Wang2Vec,IOB2,True,True,50,100,68.19,65.4,66.76
270,8,5,selective,Wang2Vec,IOB2,True,True,50,100,67.32,65.44,66.36
302,9,5,selective,Wang2Vec,IOB2,True,True,50,100,68.69,66.62,67.64
15,0,5,selective,Wang2Vec,IOB2,True,True,50,200,68.37,64.72,66.49
47,1,5,selective,Wang2Vec,IOB2,True,True,50,200,69.04,64.43,66.65
79,2,5,selective,Wang2Vec,IOB2,True,True,50,200,69.35,65.08,67.15
111,3,5,selective,Wang2Vec,IOB2,True,True,50,200,71.36,62.82,66.82
143,4,5,selective,Wang2Vec,IOB2,True,True,50,200,70.41,63.39,66.72
175,5,5,selective,Wang2Vec,IOB2,True,True,50,200,66.65,67.8,67.22
